season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2018,12,Liverpool,1.8,0.5,Fulham,2.0,0.0,2018-11-11,0,Liverpool,Fulham,59a0a8a4-3ad8-57c1-be46-7b570a4e8625,cde19b55-32e4-572a-9b0d-272170e70fb6,36172db4-9336-5424-b8ca-994886e2c3e3,Liverpool,Fulham,Fulham_Liverpool,Fulham_Liverpool_2018
2018,31,Fulham,1.1,2.6,Liverpool,1.0,2.0,2019-03-17,0,Liverpool,Fulham,88c3c3b0-8908-5a92-bf9d-e65796d0a514,cde19b55-32e4-572a-9b0d-272170e70fb6,36172db4-9336-5424-b8ca-994886e2c3e3,Fulham,Liverpool,Fulham_Liverpool,Fulham_Liverpool_2018
2020,12,Fulham,1.5,1.8,Liverpool,1.0,1.0,2020-12-13,0,draw,draw,e6459dd3-1a24-5aa0-8b8b-d0b14ad312d4,cde19b55-32e4-572a-9b0d-272170e70fb6,181e3de4-39eb-5f91-a032-978f5c8ad069,Fulham,Liverpool,Fulham_Liverpool,Fulham_Liverpool_2020
2020,27,Liverpool,0.9,1.3,Fulham,0.0,1.0,2021-03-07,0,Fulham,Liverpool,fb517a91-d3ba-5bb5-b6f3-e87d3f8d288f,cde19b55-32e4-572a-9b0d-272170e70fb6,181e3de4-39eb-5f91-a032-978f5c8ad069,Liverpool,Fulham,Fulham_Liverpool,Fulham_Liverpool_2020
2022,1,Fulham,1.2,1.2,Liverpool,2.0,2.0,2022-08-06,0,draw,draw,41d02986-f0e1-54b5-8fe0-9c206237d34d,cde19b55-32e4-572a-9b0d-272170e70fb6,fec4ee5a-3fd7-5d0b-8582-2c9525fb2060,Fulham,Liverpool,Fulham_Liverpool,Fulham_Liverpool_2022
2022,28,Liverpool,1.8,0.9,Fulham,1.0,0.0,2023-05-03,0,Liverpool,Fulham,77aafc8c-2dee-5a6a-94d8-539c850cdcca,cde19b55-32e4-572a-9b0d-272170e70fb6,fec4ee5a-3fd7-5d0b-8582-2c9525fb2060,Liverpool,Fulham,Fulham_Liverpool,Fulham_Liverpool_2022
2001,6,Liverpool,0.0,0.0,Fulham,0.0,0.0,0,Jeff Winter,draw,draw,6d59bac4-d65e-5bdc-85d8-ed2de147845c,cde19b55-32e4-572a-9b0d-272170e70fb6,a04059ec-a1e8-5313-b0ec-b970ee57168f,Liverpool,Fulham,Fulham_Liverpool,Fulham_Liverpool_2001
2001,28,Fulham,0.0,0.0,Liverpool,0.0,2.0,0,Alan Wiley,Liverpool,Fulham,160539d2-714c-52a7-8f54-efb84a93e437,cde19b55-32e4-572a-9b0d-272170e70fb6,a04059ec-a1e8-5313-b0ec-b970ee57168f,Fulham,Liverpool,Fulham_Liverpool,Fulham_Liverpool_2001
2002,15,Fulham,0.0,0.0,Liverpool,3.0,2.0,0,Graham Poll,Fulham,Liverpool,35fda541-ebe5-5641-abdf-ab9f16d0b570,cde19b55-32e4-572a-9b0d-272170e70fb6,72254e83-3ff5-5b23-956c-6b3b099e6422,Fulham,Liverpool,Fulham_Liverpool,Fulham_Liverpool_2002
2002,33,Liverpool,0.0,0.0,Fulham,2.0,0.0,0,Alan Wiley,Liverpool,Fulham,dcfc31c7-7a5c-5d6b-a7aa-d6b4c2504d8b,cde19b55-32e4-572a-9b0d-272170e70fb6,72254e83-3ff5-5b23-956c-6b3b099e6422,Liverpool,Fulham,Fulham_Liverpool,Fulham_Liverpool_2002
2003,11,Fulham,0.0,0.0,Liverpool,1.0,2.0,0,Rob Styles,Liverpool,Fulham,3c9ff5ea-707b-5469-8af4-4d7c25b22524,cde19b55-32e4-572a-9b0d-272170e70fb6,d97868d1-0e87-5e6e-8487-f43ec548b8c1,Fulham,Liverpool,Fulham_Liverpool,Fulham_Liverpool_2003
