season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2010,7,Stoke City,0.0,0.0,Blackburn,1.0,0.0,0,Howard Webb,Stoke City,Blackburn,6e23409f-fe9d-5fdd-9879-21b28e6cd304,d9e39047-8dbc-50d2-b55a-1a5a558dea00,b6187d3a-0056-5459-b8fd-79dc4350141e,Stoke City,Blackburn,Blackburn_Stoke City,Blackburn_Stoke City_2010
2010,19,Blackburn,0.0,0.0,Stoke City,0.0,2.0,0,Mike Jones,Stoke City,Blackburn,3c9aedec-4d8b-56c8-bbdf-4cdabc4ddd9c,d9e39047-8dbc-50d2-b55a-1a5a558dea00,b6187d3a-0056-5459-b8fd-79dc4350141e,Blackburn,Stoke City,Blackburn_Stoke City,Blackburn_Stoke City_2010
