season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2017,16,Tottenham,3.6,0.5,Stoke City,5.0,1.0,2017-12-09,0,Tottenham,Stoke City,7242f994-e735-549e-943d-e3c91b001051,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,98a15f8b-9be1-5edc-9568-70d9baf5b5d9,Tottenham,Stoke City,Stoke City_Tottenham,Stoke City_Tottenham_2017
2017,33,Stoke City,1.4,1.7,Tottenham,1.0,2.0,2018-04-07,0,Tottenham,Stoke City,812551d9-a545-5726-b8cc-e49c04c3cb4c,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,98a15f8b-9be1-5edc-9568-70d9baf5b5d9,Stoke City,Tottenham,Stoke City_Tottenham,Stoke City_Tottenham_2017
2008,8,Stoke City,0.0,0.0,Tottenham,2.0,1.0,0,Lee Mason,Stoke City,Tottenham,d38e6ebd-da02-559e-86b8-cea0eb643e4e,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,0cf8cf35-95c1-5311-accb-fae88f33a07d,Stoke City,Tottenham,Stoke City_Tottenham,Stoke City_Tottenham_2008
2008,23,Tottenham,0.0,0.0,Stoke City,3.0,1.0,0,Mike Riley,Tottenham,Stoke City,3c4b3711-0c43-5fc3-8c01-3e9c374f8887,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,0cf8cf35-95c1-5311-accb-fae88f33a07d,Tottenham,Stoke City,Stoke City_Tottenham,Stoke City_Tottenham_2008
2009,10,Tottenham,0.0,0.0,Stoke City,0.0,1.0,0,Lee Probert,Stoke City,Tottenham,29bfebc6-ea71-5d31-af36-fe7e40b90a41,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,ee8d08cf-dd18-57fb-8d4a-38878ea5ae32,Tottenham,Stoke City,Stoke City_Tottenham,Stoke City_Tottenham_2009
2009,31,Stoke City,0.0,0.0,Tottenham,1.0,2.0,0,Mike Dean,Tottenham,Stoke City,7ac1f4ef-8fa7-560c-a2f4-fbfbf6e0dee1,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,ee8d08cf-dd18-57fb-8d4a-38878ea5ae32,Stoke City,Tottenham,Stoke City_Tottenham,Stoke City_Tottenham_2009
2010,2,Stoke City,0.0,0.0,Tottenham,1.0,2.0,0,Chris Foy,Tottenham,Stoke City,1074d924-d8c8-5eec-896c-bf44d555cc0c,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,c64cf826-1197-54af-9585-fc97006d441f,Stoke City,Tottenham,Stoke City_Tottenham,Stoke City_Tottenham_2010
2010,32,Tottenham,0.0,0.0,Stoke City,3.0,2.0,0,Kevin Friend,Tottenham,Stoke City,8953d856-c6c4-5805-9997-3b208e3965dd,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,c64cf826-1197-54af-9585-fc97006d441f,Tottenham,Stoke City,Stoke City_Tottenham,Stoke City_Tottenham_2010
2011,15,Stoke City,0.0,0.0,Tottenham,2.0,1.0,0,Chris Foy,Stoke City,Tottenham,46f72a41-56cf-5073-a2ea-00fb86611060,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,20dbdef7-7012-56ae-8910-25ca28c04dd4,Stoke City,Tottenham,Stoke City_Tottenham,Stoke City_Tottenham_2011
2011,29,Tottenham,0.0,0.0,Stoke City,1.0,1.0,0,Mike Jones,draw,draw,3dde5511-877f-5ffc-9a9f-9a09774d7989,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,20dbdef7-7012-56ae-8910-25ca28c04dd4,Tottenham,Stoke City,Stoke City_Tottenham,Stoke City_Tottenham_2011
2012,18,Tottenham,0.0,0.0,Stoke City,0.0,0.0,0,Lee Mason,draw,draw,4b072850-4e8f-5f13-83f5-a0027f51a5d0,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,bed8ea36-b2fe-5011-bbd5-37938c601bcb,Tottenham,Stoke City,Stoke City_Tottenham,Stoke City_Tottenham_2012
2012,37,Stoke City,0.0,0.0,Tottenham,1.0,2.0,0,Kevin Friend,Tottenham,Stoke City,dfb5a2e8-6430-5a5e-9162-108d482c5c19,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,bed8ea36-b2fe-5011-bbd5-37938c601bcb,Stoke City,Tottenham,Stoke City_Tottenham,Stoke City_Tottenham_2012
2013,19,Tottenham,0.0,0.0,Stoke City,3.0,0.0,0,Kevin Friend,Tottenham,Stoke City,4743b094-e058-5358-ae37-00ca8eb81314,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,7ed042ed-b338-5222-8f5a-9a2da7227323,Tottenham,Stoke City,Stoke City_Tottenham,Stoke City_Tottenham_2013
2013,36,Stoke City,0.0,0.0,Tottenham,0.0,1.0,0,Andre Marriner,Tottenham,Stoke City,36f8e785-cac5-5843-9cf1-2ebf6a92473b,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,7ed042ed-b338-5222-8f5a-9a2da7227323,Stoke City,Tottenham,Stoke City_Tottenham,Stoke City_Tottenham_2013
2014,11,Tottenham,0.0,0.0,Stoke City,1.0,2.0,0,Mark Jones,Stoke City,Tottenham,093f4eae-9fb7-541f-a833-f4fb17336613,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,dd4e543b-f0a7-5411-9726-ee8b7e5f7e5d,Tottenham,Stoke City,Stoke City_Tottenham,Stoke City_Tottenham_2014
2014,36,Stoke City,0.0,0.0,Tottenham,3.0,0.0,0,Mark Clattenburg,Stoke City,Tottenham,490da9be-ae1e-522b-9a4e-70e1197be22d,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,dd4e543b-f0a7-5411-9726-ee8b7e5f7e5d,Stoke City,Tottenham,Stoke City_Tottenham,Stoke City_Tottenham_2014
2015,2,Tottenham,0.0,0.0,Stoke City,2.0,2.0,0,Robert Madley,draw,draw,0877b1f9-c3a0-5b8c-a755-e8d69263b4b9,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,4cefdf05-cd25-5984-b6c9-156f83ebdb4e,Tottenham,Stoke City,Stoke City_Tottenham,Stoke City_Tottenham_2015
2015,34,Stoke City,0.0,0.0,Tottenham,0.0,4.0,0,Niel Swarbrick,Tottenham,Stoke City,5017cf59-2256-56ea-bda8-3e62c79adb26,f2a6e157-46b8-5c7e-8e89-03ceaf5fd748,4cefdf05-cd25-5984-b6c9-156f83ebdb4e,Stoke City,Tottenham,Stoke City_Tottenham,Stoke City_Tottenham_2015
