season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2006,11,Newcastle Utd,0.0,0.0,Sheffield Utd,0.0,1.0,0,Stephen Bennett,Sheffield Utd,Newcastle Utd,21c9cea5-9ec3-5324-8022-f2263df6cbb8,9f70a3ce-5f46-5994-84a3-348aa4db63c1,4b56c012-5369-5c80-81e9-a4cfc8042b15,Newcastle Utd,Sheffield Utd,Newcastle Utd_Sheffield Utd,Newcastle Utd_Sheffield Utd_2006
2006,32,Sheffield Utd,0.0,0.0,Newcastle Utd,1.0,2.0,0,Mark Halsey,Newcastle Utd,Sheffield Utd,1da9617f-6b30-57ce-aab2-928edd6371f3,9f70a3ce-5f46-5994-84a3-348aa4db63c1,4b56c012-5369-5c80-81e9-a4cfc8042b15,Sheffield Utd,Newcastle Utd,Newcastle Utd_Sheffield Utd,Newcastle Utd_Sheffield Utd_2006
