season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2000,4,Leicester City,0.0,0.0,Ipswich Town,2.0,1.0,0,Paul Taylor,Leicester City,Ipswich Town,f8e85e3b-5f19-5aef-b49a-9afbdc0fe30f,8b8f89de-8bfe-557f-88b4-61f082dcb0b5,d917b97b-f783-5485-b47f-37ec3a191ff0,Leicester City,Ipswich Town,Ipswich Town_Leicester City,Ipswich Town_Leicester City_2000
2000,23,Ipswich Town,0.0,0.0,Leicester City,2.0,0.0,0,Mike Riley,Ipswich Town,Leicester City,83007458-b4b0-5fb4-89a4-a32066362d41,8b8f89de-8bfe-557f-88b4-61f082dcb0b5,d917b97b-f783-5485-b47f-37ec3a191ff0,Ipswich Town,Leicester City,Ipswich Town_Leicester City,Ipswich Town_Leicester City_2000
