season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
1992,21,Coventry City,0.0,0.0,Aston Villa,3.0,0.0,0,Roger Dilkes,Coventry City,Aston Villa,ccf89325-c6ce-5412-b79b-ebe7cffe102c,d27579cd-e8b1-5c87-917a-2a33f6631eb1,a602f30b-fb07-522c-925d-7b60b6bec28b,Coventry City,Aston Villa,Aston Villa_Coventry City,Aston Villa_Coventry City_1992
1992,38,Aston Villa,0.0,0.0,Coventry City,0.0,0.0,0,Alan Gunn,draw,draw,ea0ed05a-3785-58bc-a524-a7070b34282b,d27579cd-e8b1-5c87-917a-2a33f6631eb1,a602f30b-fb07-522c-925d-7b60b6bec28b,Aston Villa,Coventry City,Aston Villa_Coventry City,Aston Villa_Coventry City_1992
1993,7,Aston Villa,0.0,0.0,Coventry City,0.0,0.0,0,Martin Bodenham,draw,draw,143be98a-e8e7-57ab-9963-e0126b944f3d,d27579cd-e8b1-5c87-917a-2a33f6631eb1,6f2122d4-5014-5cc9-b749-e0f4e520ec07,Aston Villa,Coventry City,Aston Villa_Coventry City,Aston Villa_Coventry City_1993
1993,32,Coventry City,0.0,0.0,Aston Villa,0.0,1.0,0,Keith Hackett,Aston Villa,Coventry City,06f00776-da64-5e15-ad0c-d158b01fd107,d27579cd-e8b1-5c87-917a-2a33f6631eb1,6f2122d4-5014-5cc9-b749-e0f4e520ec07,Coventry City,Aston Villa,Aston Villa_Coventry City,Aston Villa_Coventry City_1993
1994,4,Coventry City,0.0,0.0,Aston Villa,0.0,1.0,0,Paul Durkin,Aston Villa,Coventry City,a5d62df8-7717-54ba-a275-05e165050d19,d27579cd-e8b1-5c87-917a-2a33f6631eb1,0249ae07-fed6-5b87-b934-fba866118e6b,Coventry City,Aston Villa,Aston Villa_Coventry City,Aston Villa_Coventry City_1994
1994,33,Aston Villa,0.0,0.0,Coventry City,0.0,0.0,0,Graham Poll,draw,draw,994e33a3-54f2-578f-ba99-9a893c07a173,d27579cd-e8b1-5c87-917a-2a33f6631eb1,0249ae07-fed6-5b87-b934-fba866118e6b,Aston Villa,Coventry City,Aston Villa_Coventry City,Aston Villa_Coventry City_1994
1995,8,Coventry City,0.0,0.0,Aston Villa,0.0,3.0,0,Alan Wilkie,Aston Villa,Coventry City,6ab15956-6764-5d19-a6fc-14536a90c969,d27579cd-e8b1-5c87-917a-2a33f6631eb1,a5bb34bd-5c25-53b1-b0de-46629ec9e16b,Coventry City,Aston Villa,Aston Villa_Coventry City,Aston Villa_Coventry City_1995
1995,18,Aston Villa,0.0,0.0,Coventry City,4.0,1.0,0,Paul Alcock,Aston Villa,Coventry City,293bb815-e737-52c3-b393-b0f013188e06,d27579cd-e8b1-5c87-917a-2a33f6631eb1,a5bb34bd-5c25-53b1-b0de-46629ec9e16b,Aston Villa,Coventry City,Aston Villa_Coventry City,Aston Villa_Coventry City_1995
1996,14,Coventry City,0.0,0.0,Aston Villa,1.0,2.0,0,Paul Durkin,Aston Villa,Coventry City,dec8d221-da5c-5aeb-b5e5-97d5a46f405d,d27579cd-e8b1-5c87-917a-2a33f6631eb1,77c72842-c77c-58c3-8fa6-3a944021840e,Coventry City,Aston Villa,Aston Villa_Coventry City,Aston Villa_Coventry City_1996
1996,26,Aston Villa,0.0,0.0,Coventry City,2.0,1.0,0,Keith Burge,Aston Villa,Coventry City,772a90f8-47db-5d8f-8df6-862e8df3ce47,d27579cd-e8b1-5c87-917a-2a33f6631eb1,77c72842-c77c-58c3-8fa6-3a944021840e,Aston Villa,Coventry City,Aston Villa_Coventry City,Aston Villa_Coventry City_1996
