season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
1992,4,Ipswich Town,0.0,0.0,Liverpool,2.0,2.0,0,Bob Hamer,draw,draw,a71a6fb6-6f85-5e1c-ae6a-cbb9199ddaef,313cb9a4-5fa3-5f5f-8fe8-5c6382231c1a,6ad4492f-027a-5aa1-bf43-608785001fad,Ipswich Town,Liverpool,Ipswich Town_Liverpool,Ipswich Town_Liverpool_1992
1992,30,Liverpool,0.0,0.0,Ipswich Town,0.0,0.0,0,Alan Gunn,draw,draw,1ffe4e34-69c9-5f8a-8f1b-46c44783b638,313cb9a4-5fa3-5f5f-8fe8-5c6382231c1a,6ad4492f-027a-5aa1-bf43-608785001fad,Liverpool,Ipswich Town,Ipswich Town_Liverpool,Ipswich Town_Liverpool_1992
1993,24,Ipswich Town,0.0,0.0,Liverpool,1.0,2.0,0,Alan Gunn,Liverpool,Ipswich Town,154996c7-2881-5f2e-bb2f-d8a4e201d2b6,313cb9a4-5fa3-5f5f-8fe8-5c6382231c1a,32e48af4-e2e3-55ba-9450-d1987eebed41,Ipswich Town,Liverpool,Ipswich Town_Liverpool,Ipswich Town_Liverpool_1993
1993,38,Liverpool,0.0,0.0,Ipswich Town,1.0,0.0,0,Dermot Gallagher,Liverpool,Ipswich Town,14943577-78ba-5d54-aca2-313618f5c097,313cb9a4-5fa3-5f5f-8fe8-5c6382231c1a,32e48af4-e2e3-55ba-9450-d1987eebed41,Liverpool,Ipswich Town,Ipswich Town_Liverpool,Ipswich Town_Liverpool_1993
1994,12,Ipswich Town,0.0,0.0,Liverpool,1.0,3.0,0,Paul Durkin,Liverpool,Ipswich Town,fa1fab8e-30f8-5427-b97a-d0482adceaa1,313cb9a4-5fa3-5f5f-8fe8-5c6382231c1a,7cd84167-79cb-5239-9515-09a69f8d2c9f,Ipswich Town,Liverpool,Ipswich Town_Liverpool,Ipswich Town_Liverpool_1994
1994,24,Liverpool,0.0,0.0,Ipswich Town,0.0,1.0,0,Rodger Gifford,Ipswich Town,Liverpool,7ff59642-35ba-5449-84dd-01dbe2891e79,313cb9a4-5fa3-5f5f-8fe8-5c6382231c1a,7cd84167-79cb-5239-9515-09a69f8d2c9f,Liverpool,Ipswich Town,Ipswich Town_Liverpool,Ipswich Town_Liverpool_1994
2000,17,Liverpool,0.0,0.0,Ipswich Town,0.0,1.0,0,Alan Wiley,Ipswich Town,Liverpool,d08ce2c4-bfbc-5044-b42d-168756cbc6cb,313cb9a4-5fa3-5f5f-8fe8-5c6382231c1a,42b8cf03-17d2-5e16-a159-3848b8d395dc,Liverpool,Ipswich Town,Ipswich Town_Liverpool,Ipswich Town_Liverpool_2000
2000,32,Ipswich Town,0.0,0.0,Liverpool,1.0,1.0,0,Steve Dunn,draw,draw,17b7bb96-5dc7-5ede-8119-539a51449487,313cb9a4-5fa3-5f5f-8fe8-5c6382231c1a,42b8cf03-17d2-5e16-a159-3848b8d395dc,Ipswich Town,Liverpool,Ipswich Town_Liverpool,Ipswich Town_Liverpool_2000
2001,26,Ipswich Town,0.0,0.0,Liverpool,0.0,6.0,0,Stephen Bennett,Liverpool,Ipswich Town,8b4d34ae-6a8a-588c-9221-7620ddeb16ff,313cb9a4-5fa3-5f5f-8fe8-5c6382231c1a,03d23842-b592-5b3c-b1bc-37b0a8596a95,Ipswich Town,Liverpool,Ipswich Town_Liverpool,Ipswich Town_Liverpool_2001
2001,38,Liverpool,0.0,0.0,Ipswich Town,5.0,0.0,0,Steve Dunn,Liverpool,Ipswich Town,9dab3886-6e57-5290-98b6-4102bce3580c,313cb9a4-5fa3-5f5f-8fe8-5c6382231c1a,03d23842-b592-5b3c-b1bc-37b0a8596a95,Liverpool,Ipswich Town,Ipswich Town_Liverpool,Ipswich Town_Liverpool_2001
