season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1992,21,Sheffield Weds,0.0,0.0,Manchester Utd,3.0,3.0,0,Alf Buksh,0,0,0,0,227,draw,draw,c1d17d1b-3e15-5a2e-b86e-42236f5f361b,b533b176-d472-528f-b7c2-2d83860153fd,Sheffield Weds,Manchester Utd,Manchester Utd_Sheffield Weds,Manchester Utd_Sheffield Weds_1992
1992,38,Manchester Utd,0.0,0.0,Sheffield Weds,2.0,1.0,0,Mike Peck,0,0,0,0,403,Manchester Utd,Sheffield Weds,89fe68cc-e585-5513-9e36-ee6f6aafe852,b533b176-d472-528f-b7c2-2d83860153fd,Manchester Utd,Sheffield Weds,Manchester Utd_Sheffield Weds,Manchester Utd_Sheffield Weds_1992
1993,10,Sheffield Weds,0.0,0.0,Manchester Utd,2.0,3.0,0,David Allison,0,0,0,0,569,Manchester Utd,Sheffield Weds,6cadc0f4-e451-579a-9f75-fe85332a495e,3c884b74-25f9-57f6-a08e-04c184437a90,Sheffield Weds,Manchester Utd,Manchester Utd_Sheffield Weds,Manchester Utd_Sheffield Weds_1993
1993,35,Manchester Utd,0.0,0.0,Sheffield Weds,5.0,0.0,0,Martin Bodenham,0,0,0,0,806,Manchester Utd,Sheffield Weds,351cbbfc-41d5-5f24-a57e-eeb1edf0167b,3c884b74-25f9-57f6-a08e-04c184437a90,Manchester Utd,Sheffield Weds,Manchester Utd_Sheffield Weds,Manchester Utd_Sheffield Weds_1993
1994,9,Sheffield Weds,0.0,0.0,Manchester Utd,1.0,0.0,0,Paul Danson,0,0,0,0,1017,Sheffield Weds,Manchester Utd,4c7a25f3-3977-54c3-9661-dfc8a00be64f,f41bec66-6445-52fe-99c8-c6eb4228b56b,Sheffield Weds,Manchester Utd,Manchester Utd_Sheffield Weds,Manchester Utd_Sheffield Weds_1994
1994,41,Manchester Utd,0.0,0.0,Sheffield Weds,1.0,0.0,0,Paul Durkin,0,0,0,0,1368,Manchester Utd,Sheffield Weds,b90e2085-2ef1-518a-82a6-252994f6b817,f41bec66-6445-52fe-99c8-c6eb4228b56b,Manchester Utd,Sheffield Weds,Manchester Utd_Sheffield Weds,Manchester Utd_Sheffield Weds_1994
1995,7,Sheffield Weds,0.0,0.0,Manchester Utd,0.0,0.0,0,Keith Burge,0,0,0,0,1447,draw,draw,f9afd82f-0ba4-52f7-9a6e-59624cb7b610,d0bef310-a2f5-50c5-bb00-69b281aecd94,Sheffield Weds,Manchester Utd,Manchester Utd_Sheffield Weds,Manchester Utd_Sheffield Weds_1995
1995,17,Manchester Utd,0.0,0.0,Sheffield Weds,2.0,2.0,0,Peter Jones,0,0,0,0,1552,draw,draw,28ce8ad5-a6ef-5d9b-9c40-8b4902e507bd,d0bef310-a2f5-50c5-bb00-69b281aecd94,Manchester Utd,Sheffield Weds,Manchester Utd_Sheffield Weds,Manchester Utd_Sheffield Weds_1995
1996,17,Sheffield Weds,0.0,0.0,Manchester Utd,1.0,1.0,0,Paul Danson,0,0,0,0,1936,draw,draw,2234bd92-19ac-5ef8-a396-806635aecbc9,579fe2bc-796f-544c-82bf-2a80098c15fa,Sheffield Weds,Manchester Utd,Manchester Utd_Sheffield Weds,Manchester Utd_Sheffield Weds_1996
1996,31,Manchester Utd,0.0,0.0,Sheffield Weds,2.0,0.0,0,Paul Durkin,0,0,0,0,2053,Manchester Utd,Sheffield Weds,dc1ef140-5de3-55d2-920d-66ef3eb4821c,579fe2bc-796f-544c-82bf-2a80098c15fa,Manchester Utd,Sheffield Weds,Manchester Utd_Sheffield Weds,Manchester Utd_Sheffield Weds_1996
