season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2014,11,Burnley,0.0,0.0,Hull City,1.0,0.0,0,Mark Clattenburg,0,0,0,0,8710,Burnley,Hull City,491342f5-5eaf-5b75-92f5-b6667c742f61,e5397997-d0f1-534e-a672-e8731d6a6d2c,Burnley,Hull City,Burnley_Hull City,Burnley_Hull City_2014
2014,36,Hull City,0.0,0.0,Burnley,0.0,1.0,0,Martin Atkinson,0,0,0,0,8957,Burnley,Hull City,2555c65a-0b61-599e-a91e-607bfacac923,e5397997-d0f1-534e-a672-e8731d6a6d2c,Hull City,Burnley,Burnley_Hull City,Burnley_Hull City_2014
