season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1992,11,Blackburn,0.0,0.0,Norwich City,7.0,1.0,0,Roger Dilkes,0,0,0,0,111,Blackburn,Norwich City,bd2a6846-e674-5e33-93f4-3b75acc0f06d,27908f99-31e1-50e8-94e8-bc8ac84d67bd,Blackburn,Norwich City,Blackburn_Norwich City,Blackburn_Norwich City_1992
1992,31,Norwich City,0.0,0.0,Blackburn,0.0,0.0,0,Philip Don,0,0,0,0,327,draw,draw,a3d5247d-8ca0-5b40-bea5-f1b1b3132bde,27908f99-31e1-50e8-94e8-bc8ac84d67bd,Norwich City,Blackburn,Blackburn_Norwich City,Blackburn_Norwich City_1992
1993,2,Blackburn,0.0,0.0,Norwich City,2.0,3.0,0,Robbie Hart,0,0,0,0,480,Norwich City,Blackburn,5949cc15-d2c8-5924-bfc5-485dcd936d17,8cbc2bd1-5317-549a-9a3b-21da3235bed2,Blackburn,Norwich City,Blackburn_Norwich City,Blackburn_Norwich City_1993
1993,19,Norwich City,0.0,0.0,Blackburn,2.0,2.0,0,Keren Barratt,0,0,0,0,772,draw,draw,dad495b7-7b7d-57cd-84a2-bb8895a15af5,8cbc2bd1-5317-549a-9a3b-21da3235bed2,Norwich City,Blackburn,Blackburn_Norwich City,Blackburn_Norwich City_1993
1994,8,Norwich City,0.0,0.0,Blackburn,2.0,1.0,0,Peter Jones,0,0,0,0,1005,Norwich City,Blackburn,727f7a73-00d0-5d64-9769-00f0ad139eb3,4a153199-aaa6-51e0-a08e-542ee88100ab,Norwich City,Blackburn,Blackburn_Norwich City,Blackburn_Norwich City_1994
1994,31,Blackburn,0.0,0.0,Norwich City,0.0,0.0,0,Mike Reed,0,0,0,0,1240,draw,draw,c27918d9-90d5-5d0e-ac91-1dbd7fd9e594,4a153199-aaa6-51e0-a08e-542ee88100ab,Blackburn,Norwich City,Blackburn_Norwich City,Blackburn_Norwich City_1994
2004,12,Norwich City,0.0,0.0,Blackburn,1.0,1.0,0,Steve Dunn,0,0,0,0,4916,draw,draw,8c32dcf9-5be1-5c32-8aee-45c563384fa4,5075ad77-a3ab-5b55-a248-fa1f36fe8e6f,Norwich City,Blackburn,Blackburn_Norwich City,Blackburn_Norwich City_2004
2004,27,Blackburn,0.0,0.0,Norwich City,3.0,0.0,0,Steve Dunn,0,0,0,0,5066,Blackburn,Norwich City,1170982d-138f-564c-8b9c-f1ccaff3758c,5075ad77-a3ab-5b55-a248-fa1f36fe8e6f,Blackburn,Norwich City,Blackburn_Norwich City,Blackburn_Norwich City_2004
2011,10,Norwich City,0.0,0.0,Blackburn,3.0,3.0,0,Anthony Taylor,0,0,0,0,7561,draw,draw,117f9996-a5d2-536c-9fe2-8b971f01fa3f,6cc8c2b5-07ee-5793-b1fc-265ec4426d11,Norwich City,Blackburn,Blackburn_Norwich City,Blackburn_Norwich City_2011
2011,35,Blackburn,0.0,0.0,Norwich City,2.0,0.0,0,Kevin Friend,0,0,0,0,7807,Blackburn,Norwich City,794a55bf-44a7-5c57-8972-030f8bfc94b6,6cc8c2b5-07ee-5793-b1fc-265ec4426d11,Blackburn,Norwich City,Blackburn_Norwich City,Blackburn_Norwich City_2011
