season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1992,13,Coventry City,0.0,0.0,Chelsea,1.0,2.0,0,Mike Peck,0,0,0,0,134,Chelsea,Coventry City,1a516949-4433-53b0-ac51-7f9513467556,2a0c5d01-6420-5207-9f23-2630ae3c752f,Coventry City,Chelsea,Chelsea_Coventry City,Chelsea_Coventry City_1992
1992,41,Chelsea,0.0,0.0,Coventry City,2.0,1.0,0,Ron Groves,0,0,0,0,439,Chelsea,Coventry City,93c98b46-2e58-594c-bd6c-dbae6ef2c1f8,2a0c5d01-6420-5207-9f23-2630ae3c752f,Chelsea,Coventry City,Chelsea_Coventry City,Chelsea_Coventry City_1992
1993,8,Coventry City,0.0,0.0,Chelsea,1.0,1.0,0,Paul Durkin,0,0,0,0,545,draw,draw,24d917cd-9c83-502a-adf6-c897cb56d1de,0af84e5d-6bc6-529c-a0ef-b58321b12953,Coventry City,Chelsea,Chelsea_Coventry City,Chelsea_Coventry City_1993
1993,33,Chelsea,0.0,0.0,Coventry City,1.0,2.0,0,Jim Borrett,0,0,0,0,911,Coventry City,Chelsea,19a832a4-f6ee-51c4-9ea0-f6f6a6848b47,0af84e5d-6bc6-529c-a0ef-b58321b12953,Chelsea,Coventry City,Chelsea_Coventry City,Chelsea_Coventry City_1993
1994,14,Chelsea,0.0,0.0,Coventry City,2.0,2.0,0,Stephen Lodge,0,0,0,0,1070,draw,draw,a5063ae2-00ae-5d76-8a5a-53e0c58fde4a,b522c7e9-693d-511b-942b-5060ebd5c8a7,Chelsea,Coventry City,Chelsea_Coventry City,Chelsea_Coventry City_1994
1994,27,Coventry City,0.0,0.0,Chelsea,2.0,2.0,0,Robbie Hart,0,0,0,0,1210,draw,draw,0aa0e5c6-feca-541f-99c7-ef1a17e91931,b522c7e9-693d-511b-942b-5060ebd5c8a7,Coventry City,Chelsea,Chelsea_Coventry City,Chelsea_Coventry City_1994
1995,4,Chelsea,0.0,0.0,Coventry City,2.0,2.0,0,Gary Willard,0,0,0,0,1419,draw,draw,76ae62bd-69e9-5a7c-ac7e-feed0578ca74,d0637767-5f28-5c28-8cb5-c5c942369c87,Chelsea,Coventry City,Chelsea_Coventry City,Chelsea_Coventry City_1995
1995,26,Coventry City,0.0,0.0,Chelsea,1.0,0.0,0,Roger Dilkes,0,0,0,0,1637,Coventry City,Chelsea,c275adb9-4674-5486-912c-5b5e0fc32530,d0637767-5f28-5c28-8cb5-c5c942369c87,Coventry City,Chelsea,Chelsea_Coventry City,Chelsea_Coventry City_1995
1996,3,Chelsea,0.0,0.0,Coventry City,2.0,0.0,0,Paul Danson,0,0,0,0,1790,Chelsea,Coventry City,9f243ffd-8ed4-5ca6-9580-d67e4b091f7d,375c3d80-d088-5eeb-9e4b-e4988708c9e1,Chelsea,Coventry City,Chelsea_Coventry City,Chelsea_Coventry City_1996
1996,34,Coventry City,0.0,0.0,Chelsea,3.0,1.0,0,Dermot Gallagher,0,0,0,0,2091,Coventry City,Chelsea,6932a49d-874c-5851-a384-64d6b9c76cf0,375c3d80-d088-5eeb-9e4b-e4988708c9e1,Coventry City,Chelsea,Chelsea_Coventry City,Chelsea_Coventry City_1996
1997,1,Coventry City,0.0,0.0,Chelsea,3.0,2.0,0,Paul Durkin,0,0,0,0,2146,Coventry City,Chelsea,dbe43723-3684-51a2-af41-92d2ebbc0b41,4fe38860-3177-582c-aa2a-8996e917327e,Coventry City,Chelsea,Chelsea_Coventry City,Chelsea_Coventry City_1997
