season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1997,16,West Ham,0.0,0.0,Aston Villa,2.0,1.0,0,Paul Alcock,0,0,0,0,2295,West Ham,Aston Villa,63f933d9-ba27-5f80-8dfb-96da41d6d904,1b56b75d-53f2-5205-b4d4-7a0f7b7eea98,West Ham,Aston Villa,Aston Villa_West Ham,Aston Villa_West Ham_1997
1997,32,Aston Villa,0.0,0.0,West Ham,2.0,0.0,0,Steve Dunn,0,0,0,0,2455,Aston Villa,West Ham,fd7aec68-7a08-5b62-a4f7-a14b941d8aa8,1b56b75d-53f2-5205-b4d4-7a0f7b7eea98,Aston Villa,West Ham,Aston Villa_West Ham,Aston Villa_West Ham_1997
