season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1993,2,Coventry City,0.0,0.0,Newcastle Utd,2.0,1.0,0,Jim Borrett,0,0,0,0,481,Coventry City,Newcastle Utd,0f08a5eb-01cc-53fa-8733-9906232db9bc,f659c423-123c-500a-8600-873f6adef3f7,Coventry City,Newcastle Utd,Coventry City_Newcastle Utd,Coventry City_Newcastle Utd_1993
1993,19,Newcastle Utd,0.0,0.0,Coventry City,4.0,0.0,0,Robbie Hart,0,0,0,0,775,Newcastle Utd,Coventry City,4f52cb12-f5fd-53ba-bf33-4bd976680d80,f659c423-123c-500a-8600-873f6adef3f7,Newcastle Utd,Coventry City,Coventry City_Newcastle Utd,Coventry City_Newcastle Utd_1993
1994,2,Newcastle Utd,0.0,0.0,Coventry City,4.0,0.0,0,Paul Danson,0,0,0,0,939,Newcastle Utd,Coventry City,90da5f28-e307-5749-81a0-8fede14bb284,306a8bc6-17d8-5515-bea5-dd99a605e5c1,Newcastle Utd,Coventry City,Coventry City_Newcastle Utd,Coventry City_Newcastle Utd_1994
1994,19,Coventry City,0.0,0.0,Newcastle Utd,0.0,0.0,0,Paul Danson,0,0,0,0,1129,draw,draw,a2593b75-5564-5211-92b3-c9e31a937c17,306a8bc6-17d8-5515-bea5-dd99a605e5c1,Coventry City,Newcastle Utd,Coventry City_Newcastle Utd,Coventry City_Newcastle Utd_1994
1995,1,Newcastle Utd,0.0,0.0,Coventry City,3.0,0.0,0,Roger Dilkes,0,0,0,0,1387,Newcastle Utd,Coventry City,e11cf1f1-8390-5175-a18d-1d8ec851b883,7362ab37-f9c3-5c8f-a274-8eb53bf974c4,Newcastle Utd,Coventry City,Coventry City_Newcastle Utd,Coventry City_Newcastle Utd_1995
1995,23,Coventry City,0.0,0.0,Newcastle Utd,0.0,1.0,0,Peter Jones,0,0,0,0,1609,Newcastle Utd,Coventry City,63e002f2-de3e-51cd-8195-f878879f8586,7362ab37-f9c3-5c8f-a274-8eb53bf974c4,Coventry City,Newcastle Utd,Coventry City_Newcastle Utd,Coventry City_Newcastle Utd_1995
1996,17,Coventry City,0.0,0.0,Newcastle Utd,2.0,1.0,0,Peter Jones,0,0,0,0,1935,Coventry City,Newcastle Utd,7f82bcaa-8a60-5258-88df-59c062737234,9a8d0a96-0287-5ce0-9379-caa01a0d9329,Coventry City,Newcastle Utd,Coventry City_Newcastle Utd,Coventry City_Newcastle Utd_1996
1996,31,Newcastle Utd,0.0,0.0,Coventry City,4.0,0.0,0,Gerald Ashby,0,0,0,0,2061,Newcastle Utd,Coventry City,10e6867d-b9c7-51f5-b630-a5df355a3f21,9a8d0a96-0287-5ce0-9379-caa01a0d9329,Newcastle Utd,Coventry City,Coventry City_Newcastle Utd,Coventry City_Newcastle Utd_1996
1997,14,Coventry City,0.0,0.0,Newcastle Utd,2.0,2.0,0,Paul Durkin,0,0,0,0,2277,draw,draw,979a8901-2ccd-52c4-846b-e16407213925,df274b06-46e3-5fd3-a662-24df6b432319,Coventry City,Newcastle Utd,Coventry City_Newcastle Utd,Coventry City_Newcastle Utd_1997
1997,30,Newcastle Utd,0.0,0.0,Coventry City,0.0,0.0,0,Peter Jones,0,0,0,0,2438,draw,draw,fac4a474-0309-55e2-b14a-0baa46fb0b8f,df274b06-46e3-5fd3-a662-24df6b432319,Newcastle Utd,Coventry City,Coventry City_Newcastle Utd,Coventry City_Newcastle Utd_1997
