season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2002,8,Birmingham City,0.0,0.0,Newcastle Utd,0.0,2.0,0,Stephen Bennett,0,0,0,0,4118,Newcastle Utd,Birmingham City,998b0862-5062-5e73-b361-bff7fedcab2d,51cdfd64-e843-54fa-ba2e-6d9a64d5adf7,Birmingham City,Newcastle Utd,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2002
2002,37,Newcastle Utd,0.0,0.0,Birmingham City,1.0,0.0,0,David Elleray,0,0,0,0,4409,Newcastle Utd,Birmingham City,511d2f48-5e25-591f-a697-143020eff3ee,51cdfd64-e843-54fa-ba2e-6d9a64d5adf7,Newcastle Utd,Birmingham City,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2002
2003,4,Newcastle Utd,0.0,0.0,Birmingham City,0.0,1.0,0,Matt Messias,0,0,0,0,4458,Birmingham City,Newcastle Utd,eb8d21cc-e14f-55b7-b3b0-b100a4e0f09d,587d3d4d-cbfb-511a-bb87-b549021c0985,Newcastle Utd,Birmingham City,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2003
2003,23,Birmingham City,0.0,0.0,Newcastle Utd,1.0,1.0,0,Rob Styles,0,0,0,0,4651,draw,draw,2e9693c2-8fed-598b-a31b-ffa9694668da,587d3d4d-cbfb-511a-bb87-b549021c0985,Birmingham City,Newcastle Utd,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2003
2004,8,Birmingham City,0.0,0.0,Newcastle Utd,2.0,2.0,0,Howard Webb,0,0,0,0,4882,draw,draw,805cfebc-c21b-56fb-bd9d-67f04d8fc934,7c2c5966-ee08-52ee-b48e-164d4f5b2d61,Birmingham City,Newcastle Utd,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2004
2004,21,Newcastle Utd,0.0,0.0,Birmingham City,2.0,1.0,0,Chris Foy,0,0,0,0,5009,Newcastle Utd,Birmingham City,f5189848-45b8-50c6-ac33-df93dff42670,7c2c5966-ee08-52ee-b48e-164d4f5b2d61,Newcastle Utd,Birmingham City,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2004
2005,12,Newcastle Utd,0.0,0.0,Birmingham City,1.0,0.0,0,Mike Dean,0,0,0,0,5292,Newcastle Utd,Birmingham City,97f82152-1455-5152-9f90-bea8cb8c6078,efc4bb45-20ac-5048-a319-c48adddcf064,Newcastle Utd,Birmingham City,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2005
2005,37,Birmingham City,0.0,0.0,Newcastle Utd,0.0,0.0,0,Martin Atkinson,0,0,0,0,5542,draw,draw,01d58b44-0061-5017-b39f-d10e9eaa4d3c,efc4bb45-20ac-5048-a319-c48adddcf064,Birmingham City,Newcastle Utd,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2005
2007,16,Newcastle Utd,0.0,0.0,Birmingham City,2.0,1.0,0,Rob Styles,0,0,0,0,6097,Newcastle Utd,Birmingham City,7c81fe3e-8136-5cd9-9f95-8e49c5ae78e3,9c3eb548-d597-50d9-b2e4-8e46f1ca447f,Newcastle Utd,Birmingham City,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2007
2007,30,Birmingham City,0.0,0.0,Newcastle Utd,1.0,1.0,0,Howard Webb,0,0,0,0,6243,draw,draw,34a14521-1d57-5bff-b603-0aacacda0a58,9c3eb548-d597-50d9-b2e4-8e46f1ca447f,Birmingham City,Newcastle Utd,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2007
2010,18,Birmingham City,0.0,0.0,Newcastle Utd,0.0,2.0,0,Lee Mason,0,0,0,0,7350,Newcastle Utd,Birmingham City,f2aff3d8-17b5-5aed-b88e-ce83157b86c9,80a76773-8314-54ea-addb-05fe80318889,Birmingham City,Newcastle Utd,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2010
2010,36,Newcastle Utd,0.0,0.0,Birmingham City,2.0,1.0,0,Chris Foy,0,0,0,0,7436,Newcastle Utd,Birmingham City,0f1e8edc-9a20-5671-bbad-7cbb800cfa64,80a76773-8314-54ea-addb-05fe80318889,Newcastle Utd,Birmingham City,Birmingham City_Newcastle Utd,Birmingham City_Newcastle Utd_2010
