season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1992,10,Middlesbrough,0.0,0.0,Aston Villa,2.0,3.0,0,David Elleray,0,0,0,0,100,Aston Villa,Middlesbrough,e191e4f8-9ea6-5e47-ad1f-3e15c4740b37,fcdcbab2-b25c-5efe-8b15-91d97d5877a5,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_1992
1992,24,Aston Villa,0.0,0.0,Middlesbrough,5.0,1.0,0,Keith Cooper,0,0,0,0,259,Aston Villa,Middlesbrough,84eb847c-d449-5027-9a6b-64ba1c609095,fcdcbab2-b25c-5efe-8b15-91d97d5877a5,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_1992
1995,22,Middlesbrough,0.0,0.0,Aston Villa,0.0,2.0,0,Martin Bodenham,0,0,0,0,1594,Aston Villa,Middlesbrough,d48e3efd-d3a9-5a92-893b-5b9ccd23ff06,ab779ef2-db36-50a2-abf4-69b9588ac7d2,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_1995
1995,32,Aston Villa,0.0,0.0,Middlesbrough,0.0,0.0,0,Paul Alcock,0,0,0,0,1687,draw,draw,8bb6b161-414d-5f4a-b545-93ceaa387239,ab779ef2-db36-50a2-abf4-69b9588ac7d2,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_1995
1996,15,Aston Villa,0.0,0.0,Middlesbrough,1.0,0.0,0,Gary Willard,0,0,0,0,1910,Aston Villa,Middlesbrough,18fbbe60-2240-547b-b926-09b9dab313dc,74b39b1b-5f2d-5de9-aa8b-c96f2d4ffad6,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_1996
1996,37,Middlesbrough,0.0,0.0,Aston Villa,3.0,2.0,0,Paul Alcock,0,0,0,0,2125,Middlesbrough,Aston Villa,2ab90dd6-6dc7-566a-8364-af420b94806e,74b39b1b-5f2d-5de9-aa8b-c96f2d4ffad6,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_1996
1998,2,Aston Villa,0.0,0.0,Middlesbrough,3.0,1.0,0,Paul Alcock,0,0,0,0,2544,Aston Villa,Middlesbrough,dea57491-689d-5539-ac44-9d5ca7fc7127,2c7dced3-7fe5-5338-a3c9-6b3955759366,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_1998
1998,21,Middlesbrough,0.0,0.0,Aston Villa,0.0,0.0,0,Uriah Rennie,0,0,0,0,2733,draw,draw,5948c4ee-456e-5b99-aa8d-505eb2417f8d,2c7dced3-7fe5-5338-a3c9-6b3955759366,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_1998
1999,6,Aston Villa,0.0,0.0,Middlesbrough,1.0,0.0,0,Mark Halsey,0,0,0,0,2956,Aston Villa,Middlesbrough,540ec112-1ecb-5518-9a44-5d00491a49da,6d70eb88-826a-5022-bdb2-61ba94a3f07b,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_1999
1999,25,Middlesbrough,0.0,0.0,Aston Villa,0.0,4.0,0,Alan Wilkie,0,0,0,0,3152,Aston Villa,Middlesbrough,82608738-26d3-5e6b-af0c-771b92f29747,6d70eb88-826a-5022-bdb2-61ba94a3f07b,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_1999
2000,7,Middlesbrough,0.0,0.0,Aston Villa,1.0,1.0,0,Mark Halsey,0,0,0,0,3350,draw,draw,2655a557-f5e2-5bf2-8988-aba6441e8880,89a2208a-107b-52a1-93bf-934ec809959d,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2000
2000,27,Aston Villa,0.0,0.0,Middlesbrough,1.0,1.0,0,Clive Wilkes,0,0,0,0,3548,draw,draw,cad8c3fa-f8c9-5563-81d9-c6d6dfe2b259,89a2208a-107b-52a1-93bf-934ec809959d,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2000
2001,13,Aston Villa,0.0,0.0,Middlesbrough,0.0,0.0,0,Peter Jones,0,0,0,0,3783,draw,draw,89e63aa2-91db-5a71-b3b8-86a62d62e4ba,86821dcf-924d-5d00-b3ae-bf9d477f5d20,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2001
2001,34,Middlesbrough,0.0,0.0,Aston Villa,2.0,1.0,0,Graham Barber,0,0,0,0,3995,Middlesbrough,Aston Villa,bcdb00fd-c9c5-5696-92dd-4e991deecaa5,86821dcf-924d-5d00-b3ae-bf9d477f5d20,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2001
2002,21,Aston Villa,0.0,0.0,Middlesbrough,1.0,0.0,0,Rob Styles,0,0,0,0,4252,Aston Villa,Middlesbrough,e67061ee-bc73-5989-985c-bbbfad44d2e9,e787eadc-db5d-5387-b7a0-5b7695114612,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2002
2002,25,Middlesbrough,0.0,0.0,Aston Villa,2.0,5.0,0,Dermot Gallagher,0,0,0,0,4288,Aston Villa,Middlesbrough,b1623b7c-2445-5c41-8e3d-14d5bbf0cef2,e787eadc-db5d-5387-b7a0-5b7695114612,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2002
2003,12,Aston Villa,0.0,0.0,Middlesbrough,0.0,2.0,0,Dermot Gallagher,0,0,0,0,4539,Middlesbrough,Aston Villa,dd4d00e9-5810-52a6-8c61-25971a658231,f1adad3b-9a88-5595-9717-5a936d391274,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2003
2003,35,Middlesbrough,0.0,0.0,Aston Villa,1.0,2.0,0,Graham Barber,0,0,0,0,4767,Aston Villa,Middlesbrough,1f8d0e08-5e80-5893-9e98-0c479ea8abc0,f1adad3b-9a88-5595-9717-5a936d391274,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2003
2004,18,Middlesbrough,0.0,0.0,Aston Villa,3.0,0.0,0,Andy D'Urso,0,0,0,0,4976,Middlesbrough,Aston Villa,1bb16243-2593-5ef2-ad38-3d9ba5f2328c,2ef2fe3e-1ac4-52b1-a3fb-2de1e4b13910,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2004
2004,29,Aston Villa,0.0,0.0,Middlesbrough,2.0,0.0,0,Rob Styles,0,0,0,0,5085,Aston Villa,Middlesbrough,12ddb566-0a9a-5c5d-ab42-436c55c93536,2ef2fe3e-1ac4-52b1-a3fb-2de1e4b13910,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2004
2005,8,Aston Villa,0.0,0.0,Middlesbrough,2.0,3.0,0,Mike Dean,0,0,0,0,5261,Middlesbrough,Aston Villa,37240f30-a866-5da6-bf78-aec57c674431,bc065462-c60c-5112-bf51-c4d98d93edf1,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2005
2005,25,Middlesbrough,0.0,0.0,Aston Villa,0.0,4.0,0,Lee Mason,0,0,0,0,5423,Aston Villa,Middlesbrough,242c2dac-3c33-5d4b-a324-bb8e7a11d646,bc065462-c60c-5112-bf51-c4d98d93edf1,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2005
2006,14,Aston Villa,0.0,0.0,Middlesbrough,1.0,1.0,0,Peter Walton,0,0,0,0,5700,draw,draw,da0d8046-d20f-54ce-adfe-84f0b56cd907,a33096e5-5d43-5895-a2b4-5c42794b93aa,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2006
2006,34,Middlesbrough,0.0,0.0,Aston Villa,1.0,3.0,0,Dermot Gallagher,0,0,0,0,5892,Aston Villa,Middlesbrough,d2516a9a-a3a4-598c-b8e7-a3dc496b0cc5,a33096e5-5d43-5895-a2b4-5c42794b93aa,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2006
2007,14,Middlesbrough,0.0,0.0,Aston Villa,0.0,3.0,0,Keith Stroud,0,0,0,0,6077,Aston Villa,Middlesbrough,8809bd37-ef22-5007-bd2d-542f530a4da6,3acf7f1b-4660-5737-ae70-b5c740e7f6ac,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2007
2007,29,Aston Villa,0.0,0.0,Middlesbrough,1.0,1.0,0,Stephen Bennett,0,0,0,0,6233,draw,draw,93f48f21-d1ed-58d6-a7b6-a40045cb4284,3acf7f1b-4660-5737-ae70-b5c740e7f6ac,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2007
2008,12,Aston Villa,0.0,0.0,Middlesbrough,1.0,2.0,0,Rob Styles,0,0,0,0,6443,Middlesbrough,Aston Villa,64e82191-ae72-52ec-bd67-40ef14e908d4,cb693b1f-cee2-509a-9ddd-fb0810fc927d,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2008
2008,37,Middlesbrough,0.0,0.0,Aston Villa,1.0,1.0,0,Mike Riley,0,0,0,0,6689,draw,draw,83122ada-cb7a-5680-8426-f83321160170,cb693b1f-cee2-509a-9ddd-fb0810fc927d,Middlesbrough,Aston Villa,Aston Villa_Middlesbrough,Aston Villa_Middlesbrough_2008
