season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1992,1,Everton,0.0,0.0,Sheffield Weds,1.0,1.0,0,Kelvin Morton,0,0,0,0,8,draw,draw,34acd21c-a103-5914-ac53-afc795434b4b,156b853a-10c2-547b-9264-581fe485425a,Everton,Sheffield Weds,Everton_Sheffield Weds,Everton_Sheffield Weds_1992
1992,27,Sheffield Weds,0.0,0.0,Everton,3.0,1.0,0,Kelvin Morton,0,0,0,0,286,Sheffield Weds,Everton,36128832-e5dd-55c3-ac39-596811d1aece,156b853a-10c2-547b-9264-581fe485425a,Sheffield Weds,Everton,Everton_Sheffield Weds,Everton_Sheffield Weds_1992
1993,22,Everton,0.0,0.0,Sheffield Weds,0.0,2.0,0,Roger Dilkes,0,0,0,0,693,Sheffield Weds,Everton,a7b70e93-975a-5b5a-93ab-431bc933ce95,61061b46-74ee-5432-8426-1cf73173cb7d,Everton,Sheffield Weds,Everton_Sheffield Weds,Everton_Sheffield Weds_1993
1993,36,Sheffield Weds,0.0,0.0,Everton,5.0,1.0,0,Gerald Ashby,0,0,0,0,839,Sheffield Weds,Everton,6ffd71e9-c109-5b6a-a2bf-11102b4ed499,61061b46-74ee-5432-8426-1cf73173cb7d,Sheffield Weds,Everton,Everton_Sheffield Weds,Everton_Sheffield Weds_1993
1994,20,Everton,0.0,0.0,Sheffield Weds,1.0,4.0,0,Terence Holbrook,0,0,0,0,1143,Sheffield Weds,Everton,2ca5fc17-bf6a-5d0d-b9bb-2824dac7e236,a962ea66-c3c9-567f-8f1b-5b1f61df2c56,Everton,Sheffield Weds,Everton_Sheffield Weds,Everton_Sheffield Weds_1994
1994,39,Sheffield Weds,0.0,0.0,Everton,0.0,0.0,0,Mike Reed,0,0,0,0,1333,draw,draw,5668c53e-e271-58c0-af61-771ed778658c,a962ea66-c3c9-567f-8f1b-5b1f61df2c56,Sheffield Weds,Everton,Everton_Sheffield Weds,Everton_Sheffield Weds_1994
1995,15,Everton,0.0,0.0,Sheffield Weds,2.0,2.0,0,Martin Bodenham,0,0,0,0,1530,draw,draw,285ece25-d7e9-5008-b28d-08dc0e1631ae,7e089167-456b-5408-bd9a-f7c238ca69ba,Everton,Sheffield Weds,Everton_Sheffield Weds,Everton_Sheffield Weds_1995
1995,37,Sheffield Weds,0.0,0.0,Everton,2.0,5.0,0,Mike Reed,0,0,0,0,1748,Everton,Sheffield Weds,ddf3ea70-10af-5624-a0bd-e83d668e3e91,7e089167-456b-5408-bd9a-f7c238ca69ba,Sheffield Weds,Everton,Everton_Sheffield Weds,Everton_Sheffield Weds_1995
1996,8,Everton,0.0,0.0,Sheffield Weds,2.0,0.0,0,Paul Alcock,0,0,0,0,1836,Everton,Sheffield Weds,068485b0-de97-5d7e-9e0d-7d818014618a,e975efdd-7945-586f-aeb8-0d39d39cfd66,Everton,Sheffield Weds,Everton_Sheffield Weds,Everton_Sheffield Weds_1996
1996,22,Sheffield Weds,0.0,0.0,Everton,2.0,1.0,0,Alan Wilkie,0,0,0,0,1972,Sheffield Weds,Everton,464b4030-b1d6-55e5-91d1-638e76611b00,e975efdd-7945-586f-aeb8-0d39d39cfd66,Sheffield Weds,Everton,Everton_Sheffield Weds,Everton_Sheffield Weds_1996
1997,10,Sheffield Weds,0.0,0.0,Everton,3.0,1.0,0,Paul Durkin,0,0,0,0,2234,Sheffield Weds,Everton,63ecffd1-eda8-56f1-98ea-e8a12ceedcad,847bc8e0-d0c1-5c6f-b91e-4573c9e6dfbe,Sheffield Weds,Everton,Everton_Sheffield Weds,Everton_Sheffield Weds_1997
1997,36,Everton,0.0,0.0,Sheffield Weds,1.0,3.0,0,Graham Barber,0,0,0,0,2491,Sheffield Weds,Everton,68677c8e-509f-59cf-9960-b4ecad6d9e44,847bc8e0-d0c1-5c6f-b91e-4573c9e6dfbe,Everton,Sheffield Weds,Everton_Sheffield Weds,Everton_Sheffield Weds_1997
1998,10,Sheffield Weds,0.0,0.0,Everton,0.0,0.0,0,Jeff Winter,0,0,0,0,2616,draw,draw,cf050c86-7246-551a-9c74-ae656744344c,288a9a42-bfb0-5df0-a103-346e901c462c,Sheffield Weds,Everton,Everton_Sheffield Weds,Everton_Sheffield Weds_1998
1998,32,Everton,0.0,0.0,Sheffield Weds,1.0,2.0,0,Mike Reed,0,0,0,0,2832,Sheffield Weds,Everton,bb79a800-4238-5401-8b4f-20ac33256c17,288a9a42-bfb0-5df0-a103-346e901c462c,Everton,Sheffield Weds,Everton_Sheffield Weds,Everton_Sheffield Weds_1998
1999,7,Sheffield Weds,0.0,0.0,Everton,0.0,2.0,0,Mark Halsey,0,0,0,0,2963,Everton,Sheffield Weds,2446fcfd-13c1-53cd-8239-487a5d2e7fd2,84acca11-9986-510b-86ac-c695c999f43c,Sheffield Weds,Everton,Everton_Sheffield Weds,Everton_Sheffield Weds_1999
1999,27,Everton,0.0,0.0,Sheffield Weds,1.0,1.0,0,Graham Barber,0,0,0,0,3166,draw,draw,4c94829d-45a7-5799-a9f7-60aa1ed6dc10,84acca11-9986-510b-86ac-c695c999f43c,Everton,Sheffield Weds,Everton_Sheffield Weds,Everton_Sheffield Weds_1999
