season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2007,20,Manchester City,0.0,0.0,Liverpool,0.0,0.0,0,Uriah Rennie,0,0,0,0,6143,draw,draw,7df7e7d9-9b43-591d-84d1-569c646ca7da,13a1eae1-b608-5ffe-9b71-718ff36b6e9e,Manchester City,Liverpool,Liverpool_Manchester City,Liverpool_Manchester City_2007
2007,37,Liverpool,0.0,0.0,Manchester City,1.0,0.0,0,Mark Halsey,0,0,0,0,6313,Liverpool,Manchester City,18495e70-0a6d-521f-a689-c39d40b81406,13a1eae1-b608-5ffe-9b71-718ff36b6e9e,Liverpool,Manchester City,Liverpool_Manchester City,Liverpool_Manchester City_2007
