season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2020,7,Leeds United,2.1,2.9,Leicester City,1.0,4.0,2020-11-02,Andre Marriner,Elland Road,Mon,20:00,0,73,Leicester City,Leeds United,ddb18fd7-e256-5b4a-9ad0-e339bc0d6534,b4a61e3d-59b2-5d39-a679-7d9818e44946,Leeds United,Leicester City,Leeds United_Leicester City,Leeds United_Leicester City_2020
2020,21,Leicester City,1.8,2.1,Leeds United,1.0,3.0,2021-01-31,Chris Kavanagh,King Power Stadium,Sun,14:00,0,230,Leeds United,Leicester City,6b714809-72fb-5148-bc66-7001e60fe2e5,b4a61e3d-59b2-5d39-a679-7d9818e44946,Leicester City,Leeds United,Leeds United_Leicester City,Leeds United_Leicester City_2020
2021,11,Leeds United,1.3,0.7,Leicester City,1.0,1.0,2021-11-07,Darren England,Elland Road,Sun,14:00,"36,478",117,draw,draw,7b8e9699-cf22-541b-9ea5-c4c3da6abb09,753f1b19-8ebc-5f7e-8c63-aec303b89648,Leeds United,Leicester City,Leeds United_Leicester City,Leeds United_Leicester City_2021
2021,28,Leicester City,0.4,1.7,Leeds United,1.0,0.0,2022-03-05,David Coote,King Power Stadium,Sat,12:30,"32,236",294,Leicester City,Leeds United,acd7d14d-3b7e-5dad-8967-dadf34a831f1,753f1b19-8ebc-5f7e-8c63-aec303b89648,Leicester City,Leeds United,Leeds United_Leicester City,Leeds United_Leicester City_2021
2022,12,Leicester City,0.8,1.3,Leeds United,2.0,0.0,2022-10-20,Peter Bankes,King Power Stadium,Thu,20:15,"30,814",115,Leicester City,Leeds United,52112d89-dbc7-5c59-8db1-2e66cc5f7bba,f62eebd9-5531-5a54-aad7-008f67ee7354,Leicester City,Leeds United,Leeds United_Leicester City,Leeds United_Leicester City_2022
2022,33,Leeds United,1.5,2.1,Leicester City,1.0,1.0,2023-04-25,Paul Tierney,Elland Road,Tue,20:00,"36,666",358,draw,draw,6b6c0ec4-7d9d-5da7-ad06-7651b4a74b0f,f62eebd9-5531-5a54-aad7-008f67ee7354,Leeds United,Leicester City,Leeds United_Leicester City,Leeds United_Leicester City_2022
1994,11,Leeds United,0.0,0.0,Leicester City,2.0,1.0,0,Keith Burge,0,0,0,0,1043,Leeds United,Leicester City,e1263851-0028-57c2-8c29-5dd17d956774,ba82331f-750c-5ac9-8971-3a82fb9b5f19,Leeds United,Leicester City,Leeds United_Leicester City,Leeds United_Leicester City_1994
1994,25,Leicester City,0.0,0.0,Leeds United,1.0,3.0,0,Dermot Gallagher,0,0,0,0,1272,Leeds United,Leicester City,00602852-7e77-5493-bea0-0f32dde364cd,ba82331f-750c-5ac9-8971-3a82fb9b5f19,Leicester City,Leeds United,Leeds United_Leicester City,Leeds United_Leicester City_1994
1996,8,Leicester City,0.0,0.0,Leeds United,1.0,0.0,0,Steve Dunn,0,0,0,0,1837,Leicester City,Leeds United,ab3d4100-fe74-5af3-86d8-a044d9610370,2d2fe6f0-60e3-5c56-a4d5-38ee689ca127,Leicester City,Leeds United,Leeds United_Leicester City,Leeds United_Leicester City_1996
1996,22,Leeds United,0.0,0.0,Leicester City,3.0,0.0,0,Mike Reed,0,0,0,0,1977,Leeds United,Leicester City,fde111fd-4cfa-590b-8555-ce4863f1a4cb,2d2fe6f0-60e3-5c56-a4d5-38ee689ca127,Leeds United,Leicester City,Leeds United_Leicester City,Leeds United_Leicester City_1996
1997,7,Leeds United,0.0,0.0,Leicester City,0.0,1.0,0,Keith Burge,0,0,0,0,2204,Leicester City,Leeds United,74f84b9d-1c59-5d0d-9b02-fbf9cb73ff4c,3bd8a11c-b354-5121-8e62-f4a8b57665cd,Leeds United,Leicester City,Leeds United_Leicester City,Leeds United_Leicester City_1997
1997,25,Leicester City,0.0,0.0,Leeds United,1.0,0.0,0,Neale Barry,0,0,0,0,2391,Leicester City,Leeds United,f7d21dcc-45d5-5d41-ba9a-441428a5225d,3bd8a11c-b354-5121-8e62-f4a8b57665cd,Leicester City,Leeds United,Leeds United_Leicester City,Leeds United_Leicester City_1997
1998,8,Leeds United,0.0,0.0,Leicester City,0.0,1.0,0,Graham Barber,0,0,0,0,2596,Leicester City,Leeds United,e64c6174-11a8-5a1c-97bc-8ff01b1f22c4,4cff9273-5651-5eb2-8b27-ba9487834c69,Leeds United,Leicester City,Leeds United_Leicester City,Leeds United_Leicester City_1998
1998,27,Leicester City,0.0,0.0,Leeds United,1.0,2.0,0,Graham Barber,0,0,0,0,2793,Leeds United,Leicester City,573ba2eb-51b5-5794-9ab8-2f6f78d35996,4cff9273-5651-5eb2-8b27-ba9487834c69,Leicester City,Leeds United,Leeds United_Leicester City,Leeds United_Leicester City_1998
1999,19,Leeds United,0.0,0.0,Leicester City,2.0,1.0,0,Mark Halsey,0,0,0,0,3088,Leeds United,Leicester City,f19e0963-9bcb-5579-a6d5-8535ee9e89dd,a0b7e089-90ad-56d6-9e16-41e73244fecb,Leeds United,Leicester City,Leeds United_Leicester City,Leeds United_Leicester City_1999
1999,30,Leicester City,0.0,0.0,Leeds United,2.0,1.0,0,Stephen Lodge,0,0,0,0,3204,Leicester City,Leeds United,417f55fb-ba52-5ee2-b8af-4d70c51e7cf4,a0b7e089-90ad-56d6-9e16-41e73244fecb,Leicester City,Leeds United,Leeds United_Leicester City,Leeds United_Leicester City_1999
2000,16,Leicester City,0.0,0.0,Leeds United,3.0,1.0,0,Stephen Bennett,0,0,0,0,3438,Leicester City,Leeds United,99a4addf-67e5-5281-96e1-7b1955d69aa3,74d3902c-d4d9-5f9b-9679-e35c076f3ec8,Leicester City,Leeds United,Leeds United_Leicester City,Leeds United_Leicester City_2000
2000,38,Leeds United,0.0,0.0,Leicester City,3.0,1.0,0,David Elleray,0,0,0,0,3657,Leeds United,Leicester City,3874fed0-2f16-54bd-b993-c73bf3286b8a,74d3902c-d4d9-5f9b-9679-e35c076f3ec8,Leeds United,Leicester City,Leeds United_Leicester City,Leeds United_Leicester City_2000
2001,17,Leeds United,0.0,0.0,Leicester City,2.0,2.0,0,Rob Styles,0,0,0,0,3831,draw,draw,21bac0bc-dd50-5e46-bb3e-16e7b4311915,1d08bd94-b1f8-5ba3-b628-0b26048c7f50,Leeds United,Leicester City,Leeds United_Leicester City,Leeds United_Leicester City_2001
2001,31,Leicester City,0.0,0.0,Leeds United,0.0,2.0,0,Steve Dunn,0,0,0,0,3971,Leeds United,Leicester City,008d7047-ce3e-57a6-abda-ef8a377971a9,1d08bd94-b1f8-5ba3-b628-0b26048c7f50,Leicester City,Leeds United,Leeds United_Leicester City,Leeds United_Leicester City_2001
2003,5,Leicester City,0.0,0.0,Leeds United,4.0,0.0,0,Jeff Winter,0,0,0,0,4473,Leicester City,Leeds United,aefd7f57-9c0f-563f-836d-6a63b3f8fbdf,1545ca72-1654-5b0c-b45f-74d075cd5681,Leicester City,Leeds United,Leeds United_Leicester City,Leeds United_Leicester City_2003
2003,31,Leeds United,0.0,0.0,Leicester City,3.0,2.0,0,Mike Dean,0,0,0,0,4733,Leeds United,Leicester City,13523d03-49a0-52f7-b0a9-fbaf8c231437,1545ca72-1654-5b0c-b45f-74d075cd5681,Leeds United,Leicester City,Leeds United_Leicester City,Leeds United_Leicester City_2003
