season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2017,18,Stoke City,1.1,3.1,West Ham,0.0,3.0,2017-12-16,Graham Scott,Bill Stokeld Stadium,Sat,16:00,"29,265",192,West Ham,Stoke City,6130dd1a-e850-5069-85c4-5934dd190f10,a58767a7-a470-518f-a177-6c5e8cfc4d36,Stoke City,West Ham,Stoke City_West Ham,Stoke City_West Ham_2017
2017,34,West Ham,0.8,1.7,Stoke City,1.0,1.0,2018-04-16,Michael Oliver,London Stadium,Mon,20:00,"56,795",367,draw,draw,6c34ba90-1bf2-5b56-b2fd-8889f26c7bef,a58767a7-a470-518f-a177-6c5e8cfc4d36,West Ham,Stoke City,Stoke City_West Ham,Stoke City_West Ham_2017
2008,20,West Ham,0.0,0.0,Stoke City,2.0,1.0,0,Mike Jones,0,0,0,0,6521,West Ham,Stoke City,20dcfd45-881a-57c7-ba5e-3c62c526a4fa,6b0d2da1-e280-5f4c-bf93-94a4903fd6a7,West Ham,Stoke City,Stoke City_West Ham,Stoke City_West Ham_2008
2008,35,Stoke City,0.0,0.0,West Ham,0.0,1.0,0,Peter Walton,0,0,0,0,6671,West Ham,Stoke City,7dc189e7-7791-5bd3-8db9-c20e3128c230,6b0d2da1-e280-5f4c-bf93-94a4903fd6a7,Stoke City,West Ham,Stoke City_West Ham,Stoke City_West Ham_2008
2009,9,Stoke City,0.0,0.0,West Ham,2.0,1.0,0,Martin Atkinson,0,0,0,0,6787,Stoke City,West Ham,22bba2b4-00bd-5ed5-8923-64d52a3bb433,faed6eae-a275-56b5-998d-103a7f4f52fc,Stoke City,West Ham,Stoke City_West Ham,Stoke City_West Ham_2009
2009,32,West Ham,0.0,0.0,Stoke City,0.0,1.0,0,Andre Marriner,0,0,0,0,7018,Stoke City,West Ham,5618ab53-4300-540c-bd4f-f2f876435e3d,faed6eae-a275-56b5-998d-103a7f4f52fc,West Ham,Stoke City,Stoke City_West Ham,Stoke City_West Ham_2009
2010,5,Stoke City,0.0,0.0,West Ham,1.0,1.0,0,Lee Mason,0,0,0,0,7126,draw,draw,764a49dc-286f-5e6d-952b-7a5811cc9014,db526e51-032f-53aa-a1fa-6a9239f0fd7f,Stoke City,West Ham,Stoke City_West Ham,Stoke City_West Ham_2010
2010,29,West Ham,0.0,0.0,Stoke City,3.0,0.0,0,Andre Marriner,0,0,0,0,7369,West Ham,Stoke City,f259f3fb-b30e-58b2-b167-4eba8f7dc539,db526e51-032f-53aa-a1fa-6a9239f0fd7f,West Ham,Stoke City,Stoke City_West Ham,Stoke City_West Ham_2010
2012,12,West Ham,0.0,0.0,Stoke City,1.0,1.0,0,Chris Foy,0,0,0,0,7964,draw,draw,8aca941d-3c6b-561c-b2c0-b99997b4fd08,92b9ad18-9bf8-5239-8b6d-d6f5c9e2c24f,West Ham,Stoke City,Stoke City_West Ham,Stoke City_West Ham_2012
2012,28,Stoke City,0.0,0.0,West Ham,0.0,1.0,0,Jon Moss,0,0,0,0,8123,West Ham,Stoke City,36a67be0-67af-5579-a44f-1969eb1c98de,92b9ad18-9bf8-5239-8b6d-d6f5c9e2c24f,Stoke City,West Ham,Stoke City_West Ham,Stoke City_West Ham_2012
2013,3,West Ham,0.0,0.0,Stoke City,0.0,1.0,0,Jon Moss,0,0,0,0,8247,Stoke City,West Ham,a471d053-f690-59c4-8004-aa7ccbc348ee,2d34945f-ed7c-5ff1-9444-1fe0a03c3c2c,West Ham,Stoke City,Stoke City_West Ham,Stoke City_West Ham_2013
2013,30,Stoke City,0.0,0.0,West Ham,3.0,1.0,0,Craig Pawson,0,0,0,0,8514,Stoke City,West Ham,282867fd-8752-5836-b35c-752784bbb985,2d34945f-ed7c-5ff1-9444-1fe0a03c3c2c,Stoke City,West Ham,Stoke City_West Ham,Stoke City_West Ham_2013
2014,10,Stoke City,0.0,0.0,West Ham,2.0,2.0,0,Chris Foy,0,0,0,0,8700,draw,draw,acb03c35-eaca-508e-b955-40f62590b6a4,b6e25b6e-41d2-5e71-a827-aaf15828b104,Stoke City,West Ham,Stoke City_West Ham,Stoke City_West Ham_2014
2014,32,West Ham,0.0,0.0,Stoke City,1.0,1.0,0,Roger East,0,0,0,0,8919,draw,draw,8bc5651e-530e-5d2e-927a-a6f0e4d57a5b,b6e25b6e-41d2-5e71-a827-aaf15828b104,West Ham,Stoke City,Stoke City_West Ham,Stoke City_West Ham_2014
2015,16,West Ham,0.0,0.0,Stoke City,0.0,0.0,0,Andre Marriner,0,0,0,0,9137,draw,draw,deb05e74-8f89-58b1-90ef-8b2bfdf4ee78,c407b55a-1a6d-5081-a4e0-889e3fe6b1be,West Ham,Stoke City,Stoke City_West Ham,Stoke City_West Ham_2015
2015,38,Stoke City,0.0,0.0,West Ham,2.0,1.0,0,Mike Jones,0,0,0,0,9364,Stoke City,West Ham,a9478b71-4543-5e3f-a885-7df2c288b8ef,c407b55a-1a6d-5081-a4e0-889e3fe6b1be,Stoke City,West Ham,Stoke City_West Ham,Stoke City_West Ham_2015
