season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2019,7,Crystal Palace,1.5,0.7,Norwich City,2.0,0.0,2019-09-28,Jonathan Moss,Selhurst Park,Sat,15:00,"25,477",70,Crystal Palace,Norwich City,95a55c5b-12a3-57bc-a12b-502d25f032da,b24a94ae-24f4-53bf-a4d9-36472b12e5d6,Crystal Palace,Norwich City,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2019
2019,21,Norwich City,1.4,1.3,Crystal Palace,1.0,1.0,2020-01-01,Jonathan Moss,Carrow Road,Wed,17:30,"27,021",224,draw,draw,1db89e5f-bb03-57b1-8d58-83e63f384a4e,b24a94ae-24f4-53bf-a4d9-36472b12e5d6,Norwich City,Crystal Palace,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2019
2021,20,Crystal Palace,1.9,0.9,Norwich City,3.0,0.0,2021-12-28,Paul Tierney,Selhurst Park,Tue,15:00,"24,433",196,Crystal Palace,Norwich City,278e6f5e-9dd2-52d6-a353-ce4331891b69,59ce4496-fb62-5fa8-8306-93c39b858052,Crystal Palace,Norwich City,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2021
2021,24,Norwich City,0.4,1.3,Crystal Palace,1.0,1.0,2022-02-09,Paul Tierney,Carrow Road,Wed,19:45,"26,652",246,draw,draw,5e319374-2bff-5320-94f1-f3ff8554eae9,59ce4496-fb62-5fa8-8306-93c39b858052,Norwich City,Crystal Palace,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2021
1992,5,Crystal Palace,0.0,0.0,Norwich City,1.0,2.0,0,David Allison,0,0,0,0,44,Norwich City,Crystal Palace,aa2bcc3b-0a6d-5081-83e3-3679239b96ce,ec989722-5553-5f91-af09-e9d5b506edf5,Crystal Palace,Norwich City,Crystal Palace_Norwich City,Crystal Palace_Norwich City_1992
1992,25,Norwich City,0.0,0.0,Crystal Palace,4.0,2.0,0,Vic Callow,0,0,0,0,267,Norwich City,Crystal Palace,fa63adfc-181f-5735-bdff-457e29503c2b,ec989722-5553-5f91-af09-e9d5b506edf5,Norwich City,Crystal Palace,Crystal Palace_Norwich City,Crystal Palace_Norwich City_1992
1994,2,Norwich City,0.0,0.0,Crystal Palace,0.0,0.0,0,Brian Hill,0,0,0,0,942,draw,draw,f0749bd2-4abd-545c-99fd-45ec26392f5c,725d5a38-c5db-5ee3-a14f-8a93c58bf476,Norwich City,Crystal Palace,Crystal Palace_Norwich City,Crystal Palace_Norwich City_1994
1994,19,Crystal Palace,0.0,0.0,Norwich City,0.0,1.0,0,Robbie Hart,0,0,0,0,1125,Norwich City,Crystal Palace,75c621e5-a621-53f1-be49-ab7b6a458b03,725d5a38-c5db-5ee3-a14f-8a93c58bf476,Crystal Palace,Norwich City,Crystal Palace_Norwich City,Crystal Palace_Norwich City_1994
2004,1,Norwich City,0.0,0.0,Crystal Palace,1.0,1.0,0,Peter Walton,0,0,0,0,4806,draw,draw,bc328cdd-582e-53aa-ba87-29a73142ac5f,fa04b4f4-4422-5da6-a217-2c16c196cf35,Norwich City,Crystal Palace,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2004
2004,33,Crystal Palace,0.0,0.0,Norwich City,3.0,3.0,0,Rob Styles,0,0,0,0,5129,draw,draw,35a8bc5f-de91-5107-829e-2f252e0f780a,fa04b4f4-4422-5da6-a217-2c16c196cf35,Crystal Palace,Norwich City,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2004
2013,13,Norwich City,0.0,0.0,Crystal Palace,1.0,0.0,0,Chris Foy,0,0,0,0,8350,Norwich City,Crystal Palace,80a68607-44d9-5a49-952d-1842dd248001,9c0ae6e3-4c0b-54fd-8051-084caf07abaa,Norwich City,Crystal Palace,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2013
2013,20,Crystal Palace,0.0,0.0,Norwich City,1.0,1.0,0,Mike Dean,0,0,0,0,8425,draw,draw,105cc152-55f5-548a-818b-b254caee8c82,9c0ae6e3-4c0b-54fd-8051-084caf07abaa,Crystal Palace,Norwich City,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2013
2015,1,Norwich City,0.0,0.0,Crystal Palace,1.0,3.0,0,Simon Hooper,0,0,0,0,8987,Crystal Palace,Norwich City,f2f5696f-796c-5a96-961e-3cc5028c8a1a,38d950ca-82d9-500a-94f8-baa819012525,Norwich City,Crystal Palace,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2015
2015,33,Crystal Palace,0.0,0.0,Norwich City,1.0,0.0,0,Michael Oliver,0,0,0,0,9300,Crystal Palace,Norwich City,a525ce9b-417f-5ecf-b1b5-1a19705e6596,38d950ca-82d9-500a-94f8-baa819012525,Crystal Palace,Norwich City,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2015
