season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2005,3,Manchester Utd,0.0,0.0,Wigan Athletic,4.0,0.0,0,Alan Wiley,0,0,0,0,5343,Manchester Utd,Wigan Athletic,29fd972f-7c33-54e7-ac2b-ce247bdf7f2c,83a2ca2b-3042-558b-8500-21116c4e8fbe,Manchester Utd,Wigan Athletic,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2005
2005,28,Wigan Athletic,0.0,0.0,Manchester Utd,1.0,2.0,0,Stephen Bennett,0,0,0,0,5462,Manchester Utd,Wigan Athletic,e0ee6ff3-e4e2-58d5-85d7-e9b7054b86ed,83a2ca2b-3042-558b-8500-21116c4e8fbe,Wigan Athletic,Manchester Utd,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2005
2006,8,Wigan Athletic,0.0,0.0,Manchester Utd,1.0,3.0,0,Stephen Bennett,0,0,0,0,5640,Manchester Utd,Wigan Athletic,4ac5b09d-6db6-5c13-bed8-2df99da3716e,bf51dd47-d679-5386-8cf3-ffa90cef396b,Wigan Athletic,Manchester Utd,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2006
2006,20,Manchester Utd,0.0,0.0,Wigan Athletic,3.0,1.0,0,Mike Riley,0,0,0,0,5761,Manchester Utd,Wigan Athletic,9d20f72f-3038-5dfa-815e-8c4cd238270e,bf51dd47-d679-5386-8cf3-ffa90cef396b,Manchester Utd,Wigan Athletic,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2006
2007,9,Manchester Utd,0.0,0.0,Wigan Athletic,4.0,0.0,0,Mike Riley,0,0,0,0,6023,Manchester Utd,Wigan Athletic,cc88e075-688c-5de1-9c01-2e11f5261499,e788c807-6d74-5e5a-855c-7379061f6b33,Manchester Utd,Wigan Athletic,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2007
2007,38,Wigan Athletic,0.0,0.0,Manchester Utd,0.0,2.0,0,Stephen Bennett,0,0,0,0,6316,Manchester Utd,Wigan Athletic,cd10927d-1b19-5efa-aeac-a7444533b211,e788c807-6d74-5e5a-855c-7379061f6b33,Wigan Athletic,Manchester Utd,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2007
2008,18,Manchester Utd,0.0,0.0,Wigan Athletic,1.0,0.0,0,Stephen Bennett,0,0,0,0,6532,Manchester Utd,Wigan Athletic,92226e64-5ee7-5496-a050-c57d184bcdd4,49cd9840-419c-5a58-95f4-14740b0e2762,Manchester Utd,Wigan Athletic,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2008
2008,33,Wigan Athletic,0.0,0.0,Manchester Utd,1.0,2.0,0,Rob Styles,0,0,0,0,6685,Manchester Utd,Wigan Athletic,aca4281b-517b-52f4-9917-6239c077eaf0,49cd9840-419c-5a58-95f4-14740b0e2762,Wigan Athletic,Manchester Utd,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2008
2009,3,Wigan Athletic,0.0,0.0,Manchester Utd,0.0,5.0,0,Howard Webb,0,0,0,0,6725,Manchester Utd,Wigan Athletic,7e8e4674-8974-5b22-8ae9-e95c491d732c,6a276bed-b9f1-5dd1-8415-af61e9903d0e,Wigan Athletic,Manchester Utd,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2009
2009,20,Manchester Utd,0.0,0.0,Wigan Athletic,5.0,0.0,0,Lee Mason,0,0,0,0,6900,Manchester Utd,Wigan Athletic,98bf64bd-3219-5084-847c-a43b0da6c05e,6a276bed-b9f1-5dd1-8415-af61e9903d0e,Manchester Utd,Wigan Athletic,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2009
2010,14,Manchester Utd,0.0,0.0,Wigan Athletic,2.0,0.0,0,Martin Atkinson,0,0,0,0,7217,Manchester Utd,Wigan Athletic,1b1640c0-8c97-59ae-a006-3d237981a819,3dc37ffd-8854-52ec-8bf1-6afc10154cf8,Manchester Utd,Wigan Athletic,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2010
2010,28,Wigan Athletic,0.0,0.0,Manchester Utd,0.0,4.0,0,Mark Clattenburg,0,0,0,0,7355,Manchester Utd,Wigan Athletic,a286156f-28d5-5095-8d2e-043ddade9c5d,3dc37ffd-8854-52ec-8bf1-6afc10154cf8,Wigan Athletic,Manchester Utd,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2010
2011,18,Manchester Utd,0.0,0.0,Wigan Athletic,5.0,0.0,0,Phil Dowd,0,0,0,0,7638,Manchester Utd,Wigan Athletic,2df5c64b-35c9-5bee-9f1b-7782f788d7f1,f0d0a833-f5e2-5131-aa3c-15de5d80b135,Manchester Utd,Wigan Athletic,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2011
2011,33,Wigan Athletic,0.0,0.0,Manchester Utd,1.0,0.0,0,Phil Dowd,0,0,0,0,7794,Wigan Athletic,Manchester Utd,036437d8-b7a4-5b67-abe1-095fc9d72203,f0d0a833-f5e2-5131-aa3c-15de5d80b135,Wigan Athletic,Manchester Utd,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2011
2012,4,Manchester Utd,0.0,0.0,Wigan Athletic,4.0,0.0,0,Michael Oliver,0,0,0,0,7881,Manchester Utd,Wigan Athletic,68a533a1-895a-5f47-bed3-ea9ccf6ac28c,4b8c5d6f-ee7a-5975-8c5e-525b29637a18,Manchester Utd,Wigan Athletic,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2012
2012,21,Wigan Athletic,0.0,0.0,Manchester Utd,0.0,4.0,0,Andre Marriner,0,0,0,0,8050,Manchester Utd,Wigan Athletic,ee3c1572-1559-55ab-9215-652e3d5b9c98,4b8c5d6f-ee7a-5975-8c5e-525b29637a18,Wigan Athletic,Manchester Utd,Manchester Utd_Wigan Athletic,Manchester Utd_Wigan Athletic_2012
