season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2022,19,Southampton,0.5,1.4,Nott'ham Forest,0.0,1.0,2023-01-04,Thomas Bramall,St. Mary's Stadium,Wed,19:30,"30,150",188,Nott'ham Forest,Southampton,e1d76d24-9f43-5c62-a1fe-d6f5ed534a22,c46d9a88-fcf4-5696-8765-a3dd11b5d2b9,Southampton,Nott'ham Forest,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_2022
2022,35,Nott'ham Forest,1.8,3.1,Southampton,4.0,3.0,2023-05-08,Michael Oliver,The City Ground,Mon,20:00,"29,154",391,Nott'ham Forest,Southampton,9be2b4c1-b452-506e-889f-645e2cf24624,c46d9a88-fcf4-5696-8765-a3dd11b5d2b9,Nott'ham Forest,Southampton,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_2022
1992,17,Nott'ham Forest,0.0,0.0,Southampton,1.0,2.0,0,David Elleray,0,0,0,0,178,Southampton,Nott'ham Forest,ea129522-fe38-5b96-ba61-f245ce19f844,a544a64d-eca5-5792-9ccb-8a3d31a2e495,Nott'ham Forest,Southampton,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_1992
1992,36,Southampton,0.0,0.0,Nott'ham Forest,1.0,2.0,0,Mike Reed,0,0,0,0,374,Nott'ham Forest,Southampton,75954a4b-de8e-5730-a8b7-b4e205625fa9,a544a64d-eca5-5792-9ccb-8a3d31a2e495,Southampton,Nott'ham Forest,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_1992
1994,6,Southampton,0.0,0.0,Nott'ham Forest,1.0,1.0,0,Mike Reed,0,0,0,0,984,draw,draw,2bd02338-6d3a-5808-a035-4e01c4b5f366,d4dcc9ad-7de5-5f49-8862-a7d20b863551,Southampton,Nott'ham Forest,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_1994
1994,35,Nott'ham Forest,0.0,0.0,Southampton,3.0,0.0,0,Keith Cooper,0,0,0,0,1284,Nott'ham Forest,Southampton,0a28d1a6-a672-59e2-b9ca-28673d2e2acf,d4dcc9ad-7de5-5f49-8862-a7d20b863551,Nott'ham Forest,Southampton,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_1994
1995,1,Southampton,0.0,0.0,Nott'ham Forest,3.0,4.0,0,Gary Willard,0,0,0,0,1386,Nott'ham Forest,Southampton,3b608bca-43d2-513e-a2a5-8eab7b7fdbff,ae763cfa-aa61-56a6-999f-bbf5fc4efaca,Southampton,Nott'ham Forest,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_1995
1995,23,Nott'ham Forest,0.0,0.0,Southampton,1.0,0.0,0,Stephen Lodge,0,0,0,0,1602,Nott'ham Forest,Southampton,25b5dc65-82ed-5415-b952-a4bf3facc04e,ae763cfa-aa61-56a6-999f-bbf5fc4efaca,Nott'ham Forest,Southampton,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_1995
1996,4,Southampton,0.0,0.0,Nott'ham Forest,2.0,2.0,0,Paul Danson,0,0,0,0,1801,draw,draw,6b163cb0-3c00-5f3b-a61c-8d06d996d460,c9e73edd-cce5-51f6-b8af-191d05141471,Southampton,Nott'ham Forest,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_1996
1996,33,Nott'ham Forest,0.0,0.0,Southampton,1.0,3.0,0,Alan Wilkie,0,0,0,0,2080,Southampton,Nott'ham Forest,4b88e800-5e4a-5576-bd39-b2e1869f96aa,c9e73edd-cce5-51f6-b8af-191d05141471,Nott'ham Forest,Southampton,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_1996
1998,3,Southampton,0.0,0.0,Nott'ham Forest,1.0,2.0,0,Dermot Gallagher,0,0,0,0,2550,Nott'ham Forest,Southampton,84d16727-eb20-5dce-82d7-985ea8168a3a,9a6e470b-1c2a-5370-92a1-71f9d226352c,Southampton,Nott'ham Forest,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_1998
1998,20,Nott'ham Forest,0.0,0.0,Southampton,1.0,1.0,0,Mike Reed,0,0,0,0,2721,draw,draw,37673ae1-bd83-5549-91d4-b8f6a6f0861a,9a6e470b-1c2a-5370-92a1-71f9d226352c,Nott'ham Forest,Southampton,Nott'ham Forest_Southampton,Nott'ham Forest_Southampton_1998
