season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2017,15,West Brom,1.9,0.6,Crystal Palace,0.0,0.0,2017-12-02,Michael Oliver,The Hawthorns,Sat,15:00,"23,531",156,draw,draw,3cde9f41-691f-50a2-a70b-71338e4fc11f,a919f7f8-a2d8-5e59-b946-980a8698e308,West Brom,Crystal Palace,Crystal Palace_West Brom,Crystal Palace_West Brom_2017
2017,38,Crystal Palace,2.2,0.2,West Brom,2.0,0.0,2018-05-13,Jonathan Moss,Selhurst Park,Sun,15:00,"25,357",416,Crystal Palace,West Brom,f89d6a96-b462-59da-89ab-5964e3c33594,a919f7f8-a2d8-5e59-b946-980a8698e308,Crystal Palace,West Brom,Crystal Palace_West Brom,Crystal Palace_West Brom_2017
2020,11,West Brom,0.7,1.6,Crystal Palace,1.0,5.0,2020-12-06,Paul Tierney,The Hawthorns,Sun,12:00,0,112,Crystal Palace,West Brom,52ba0d01-2ba6-59d6-b070-a53eadf802b2,548f7430-842d-5de5-98f4-69f24c2ed100,West Brom,Crystal Palace,Crystal Palace_West Brom,Crystal Palace_West Brom_2020
2020,28,Crystal Palace,1.2,0.8,West Brom,1.0,0.0,2021-03-13,Simon Hooper,Selhurst Park,Sat,15:00,0,320,Crystal Palace,West Brom,c97bc5e0-e971-5ceb-842c-9a972ae3e406,548f7430-842d-5de5-98f4-69f24c2ed100,Crystal Palace,West Brom,Crystal Palace_West Brom,Crystal Palace_West Brom_2020
2004,10,Crystal Palace,0.0,0.0,West Brom,3.0,0.0,0,Matt Messias,0,0,0,0,4896,Crystal Palace,West Brom,cb8cf3f5-8b29-573d-839b-5576e3c39c76,b1cea0e8-5707-5307-a647-112f52e574da,Crystal Palace,West Brom,Crystal Palace_West Brom,Crystal Palace_West Brom_2004
2004,25,West Brom,0.0,0.0,Crystal Palace,2.0,2.0,0,Dermot Gallagher,0,0,0,0,5049,draw,draw,a12dc818-f8b8-54cc-a6f3-7543d2fecdd5,b1cea0e8-5707-5307-a647-112f52e574da,West Brom,Crystal Palace,Crystal Palace_West Brom,Crystal Palace_West Brom_2004
2013,10,West Brom,0.0,0.0,Crystal Palace,2.0,0.0,0,Neil Swarbrick,0,0,0,0,8323,West Brom,Crystal Palace,578b9bde-88a3-597e-a209-760a3e646ec3,c75a3559-439a-5311-9124-50b2a6874d5f,West Brom,Crystal Palace,Crystal Palace_West Brom,Crystal Palace_West Brom_2013
2013,25,Crystal Palace,0.0,0.0,West Brom,3.0,1.0,0,Chris Foy,0,0,0,0,8467,Crystal Palace,West Brom,45a8689b-c777-5ca3-aaaf-348b48a89831,c75a3559-439a-5311-9124-50b2a6874d5f,Crystal Palace,West Brom,Crystal Palace_West Brom,Crystal Palace_West Brom_2013
2014,9,West Brom,0.0,0.0,Crystal Palace,2.0,2.0,0,Mark Clattenburg,0,0,0,0,8689,draw,draw,42ba31a1-b898-5912-b009-c7686bb958f3,71579d7f-8274-58d5-9ae5-7e8a02618ec6,West Brom,Crystal Palace,Crystal Palace_West Brom,Crystal Palace_West Brom_2014
2014,33,Crystal Palace,0.0,0.0,West Brom,0.0,2.0,0,Jonathan Moss,0,0,0,0,8928,West Brom,Crystal Palace,603b1a1b-660b-5ad5-8e29-a9dd396ef8a3,71579d7f-8274-58d5-9ae5-7e8a02618ec6,Crystal Palace,West Brom,Crystal Palace_West Brom,Crystal Palace_West Brom_2014
2015,8,Crystal Palace,0.0,0.0,West Brom,2.0,0.0,0,Jonathan Moss,0,0,0,0,9056,Crystal Palace,West Brom,43c01c2f-9340-5659-865e-e15c0f94c355,f8870350-8d4c-5640-b1de-b12a8eec6fd5,Crystal Palace,West Brom,Crystal Palace_West Brom,Crystal Palace_West Brom_2015
2015,27,West Brom,0.0,0.0,Crystal Palace,3.0,2.0,0,Jonathan Moss,0,0,0,0,9251,West Brom,Crystal Palace,871a34ed-71b0-597c-8b92-8912c262f7bf,f8870350-8d4c-5640-b1de-b12a8eec6fd5,West Brom,Crystal Palace,Crystal Palace_West Brom,Crystal Palace_West Brom_2015
