season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2017,17,Liverpool,2.1,0.4,West Brom,0.0,0.0,2017-12-13,Paul Tierney,Anfield,Wed,20:00,"53,243",182,draw,draw,4ab36109-8005-5d48-b33f-3d67e7e63351,42bc601a-4100-5874-abb9-25cac9e48146,Liverpool,West Brom,Liverpool_West Brom,Liverpool_West Brom_2017
2017,35,West Brom,1.3,1.3,Liverpool,2.0,2.0,2018-04-21,Stuart Attwell,The Hawthorns,Sat,12:30,"24,520",375,draw,draw,aab51148-04f5-55e7-9707-50488c0fc521,42bc601a-4100-5874-abb9-25cac9e48146,West Brom,Liverpool,Liverpool_West Brom,Liverpool_West Brom_2017
2020,15,Liverpool,1.5,0.6,West Brom,1.0,1.0,2020-12-27,Kevin Friend,Anfield,Sun,16:30,"2,000",159,draw,draw,5a803623-d6c2-5956-85b6-8b22f541d663,c6bcfcdf-dec6-5036-9c29-298efd52ead2,Liverpool,West Brom,Liverpool_West Brom,Liverpool_West Brom_2020
2020,36,West Brom,1.0,1.9,Liverpool,1.0,2.0,2021-05-16,Mike Dean,The Hawthorns,Sun,16:30,0,416,Liverpool,West Brom,d3e48117-770d-5c36-9bf9-f5e318423c0f,c6bcfcdf-dec6-5036-9c29-298efd52ead2,West Brom,Liverpool,Liverpool_West Brom,Liverpool_West Brom_2020
2002,7,Liverpool,0.0,0.0,West Brom,2.0,0.0,0,David Elleray,0,0,0,0,4108,Liverpool,West Brom,6bb04d0f-d794-5d32-b7a6-8761bca4a1dc,a6db08ff-b8b2-54c6-8fcf-bd8485ff3371,Liverpool,West Brom,Liverpool_West Brom,Liverpool_West Brom_2002
2002,36,West Brom,0.0,0.0,Liverpool,0.0,6.0,0,Dermot Gallagher,0,0,0,0,4402,Liverpool,West Brom,179c4831-cc04-5150-af87-f7229afc3b98,a6db08ff-b8b2-54c6-8fcf-bd8485ff3371,West Brom,Liverpool,Liverpool_West Brom,Liverpool_West Brom_2002
2004,5,Liverpool,0.0,0.0,West Brom,3.0,0.0,0,Steve Dunn,0,0,0,0,4845,Liverpool,West Brom,0a37dc0c-09e2-5f31-b233-27f6f50068dd,0000bd35-27e2-5f8e-a069-bc2cf0bafbe5,Liverpool,West Brom,Liverpool_West Brom,Liverpool_West Brom_2004
2004,19,West Brom,0.0,0.0,Liverpool,0.0,5.0,0,Rob Styles,0,0,0,0,4992,Liverpool,West Brom,9062c4ac-9d9c-580f-bdc8-62263d1c4749,0000bd35-27e2-5f8e-a069-bc2cf0bafbe5,West Brom,Liverpool,Liverpool_West Brom,Liverpool_West Brom_2004
2005,20,Liverpool,0.0,0.0,West Brom,1.0,0.0,0,Alan Wiley,0,0,0,0,5372,Liverpool,West Brom,d5c7f77c-dd2d-5bcd-9210-aa6e20e90a8b,5587a48d-639c-5cb2-a9db-2225156629f8,Liverpool,West Brom,Liverpool_West Brom,Liverpool_West Brom_2005
2005,32,West Brom,0.0,0.0,Liverpool,0.0,2.0,0,Uriah Rennie,0,0,0,0,5496,Liverpool,West Brom,9c00ac18-4e9b-5d26-aca2-8ed7f0f8eecb,5587a48d-639c-5cb2-a9db-2225156629f8,West Brom,Liverpool,Liverpool_West Brom,Liverpool_West Brom_2005
