season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2001,17,Bolton,0.0,0.0,Charlton Ath,0.0,0.0,0,Chris Foy,0,0,0,0,3827,draw,draw,b07a3995-0e4b-5f68-9db9-f31480d5aa59,ff85cb5a-c0a4-508c-9763-92316824d130,Bolton,Charlton Ath,Bolton_Charlton Ath,Bolton_Charlton Ath_2001
2001,31,Charlton Ath,0.0,0.0,Bolton,1.0,2.0,0,Chris Foy,0,0,0,0,3968,Bolton,Charlton Ath,eb64ed6b-7178-56f0-8765-65727b8b589d,ff85cb5a-c0a4-508c-9763-92316824d130,Charlton Ath,Bolton,Bolton_Charlton Ath,Bolton_Charlton Ath_2001
2002,2,Bolton,0.0,0.0,Charlton Ath,1.0,2.0,0,Matt Messias,0,0,0,0,4065,Charlton Ath,Bolton,60b4a72b-84c3-52e6-9884-e57a133ed668,4d9a3e73-5822-5483-a836-ee9171861e5f,Bolton,Charlton Ath,Bolton_Charlton Ath,Bolton_Charlton Ath_2002
2002,24,Charlton Ath,0.0,0.0,Bolton,1.0,1.0,0,David Elleray,0,0,0,0,4278,draw,draw,26a29a45-1f20-5dde-98dc-c63a9de061d8,4d9a3e73-5822-5483-a836-ee9171861e5f,Charlton Ath,Bolton,Bolton_Charlton Ath,Bolton_Charlton Ath_2002
2003,4,Bolton,0.0,0.0,Charlton Ath,0.0,0.0,0,Alan Wiley,0,0,0,0,4455,draw,draw,c79c20ef-028f-5ca3-a615-2b3d66ae8bb7,87297c9b-2a0d-5cd4-aa1f-54d6fc903ca4,Bolton,Charlton Ath,Bolton_Charlton Ath,Bolton_Charlton Ath_2003
2003,23,Charlton Ath,0.0,0.0,Bolton,1.0,2.0,0,Andy D'Urso,0,0,0,0,4647,Bolton,Charlton Ath,5c85c5de-5dc9-59ce-944a-66d33d2de39c,87297c9b-2a0d-5cd4-aa1f-54d6fc903ca4,Charlton Ath,Bolton,Bolton_Charlton Ath,Bolton_Charlton Ath_2003
2004,1,Bolton,0.0,0.0,Charlton Ath,4.0,1.0,0,Phil Dowd,0,0,0,0,4810,Bolton,Charlton Ath,be45864c-5031-560a-927b-b68d2543aced,427276bf-3093-53c9-92ca-421f97d9ec12,Bolton,Charlton Ath,Bolton_Charlton Ath,Bolton_Charlton Ath_2004
2004,33,Charlton Ath,0.0,0.0,Bolton,1.0,2.0,0,Alan Wiley,0,0,0,0,5130,Bolton,Charlton Ath,74f906c3-3cc4-57ad-ba8d-209bd1f29489,427276bf-3093-53c9-92ca-421f97d9ec12,Charlton Ath,Bolton,Bolton_Charlton Ath,Bolton_Charlton Ath_2004
2005,11,Charlton Ath,0.0,0.0,Bolton,0.0,1.0,0,Mark Clattenburg,0,0,0,0,5283,Bolton,Charlton Ath,d0e458bc-470e-5af2-a621-b969874ea962,179c2cb5-689c-5e20-ae38-f362e414548d,Charlton Ath,Bolton,Bolton_Charlton Ath,Bolton_Charlton Ath_2005
2005,36,Bolton,0.0,0.0,Charlton Ath,4.0,1.0,0,Uriah Rennie,0,0,0,0,5534,Bolton,Charlton Ath,a97ccbf9-400d-5831-af9b-7eaa6ca22a8e,179c2cb5-689c-5e20-ae38-f362e414548d,Bolton,Charlton Ath,Bolton_Charlton Ath,Bolton_Charlton Ath_2005
2006,3,Charlton Ath,0.0,0.0,Bolton,2.0,0.0,0,Mike Dean,0,0,0,0,5590,Charlton Ath,Bolton,857f8618-c5fb-5603-a74c-8a72f51c2e18,a79576d5-2369-5560-b447-97856bb7165e,Charlton Ath,Bolton,Bolton_Charlton Ath,Bolton_Charlton Ath_2006
2006,25,Bolton,0.0,0.0,Charlton Ath,1.0,1.0,0,Lee Probert,0,0,0,0,5809,draw,draw,617844c3-69c3-5888-9844-16b347cefd72,a79576d5-2369-5560-b447-97856bb7165e,Bolton,Charlton Ath,Bolton_Charlton Ath,Bolton_Charlton Ath_2006
