season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2017,9,Southampton,2.0,0.4,West Brom,1.0,0.0,2017-10-21,Graham Scott,St. Mary's Stadium,Sat,17:30,"29,947",95,Southampton,West Brom,ece13f79-d1b4-5c2b-b238-db06f90d076b,383de633-c61d-561a-bddc-42a8fd4b9f07,Southampton,West Brom,Southampton_West Brom,Southampton_West Brom_2017
2017,26,West Brom,0.8,0.9,Southampton,2.0,3.0,2018-02-03,Michael Oliver,The Hawthorns,Sat,15:00,"25,911",277,Southampton,West Brom,ac2bb15a-878e-5e40-833a-02862002dc9d,383de633-c61d-561a-bddc-42a8fd4b9f07,West Brom,Southampton,Southampton_West Brom,Southampton_West Brom_2017
2020,4,Southampton,1.2,0.2,West Brom,2.0,0.0,2020-10-04,Chris Kavanagh,St. Mary's Stadium,Sun,12:00,0,35,Southampton,West Brom,1ff5f505-1d1f-50a1-aaef-367ebdfbc967,873e6857-6f1e-5103-9a56-559e5fdc0157,Southampton,West Brom,Southampton_West Brom,Southampton_West Brom_2020
2020,31,West Brom,3.0,1.5,Southampton,3.0,0.0,2021-04-12,Simon Hooper,The Hawthorns,Mon,18:00,0,354,West Brom,Southampton,f49dff1b-2c13-5d22-a24f-6b5e9e2b6513,873e6857-6f1e-5103-9a56-559e5fdc0157,West Brom,Southampton,Southampton_West Brom,Southampton_West Brom_2020
2002,6,West Brom,0.0,0.0,Southampton,1.0,0.0,0,Clive Wilkes,0,0,0,0,4099,West Brom,Southampton,fd56bc51-292c-5997-a54e-9ce96e3393f9,248b349f-5eb6-5d3d-be64-bc9250bb4d99,West Brom,Southampton,Southampton_West Brom,Southampton_West Brom_2002
2002,29,Southampton,0.0,0.0,West Brom,1.0,0.0,0,Dermot Gallagher,0,0,0,0,4325,Southampton,West Brom,36beb24c-2a32-55aa-ae1d-dcf0cab7ab4b,248b349f-5eb6-5d3d-be64-bc9250bb4d99,Southampton,West Brom,Southampton_West Brom,Southampton_West Brom_2002
2004,12,Southampton,0.0,0.0,West Brom,2.0,2.0,0,Stephen Bennett,0,0,0,0,4920,draw,draw,88ac5e50-0d41-5942-b1b8-76c6ec209bd5,f476a223-5846-59ed-842f-d252a3d416e6,Southampton,West Brom,Southampton_West Brom,Southampton_West Brom_2004
2004,27,West Brom,0.0,0.0,Southampton,0.0,0.0,0,Mike Riley,0,0,0,0,5073,draw,draw,b4ed841c-02ec-5ac9-8552-f9e310924357,f476a223-5846-59ed-842f-d252a3d416e6,West Brom,Southampton,Southampton_West Brom,Southampton_West Brom_2004
2012,10,West Brom,0.0,0.0,Southampton,2.0,0.0,0,Mark Halsey,0,0,0,0,7944,West Brom,Southampton,1e92f54c-d93a-5522-91c2-1b71b59406b9,30849146-6384-544f-a1b3-0533cdc84c42,West Brom,Southampton,Southampton_West Brom,Southampton_West Brom_2012
2012,35,Southampton,0.0,0.0,West Brom,0.0,3.0,0,Bobby Madley,0,0,0,0,8187,West Brom,Southampton,f6763d79-8dde-5404-af66-8c2c1df1d982,30849146-6384-544f-a1b3-0533cdc84c42,Southampton,West Brom,Southampton_West Brom,Southampton_West Brom_2012
2013,1,West Brom,0.0,0.0,Southampton,0.0,1.0,0,Kevin Friend,0,0,0,0,8230,Southampton,West Brom,3bacfe46-288e-5f1c-b73c-9e628b8f890d,9e7c077c-475a-5f3f-a8c9-10bf43e5e8b8,West Brom,Southampton,Southampton_West Brom,Southampton_West Brom_2013
2013,21,Southampton,0.0,0.0,West Brom,1.0,0.0,0,Howard Webb,0,0,0,0,8428,Southampton,West Brom,169a58af-d447-536b-b9a4-069e9a53527b,9e7c077c-475a-5f3f-a8c9-10bf43e5e8b8,Southampton,West Brom,Southampton_West Brom,Southampton_West Brom_2013
2014,2,Southampton,0.0,0.0,West Brom,0.0,0.0,0,Roger East,0,0,0,0,8620,draw,draw,deebd11f-0b83-5582-89f6-3dfa0f095929,2f2f0840-6130-570d-9952-cf21d5f12dc2,Southampton,West Brom,Southampton_West Brom,Southampton_West Brom_2014
2014,27,West Brom,0.0,0.0,Southampton,1.0,0.0,0,Philip Dowd,0,0,0,0,8871,West Brom,Southampton,4fd98d42-39c2-535b-8946-46b14fb38a46,2f2f0840-6130-570d-9952-cf21d5f12dc2,West Brom,Southampton,Southampton_West Brom,Southampton_West Brom_2014
2015,5,West Brom,0.0,0.0,Southampton,0.0,0.0,0,Stuart Attwell,0,0,0,0,9030,draw,draw,67e70aeb-c936-5f29-82dc-babf5ddf7a6d,a3a8f527-9802-5143-991e-4006464ba51a,West Brom,Southampton,Southampton_West Brom,Southampton_West Brom_2015
2015,22,Southampton,0.0,0.0,West Brom,3.0,0.0,0,Martin Atkinson,0,0,0,0,9198,Southampton,West Brom,c1d3f50e-6f61-59c6-8127-0fddd882046d,a3a8f527-9802-5143-991e-4006464ba51a,Southampton,West Brom,Southampton_West Brom,Southampton_West Brom_2015
