season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2021,18,Southampton,1.4,0.5,Brentford,4.0,1.0,2022-01-11,Stuart Attwell,St. Mary's Stadium,Tue,19:45,"27,383",212,Southampton,Brentford,558e7388-40dd-5a3d-b346-0afc6ff5f9ba,1f59816d-0b56-5ece-9bff-314ec5e3bc67,Southampton,Brentford,Brentford_Southampton,Brentford_Southampton_2021
2021,36,Brentford,2.6,1.4,Southampton,3.0,0.0,2022-05-07,Michael Salisbury,Brentford Community Stadium,Sat,15:00,"17,051",401,Brentford,Southampton,32f3bed2-48a8-578c-b55c-8b3978d3e8d9,1f59816d-0b56-5ece-9bff-314ec5e3bc67,Brentford,Southampton,Brentford_Southampton,Brentford_Southampton_2021
