season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2002,21,Manchester Utd,0.0,0.0,Birmingham City,2.0,0.0,0,Mike Dean,0,0,0,0,4246,Manchester Utd,Birmingham City,c1c98dbd-d3f2-51de-b013-7ac32ebf56fd,ca1cc635-5718-599c-b3b0-f91a844fd93b,Manchester Utd,Birmingham City,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2002
2002,25,Birmingham City,0.0,0.0,Manchester Utd,0.0,1.0,0,Steve Dunn,0,0,0,0,4303,Manchester Utd,Birmingham City,214a7d3f-3796-5f25-8c69-6c7074538799,ca1cc635-5718-599c-b3b0-f91a844fd93b,Birmingham City,Manchester Utd,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2002
2003,8,Manchester Utd,0.0,0.0,Birmingham City,3.0,0.0,0,Mike Dean,0,0,0,0,4497,Manchester Utd,Birmingham City,31a44d48-63d2-5a51-b95a-61c79cec2564,60c5bc91-f610-5a3a-93cd-f048aa1f64c9,Manchester Utd,Birmingham City,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2003
2003,32,Birmingham City,0.0,0.0,Manchester Utd,1.0,2.0,0,Dermot Gallagher,0,0,0,0,4740,Manchester Utd,Birmingham City,d7fcc49a-6c01-587f-a0fb-eec4552484cf,60c5bc91-f610-5a3a-93cd-f048aa1f64c9,Birmingham City,Manchester Utd,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2003
2004,9,Birmingham City,0.0,0.0,Manchester Utd,0.0,0.0,0,Mark Halsey,0,0,0,0,4892,draw,draw,ed7db925-e10e-59cc-a1a2-73126c75ce27,9b7052ce-1922-5c0c-a57f-6fb3e7923605,Birmingham City,Manchester Utd,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2004
2004,26,Manchester Utd,0.0,0.0,Birmingham City,2.0,0.0,0,Dermot Gallagher,0,0,0,0,5063,Manchester Utd,Birmingham City,7a317bfb-6100-5b38-a943-0579630510f6,9b7052ce-1922-5c0c-a57f-6fb3e7923605,Manchester Utd,Birmingham City,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2004
2005,19,Birmingham City,0.0,0.0,Manchester Utd,2.0,2.0,0,Howard Webb,0,0,0,0,5364,draw,draw,475694e8-8533-54a0-80b0-227649b3f5f9,24c2b090-7c75-526a-9d7c-56b5eb658de2,Birmingham City,Manchester Utd,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2005
2005,31,Manchester Utd,0.0,0.0,Birmingham City,3.0,0.0,0,Mike Dean,0,0,0,0,5489,Manchester Utd,Birmingham City,cee859a7-cbc3-5f79-b30f-3574a7ea1c82,24c2b090-7c75-526a-9d7c-56b5eb658de2,Manchester Utd,Birmingham City,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2005
2007,8,Birmingham City,0.0,0.0,Manchester Utd,0.0,1.0,0,Stephen Bennett,0,0,0,0,6019,Manchester Utd,Birmingham City,330c3bd9-b7db-51f4-abd0-4f223b7ce1a5,fb0a70cb-8d75-560f-8cee-69b6efd839a5,Birmingham City,Manchester Utd,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2007
2007,21,Manchester Utd,0.0,0.0,Birmingham City,1.0,0.0,0,Peter Walton,0,0,0,0,6145,Manchester Utd,Birmingham City,de05acd5-f5b6-5ad6-af1a-ac7d93523941,fb0a70cb-8d75-560f-8cee-69b6efd839a5,Manchester Utd,Birmingham City,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2007
2009,1,Manchester Utd,0.0,0.0,Birmingham City,1.0,0.0,0,Lee Mason,0,0,0,0,6715,Manchester Utd,Birmingham City,e1ffce80-9a9a-51c6-80be-ebaa25451153,c0a928d9-8ed7-5802-bae3-2fe08beb22e3,Manchester Utd,Birmingham City,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2009
2009,21,Birmingham City,0.0,0.0,Manchester Utd,1.0,1.0,0,Mark Clattenburg,0,0,0,0,6903,draw,draw,2e5877aa-f6eb-55bb-987b-c6429e3be8a4,c0a928d9-8ed7-5802-bae3-2fe08beb22e3,Birmingham City,Manchester Utd,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2009
2010,20,Birmingham City,0.0,0.0,Manchester Utd,1.0,1.0,0,Lee Mason,0,0,0,0,7267,draw,draw,d3109e35-1bd4-5b2d-8fd5-944662bd5e6a,09dc738b-80c1-5008-a9a7-ddd2cd66e30b,Birmingham City,Manchester Utd,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2010
2010,24,Manchester Utd,0.0,0.0,Birmingham City,5.0,0.0,0,Mike Jones,0,0,0,0,7313,Manchester Utd,Birmingham City,94b31c67-0538-5d8a-a3f9-b685833df17a,09dc738b-80c1-5008-a9a7-ddd2cd66e30b,Manchester Utd,Birmingham City,Birmingham City_Manchester Utd,Birmingham City_Manchester Utd_2010
