season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1996,11,Sunderland,0.0,0.0,Aston Villa,1.0,0.0,0,Paul Alcock,0,0,0,0,1871,Sunderland,Aston Villa,631329c3-715b-5826-ae08-2533a81bab91,7cac07d6-2570-5e51-a310-d370cb3203cf,Sunderland,Aston Villa,Aston Villa_Sunderland,Aston Villa_Sunderland_1996
1996,25,Aston Villa,0.0,0.0,Sunderland,1.0,0.0,0,Stephen Lodge,0,0,0,0,2001,Aston Villa,Sunderland,c444bd3d-5db0-5f8f-a68a-d28bde9d4fc6,7cac07d6-2570-5e51-a310-d370cb3203cf,Aston Villa,Sunderland,Aston Villa_Sunderland,Aston Villa_Sunderland_1996
1999,11,Sunderland,0.0,0.0,Aston Villa,2.0,1.0,0,David Elleray,0,0,0,0,3011,Sunderland,Aston Villa,db784605-86c8-5d87-b0eb-e81019d54252,d834e6cc-2870-51fa-8ad6-0c865948ec9c,Sunderland,Aston Villa,Aston Villa_Sunderland,Aston Villa_Sunderland_1999
1999,36,Aston Villa,0.0,0.0,Sunderland,1.0,1.0,0,Andy D'Urso,0,0,0,0,3258,draw,draw,fcd5e71e-24be-50ab-8041-91a91f5518a2,d834e6cc-2870-51fa-8ad6-0c865948ec9c,Aston Villa,Sunderland,Aston Villa_Sunderland,Aston Villa_Sunderland_1999
2000,10,Aston Villa,0.0,0.0,Sunderland,0.0,0.0,0,Peter Jones,0,0,0,0,3383,draw,draw,3ed6c48d-d929-5b64-b9a7-4534c692a10b,86add25e-72c2-59da-a3fc-9c9e613e0318,Aston Villa,Sunderland,Aston Villa_Sunderland,Aston Villa_Sunderland_2000
2000,29,Sunderland,0.0,0.0,Aston Villa,1.0,1.0,0,Stephen Lodge,0,0,0,0,3569,draw,draw,602d450c-538e-5379-99c6-45133aa949b3,86add25e-72c2-59da-a3fc-9c9e613e0318,Sunderland,Aston Villa,Aston Villa_Sunderland,Aston Villa_Sunderland_2000
2001,5,Aston Villa,0.0,0.0,Sunderland,0.0,0.0,0,Uriah Rennie,0,0,0,0,3710,draw,draw,d907a04f-d39a-55be-8b09-7f6f621d2b08,2457ef47-1480-5e63-bd52-771626f064f5,Aston Villa,Sunderland,Aston Villa_Sunderland,Aston Villa_Sunderland_2001
2001,21,Sunderland,0.0,0.0,Aston Villa,1.0,1.0,0,Mike Riley,0,0,0,0,3864,draw,draw,5c067128-ac87-5c88-bc09-2282dd0de748,2457ef47-1480-5e63-bd52-771626f064f5,Sunderland,Aston Villa,Aston Villa_Sunderland,Aston Villa_Sunderland_2001
2002,8,Sunderland,0.0,0.0,Aston Villa,1.0,0.0,0,Neale Barry,0,0,0,0,4114,Sunderland,Aston Villa,c41aad43-dbf4-5b88-9e04-cf8233dd8d2e,6db8f5b4-60fd-544b-bcb2-7aed528c4fec,Sunderland,Aston Villa,Aston Villa_Sunderland,Aston Villa_Sunderland_2002
2002,37,Aston Villa,0.0,0.0,Sunderland,1.0,0.0,0,Steve Dunn,0,0,0,0,4411,Aston Villa,Sunderland,7e296a6a-8d25-5e6a-987b-bab8d2735d4a,6db8f5b4-60fd-544b-bcb2-7aed528c4fec,Aston Villa,Sunderland,Aston Villa_Sunderland,Aston Villa_Sunderland_2002
