season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2002,14,Leeds United,0.0,0.0,Bolton,2.0,4.0,0,Alan Wiley,0,0,0,0,4181,Bolton,Leeds United,e457a83a-cd58-5532-898e-971a471b08ca,1697abeb-ffda-5e95-8486-d624f61c9237,Leeds United,Bolton,Bolton_Leeds United,Bolton_Leeds United_2002
2002,18,Bolton,0.0,0.0,Leeds United,0.0,3.0,0,Graham Poll,0,0,0,0,4224,Leeds United,Bolton,a05a9fa0-3945-5251-8f7d-f030f0f95efc,1697abeb-ffda-5e95-8486-d624f61c9237,Bolton,Leeds United,Bolton_Leeds United,Bolton_Leeds United_2002
