season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2008,10,Hull City,0.0,0.0,Chelsea,0.0,3.0,0,Andre Marriner,0,0,0,0,6417,Chelsea,Hull City,55fdb4a1-c276-59e4-987c-16eec9c547a9,f458639e-e529-5f18-b8b7-47d11786fd78,Hull City,Chelsea,Chelsea_Hull City,Chelsea_Hull City_2008
2008,25,Chelsea,0.0,0.0,Hull City,0.0,0.0,0,Lee Mason,0,0,0,0,6563,draw,draw,a13854ea-a801-5171-a976-4abd6fdc516d,f458639e-e529-5f18-b8b7-47d11786fd78,Chelsea,Hull City,Chelsea_Hull City,Chelsea_Hull City_2008
