season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1992,11,Middlesbrough,0.0,0.0,Manchester Utd,1.0,1.0,0,Mike Reed,0,0,0,0,114,draw,draw,192a63e5-48d3-5a5d-800d-c6f5b7d6ecbe,a63fd16a-8580-5fd5-99aa-b82df91508a6,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_1992
1992,31,Manchester Utd,0.0,0.0,Middlesbrough,3.0,0.0,0,Keith Hackett,0,0,0,0,325,Manchester Utd,Middlesbrough,ec964e98-23cb-530f-965d-e4486d05e642,a63fd16a-8580-5fd5-99aa-b82df91508a6,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_1992
1995,11,Manchester Utd,0.0,0.0,Middlesbrough,2.0,0.0,0,Stephen Lodge,0,0,0,0,1488,Manchester Utd,Middlesbrough,bd048dd2-48c6-5c01-91cf-4199ee457afb,d9c53a59-aa3d-540f-8878-a97b4ae981ea,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_1995
1995,38,Middlesbrough,0.0,0.0,Manchester Utd,0.0,3.0,0,Paul Durkin,0,0,0,0,1758,Manchester Utd,Middlesbrough,b7029142-1203-52fe-82f5-364a51df37d0,d9c53a59-aa3d-540f-8878-a97b4ae981ea,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_1995
1996,14,Middlesbrough,0.0,0.0,Manchester Utd,2.0,2.0,0,Alan Wilkie,0,0,0,0,1901,draw,draw,77780838-1de9-5a74-a0cc-d9997c96d315,52e035fd-4eb7-58fc-a459-fda3ea7a223e,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_1996
1996,26,Manchester Utd,0.0,0.0,Middlesbrough,3.0,3.0,0,Dermot Gallagher,0,0,0,0,2130,draw,draw,f05ef70f-c5ca-5a2d-8e23-5994162214c2,52e035fd-4eb7-58fc-a459-fda3ea7a223e,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_1996
1998,18,Manchester Utd,0.0,0.0,Middlesbrough,2.0,3.0,0,Gary Willard,0,0,0,0,2701,Middlesbrough,Manchester Utd,b6793409-6778-5245-ae1f-27fa847db416,b7dea079-3c26-5c7b-b471-e9ce2790765f,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_1998
1998,37,Middlesbrough,0.0,0.0,Manchester Utd,0.0,1.0,0,Graham Barber,0,0,0,0,2892,Manchester Utd,Middlesbrough,e1bfbc06-cbc1-5c59-b633-6abbb2a2e548,b7dea079-3c26-5c7b-b471-e9ce2790765f,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_1998
1999,21,Manchester Utd,0.0,0.0,Middlesbrough,1.0,0.0,0,Andy D'Urso,0,0,0,0,3131,Manchester Utd,Middlesbrough,23865547-ad02-584e-957d-496c3510afac,9fcc36a0-846e-5f0d-a17b-740a85beb2e1,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_1999
1999,32,Middlesbrough,0.0,0.0,Manchester Utd,3.0,4.0,0,Paul Durkin,0,0,0,0,3223,Manchester Utd,Middlesbrough,c5fae512-b011-5608-a6e2-9492138efb45,9fcc36a0-846e-5f0d-a17b-740a85beb2e1,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_1999
2000,13,Manchester Utd,0.0,0.0,Middlesbrough,2.0,1.0,0,Paul Durkin,0,0,0,0,3408,Manchester Utd,Middlesbrough,7ea57801-eb68-528a-8410-044508263efa,fdaaf37d-9fd0-5ec6-bdeb-01fea01dc60f,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2000
2000,36,Middlesbrough,0.0,0.0,Manchester Utd,0.0,2.0,0,Stephen Lodge,0,0,0,0,3632,Manchester Utd,Middlesbrough,c2a6bf5d-f743-5ce8-adcb-75d8a31d9951,fdaaf37d-9fd0-5ec6-bdeb-01fea01dc60f,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2000
2001,17,Middlesbrough,0.0,0.0,Manchester Utd,0.0,1.0,0,David Elleray,0,0,0,0,3828,Manchester Utd,Middlesbrough,cfbec2de-5953-5599-a1b9-b95dd1cbc936,82ecb6e7-4021-523a-ace7-258932411a49,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2001
2001,31,Manchester Utd,0.0,0.0,Middlesbrough,0.0,1.0,0,Stephen Bennett,0,0,0,0,3972,Middlesbrough,Manchester Utd,484d73e1-4784-5850-b345-246d23a4335e,82ecb6e7-4021-523a-ace7-258932411a49,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2001
2002,3,Manchester Utd,0.0,0.0,Middlesbrough,1.0,0.0,0,Mike Riley,0,0,0,0,4083,Manchester Utd,Middlesbrough,85c84d15-9caf-5c01-b2ab-ff5881d38b52,ed4ac3dc-0ed4-5393-8837-fc9289dedaa9,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2002
2002,20,Middlesbrough,0.0,0.0,Manchester Utd,3.0,1.0,0,Graham Barber,0,0,0,0,4244,Middlesbrough,Manchester Utd,4826c21b-a07a-5485-a4ea-e674de9cfe68,ed4ac3dc-0ed4-5393-8837-fc9289dedaa9,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2002
2003,19,Middlesbrough,0.0,0.0,Manchester Utd,0.0,1.0,0,Matt Messias,0,0,0,0,4605,Manchester Utd,Middlesbrough,267f7e0a-92fb-53cf-b426-9e7f4094fd82,cb0ff0d9-0691-5d66-8b82-7d0c09a5cdba,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2003
2003,25,Manchester Utd,0.0,0.0,Middlesbrough,2.0,3.0,0,Paul Durkin,0,0,0,0,4668,Middlesbrough,Manchester Utd,22a9e6e0-33be-5042-ad7c-6f649ce86d09,cb0ff0d9-0691-5d66-8b82-7d0c09a5cdba,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2003
2004,8,Manchester Utd,0.0,0.0,Middlesbrough,1.0,1.0,0,Rob Styles,0,0,0,0,4881,draw,draw,8efe06db-0f50-5092-a87c-53e74d55653a,5af1a62b-466e-5308-9f22-8f072c40db46,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2004
2004,21,Middlesbrough,0.0,0.0,Manchester Utd,0.0,2.0,0,Alan Wiley,0,0,0,0,5008,Manchester Utd,Middlesbrough,6fdb67c3-ca7f-5ad4-a569-d1b58097fd59,5af1a62b-466e-5308-9f22-8f072c40db46,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2004
2005,11,Middlesbrough,0.0,0.0,Manchester Utd,4.0,1.0,0,Alan Wiley,0,0,0,0,5286,Middlesbrough,Manchester Utd,2ef276e3-9484-59d9-a1a3-d6e89fffae02,5b658e59-a207-5c84-ae48-1da1643c7b3e,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2005
2005,36,Manchester Utd,0.0,0.0,Middlesbrough,0.0,0.0,0,Chris Foy,0,0,0,0,5549,draw,draw,22c5ceed-ff18-5001-a275-d472cc162abe,5b658e59-a207-5c84-ae48-1da1643c7b3e,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2005
2006,16,Middlesbrough,0.0,0.0,Manchester Utd,1.0,2.0,0,Chris Foy,0,0,0,0,5715,Manchester Utd,Middlesbrough,75f37d83-94cb-5fac-96db-97ae33599feb,dc1d29c2-0c76-5795-b988-50a776b8c0ac,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2006
2006,35,Manchester Utd,0.0,0.0,Middlesbrough,1.0,1.0,0,Peter Walton,0,0,0,0,5905,draw,draw,fda7858d-bacd-5efd-a015-55a9f81c3d13,dc1d29c2-0c76-5795-b988-50a776b8c0ac,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2006
2007,11,Manchester Utd,0.0,0.0,Middlesbrough,4.0,1.0,0,Alan Wiley,0,0,0,0,6044,Manchester Utd,Middlesbrough,5fd41198-62d0-5d12-a492-df862ea8cad3,c1ce9940-883d-5663-ad4a-86594708956d,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2007
2007,33,Middlesbrough,0.0,0.0,Manchester Utd,2.0,2.0,0,Mike Riley,0,0,0,0,6273,draw,draw,d29c8aaf-7251-54e9-85dd-a6b3c257f955,c1ce9940-883d-5663-ad4a-86594708956d,Middlesbrough,Manchester Utd,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2007
2008,20,Manchester Utd,0.0,0.0,Middlesbrough,1.0,0.0,0,Martin Atkinson,0,0,0,0,6522,Manchester Utd,Middlesbrough,3358e50a-a97b-577c-b28e-9027b7b53fe9,bb2245c5-7673-5f3c-ad12-9bce1355daf0,Manchester Utd,Middlesbrough,Manchester Utd_Middlesbrough,Manchester Utd_Middlesbrough_2008
