season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1992,22,Manchester Utd,0.0,0.0,Coventry City,5.0,0.0,0,Ron Groves,0,0,0,0,230,Manchester Utd,Coventry City,36d48ba2-62b0-505b-ad4c-b2a46c4fafe7,0b46b3d1-8701-5a90-a47c-4b4b7dbc2475,Manchester Utd,Coventry City,Coventry City_Manchester Utd,Coventry City_Manchester Utd_1992
1992,39,Coventry City,0.0,0.0,Manchester Utd,0.0,1.0,0,Rodger Gifford,0,0,0,0,406,Manchester Utd,Coventry City,d4729ac7-f8dc-58a6-b5c7-24764397ae2b,0b46b3d1-8701-5a90-a47c-4b4b7dbc2475,Coventry City,Manchester Utd,Coventry City_Manchester Utd,Coventry City_Manchester Utd_1992
1993,17,Coventry City,0.0,0.0,Manchester Utd,0.0,1.0,0,Stephen Lodge,0,0,0,0,642,Manchester Utd,Coventry City,82f48420-4d90-55d8-a3b4-a26ee6d4854b,d5dde18e-8125-504c-9121-bc875281b2e4,Coventry City,Manchester Utd,Coventry City_Manchester Utd,Coventry City_Manchester Utd_1993
1993,42,Manchester Utd,0.0,0.0,Coventry City,0.0,0.0,0,Stephen Lodge,0,0,0,0,923,draw,draw,5df014a9-4001-5e41-8ae1-41f5788ee42b,d5dde18e-8125-504c-9121-bc875281b2e4,Manchester Utd,Coventry City,Coventry City_Manchester Utd,Coventry City_Manchester Utd_1993
1994,23,Manchester Utd,0.0,0.0,Coventry City,2.0,0.0,0,Gary Willard,0,0,0,0,1173,Manchester Utd,Coventry City,68f293cb-5723-5a51-af2e-929277abf2eb,49578869-4600-5cd3-a0be-34c225916b8c,Manchester Utd,Coventry City,Coventry City_Manchester Utd,Coventry City_Manchester Utd_1994
1994,40,Coventry City,0.0,0.0,Manchester Utd,2.0,3.0,0,Philip Don,0,0,0,0,1352,Manchester Utd,Coventry City,1adb5d92-0a54-5481-9c26-87ae0563195a,49578869-4600-5cd3-a0be-34c225916b8c,Coventry City,Manchester Utd,Coventry City_Manchester Utd,Coventry City_Manchester Utd_1994
1995,14,Coventry City,0.0,0.0,Manchester Utd,0.0,4.0,0,Keith Burge,0,0,0,0,1522,Manchester Utd,Coventry City,fdf4a3e9-e3b9-5e52-9d1e-c5a9de0f5287,a1bd578a-7718-57cf-8cc4-a704fce35c3b,Coventry City,Manchester Utd,Coventry City_Manchester Utd,Coventry City_Manchester Utd_1995
1995,35,Manchester Utd,0.0,0.0,Coventry City,1.0,0.0,0,Dermot Gallagher,0,0,0,0,1724,Manchester Utd,Coventry City,4a5b4e70-8f27-59ef-881f-e67ca759df3f,a1bd578a-7718-57cf-8cc4-a704fce35c3b,Manchester Utd,Coventry City,Coventry City_Manchester Utd,Coventry City_Manchester Utd_1995
1996,23,Coventry City,0.0,0.0,Manchester Utd,0.0,2.0,0,Steve Dunn,0,0,0,0,1987,Manchester Utd,Coventry City,56c8462c-8ba2-5115-b42e-3c41e1955a6f,d6678cc9-8d54-5fdf-a686-51c27fce649e,Coventry City,Manchester Utd,Coventry City_Manchester Utd,Coventry City_Manchester Utd_1996
1996,28,Manchester Utd,0.0,0.0,Coventry City,3.0,1.0,0,Graham Barber,0,0,0,0,2032,Manchester Utd,Coventry City,87dd474b-a17c-5b91-90c8-c595e6d23f01,d6678cc9-8d54-5fdf-a686-51c27fce649e,Manchester Utd,Coventry City,Coventry City_Manchester Utd,Coventry City_Manchester Utd_1996
