season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2002,13,Chelsea,0.0,0.0,Birmingham City,3.0,0.0,0,David Pugh,0,0,0,0,4168,Chelsea,Birmingham City,e4f02db7-d2d9-5d0f-a235-03f03b64cfdc,acdd06d8-c113-511b-8c14-69b68234346a,Chelsea,Birmingham City,Birmingham City_Chelsea,Birmingham City_Chelsea_2002
2002,27,Birmingham City,0.0,0.0,Chelsea,1.0,3.0,0,Mark Halsey,0,0,0,0,4311,Chelsea,Birmingham City,e000bfd2-be24-5170-aee2-9f62179272fa,acdd06d8-c113-511b-8c14-69b68234346a,Birmingham City,Chelsea,Birmingham City_Chelsea,Birmingham City_Chelsea_2002
2003,3,Birmingham City,0.0,0.0,Chelsea,0.0,0.0,0,Neale Barry,0,0,0,0,4504,draw,draw,93afce63-0ec2-52b0-abee-212f98229d1e,a514848b-7856-59e4-b58c-5b3d0f068407,Birmingham City,Chelsea,Birmingham City_Chelsea,Birmingham City_Chelsea_2003
2003,22,Chelsea,0.0,0.0,Birmingham City,0.0,0.0,0,Jeff Winter,0,0,0,0,4642,draw,draw,57953736-d8a7-5545-b3c7-824dbf47c2a6,a514848b-7856-59e4-b58c-5b3d0f068407,Chelsea,Birmingham City,Birmingham City_Chelsea,Birmingham City_Chelsea_2003
2004,2,Birmingham City,0.0,0.0,Chelsea,0.0,1.0,0,Barry Knight,0,0,0,0,4819,Chelsea,Birmingham City,386a5b59-82ed-50fd-8291-048cf88cea0e,ea547f15-2921-5791-a4c4-1d525849cc88,Birmingham City,Chelsea,Birmingham City_Chelsea,Birmingham City_Chelsea_2004
2004,32,Chelsea,0.0,0.0,Birmingham City,1.0,1.0,0,Chris Foy,0,0,0,0,5117,draw,draw,3d921d5b-d37d-580d-9633-0f7a21e780ea,ea547f15-2921-5791-a4c4-1d525849cc88,Chelsea,Birmingham City,Birmingham City_Chelsea,Birmingham City_Chelsea_2004
2005,20,Chelsea,0.0,0.0,Birmingham City,2.0,0.0,0,Mike Dean,0,0,0,0,5370,Chelsea,Birmingham City,e69dda11-1138-5ab1-ae3b-dbee89aacf92,7001874b-3cdf-5f56-82e3-f80842b0ded2,Chelsea,Birmingham City,Birmingham City_Chelsea,Birmingham City_Chelsea_2005
2005,32,Birmingham City,0.0,0.0,Chelsea,0.0,0.0,0,Dermot Gallagher,0,0,0,0,5498,draw,draw,0c2c61c6-a38c-580b-972c-4504be094173,7001874b-3cdf-5f56-82e3-f80842b0ded2,Birmingham City,Chelsea,Birmingham City_Chelsea,Birmingham City_Chelsea_2005
2007,1,Chelsea,0.0,0.0,Birmingham City,3.0,2.0,0,Stephen Bennett,0,0,0,0,5955,Chelsea,Birmingham City,41ef876a-b18b-5110-91eb-16157180f88a,806de776-73a2-5d81-877e-1056e8faea0d,Chelsea,Birmingham City,Birmingham City_Chelsea,Birmingham City_Chelsea_2007
2007,23,Birmingham City,0.0,0.0,Chelsea,0.0,1.0,0,Rob Styles,0,0,0,0,6168,Chelsea,Birmingham City,bfac625a-24c0-57ac-955c-e20cf567618d,806de776-73a2-5d81-877e-1056e8faea0d,Birmingham City,Chelsea,Birmingham City_Chelsea,Birmingham City_Chelsea_2007
2009,19,Birmingham City,0.0,0.0,Chelsea,0.0,0.0,0,Peter Walton,0,0,0,0,6883,draw,draw,4c1fa919-d0c6-5640-9bf1-aa58838d5967,eb39e080-3fee-55e7-86fe-0f88e31cdad0,Birmingham City,Chelsea,Birmingham City_Chelsea,Birmingham City_Chelsea_2009
2009,23,Chelsea,0.0,0.0,Birmingham City,3.0,0.0,0,Stephen Bennett,0,0,0,0,6922,Chelsea,Birmingham City,b148cdf0-d3ef-5a2a-9f33-14f6d9114f28,eb39e080-3fee-55e7-86fe-0f88e31cdad0,Chelsea,Birmingham City,Birmingham City_Chelsea,Birmingham City_Chelsea_2009
2010,14,Birmingham City,0.0,0.0,Chelsea,1.0,0.0,0,Mark Halsey,0,0,0,0,7222,Birmingham City,Chelsea,7d30a7bd-566f-585c-b100-4e2c60c8bd93,08eb55f9-43c3-52e5-b481-cebdc97cc31e,Birmingham City,Chelsea,Birmingham City_Chelsea,Birmingham City_Chelsea_2010
2010,28,Chelsea,0.0,0.0,Birmingham City,3.0,1.0,0,Mike Jones,0,0,0,0,7411,Chelsea,Birmingham City,cbfedac1-e2bb-56b8-91f0-ca82e7a03891,08eb55f9-43c3-52e5-b481-cebdc97cc31e,Chelsea,Birmingham City,Birmingham City_Chelsea,Birmingham City_Chelsea_2010
