season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1992,1,Crystal Palace,0.0,0.0,Blackburn,3.0,3.0,0,Roger Milford,0,0,0,0,4,draw,draw,176ca42b-33bb-5d9f-94f9-dd80dda161fa,97ba614f-4ce1-5710-bddf-d99ad31b52d0,Crystal Palace,Blackburn,Blackburn_Crystal Palace,Blackburn_Crystal Palace_1992
1992,27,Blackburn,0.0,0.0,Crystal Palace,1.0,2.0,0,Philip Wright,0,0,0,0,282,Crystal Palace,Blackburn,88795485-8deb-565c-9c99-15da59a74264,97ba614f-4ce1-5710-bddf-d99ad31b52d0,Blackburn,Crystal Palace,Blackburn_Crystal Palace,Blackburn_Crystal Palace_1992
