season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1993,13,Blackburn,0.0,0.0,Tottenham,1.0,0.0,0,Alan Wilkie,0,0,0,0,597,Blackburn,Tottenham,10395c13-6d50-5a48-b83c-ca82348ea3ea,af414e25-8ef2-580b-9d9a-d0a9d734a70f,Blackburn,Tottenham,Blackburn_Tottenham,Blackburn_Tottenham_1993
1993,29,Tottenham,0.0,0.0,Blackburn,0.0,2.0,0,Jim Borrett,0,0,0,0,760,Blackburn,Tottenham,074acede-d831-52ea-b076-72ee281e34fd,af414e25-8ef2-580b-9d9a-d0a9d734a70f,Tottenham,Blackburn,Blackburn_Tottenham,Blackburn_Tottenham_1993
