season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2009,19,Sunderland,0.0,0.0,Everton,1.0,1.0,0,Martin Atkinson,0,0,0,0,6885,draw,draw,4c526783-1367-559a-8f28-33934a1b480d,cb2d69a7-64f3-565e-8fe5-ba6fa92fec43,Sunderland,Everton,Everton_Sunderland,Everton_Sunderland_2009
2009,23,Everton,0.0,0.0,Sunderland,2.0,0.0,0,Phil Dowd,0,0,0,0,6925,Everton,Sunderland,b5d7e238-9107-594d-9f2d-4c2594dd131f,cb2d69a7-64f3-565e-8fe5-ba6fa92fec43,Everton,Sunderland,Everton_Sunderland,Everton_Sunderland_2009
