season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1992,20,Nott'ham Forest,0.0,0.0,Wimbledon,1.0,1.0,0,Robbie Hart,0,0,0,0,218,draw,draw,c15d11e9-0d36-52a0-b11d-e4d80e016ed1,6d9ae04d-6548-5c58-bce5-ac3f789f8344,Nott'ham Forest,Wimbledon,Nott'ham Forest_Wimbledon,Nott'ham Forest_Wimbledon_1992
1992,40,Wimbledon,0.0,0.0,Nott'ham Forest,1.0,0.0,0,Keren Barratt,0,0,0,0,417,Wimbledon,Nott'ham Forest,53e72b35-e7ef-5076-aac0-e6490bdb60b3,6d9ae04d-6548-5c58-bce5-ac3f789f8344,Wimbledon,Nott'ham Forest,Nott'ham Forest_Wimbledon,Nott'ham Forest_Wimbledon_1992
1994,10,Nott'ham Forest,0.0,0.0,Wimbledon,3.0,1.0,0,Robbie Hart,0,0,0,0,1032,Nott'ham Forest,Wimbledon,2f874d48-c59c-5099-88f9-11998a8ab41f,d5a1ee9c-9ce5-5f41-b3ae-fb41bb41014d,Nott'ham Forest,Wimbledon,Nott'ham Forest_Wimbledon,Nott'ham Forest_Wimbledon_1994
1994,42,Wimbledon,0.0,0.0,Nott'ham Forest,2.0,2.0,0,Stephen Lodge,0,0,0,0,1375,draw,draw,19b064d9-aaf2-5c08-876b-3e675fb9e25e,d5a1ee9c-9ce5-5f41-b3ae-fb41bb41014d,Wimbledon,Nott'ham Forest,Nott'ham Forest_Wimbledon,Nott'ham Forest_Wimbledon_1994
1995,12,Nott'ham Forest,0.0,0.0,Wimbledon,4.0,1.0,0,Paul Alcock,0,0,0,0,1505,Nott'ham Forest,Wimbledon,1bf545c5-793f-5628-b1ef-4664b2bfc1d3,fdeb507e-0c67-58d4-89d1-27f04e56d957,Nott'ham Forest,Wimbledon,Nott'ham Forest_Wimbledon,Nott'ham Forest_Wimbledon_1995
1995,33,Wimbledon,0.0,0.0,Nott'ham Forest,1.0,0.0,0,Keith Burge,0,0,0,0,1699,Wimbledon,Nott'ham Forest,25d6f87a-2667-5606-bb81-210e95ec5647,fdeb507e-0c67-58d4-89d1-27f04e56d957,Wimbledon,Nott'ham Forest,Nott'ham Forest_Wimbledon,Nott'ham Forest_Wimbledon_1995
1996,15,Wimbledon,0.0,0.0,Nott'ham Forest,1.0,0.0,0,Mike Reed,0,0,0,0,1913,Wimbledon,Nott'ham Forest,ba4ae42e-7702-5c47-b27c-652b6df78324,0de3ea6c-45e8-5a8d-836b-76a67a7cac01,Wimbledon,Nott'ham Forest,Nott'ham Forest_Wimbledon,Nott'ham Forest_Wimbledon_1996
1996,37,Nott'ham Forest,0.0,0.0,Wimbledon,1.0,1.0,0,Graham Barber,0,0,0,0,2121,draw,draw,190e5209-1992-57a0-94dd-4e7dd689f15a,0de3ea6c-45e8-5a8d-836b-76a67a7cac01,Nott'ham Forest,Wimbledon,Nott'ham Forest_Wimbledon,Nott'ham Forest_Wimbledon_1996
1998,12,Nott'ham Forest,0.0,0.0,Wimbledon,0.0,1.0,0,Graham Poll,0,0,0,0,2636,Wimbledon,Nott'ham Forest,18a2bb0f-a13c-5905-b7ec-24bd084cf766,895c36b9-02d2-56c0-b58f-802d86e3f001,Nott'ham Forest,Wimbledon,Nott'ham Forest_Wimbledon,Nott'ham Forest_Wimbledon_1998
1998,29,Wimbledon,0.0,0.0,Nott'ham Forest,1.0,3.0,0,Keith Burge,0,0,0,0,2812,Nott'ham Forest,Wimbledon,d05ec1c1-fe06-52fd-be35-486da2b5a0cd,895c36b9-02d2-56c0-b58f-802d86e3f001,Wimbledon,Nott'ham Forest,Nott'ham Forest_Wimbledon,Nott'ham Forest_Wimbledon_1998
