season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2022,4,Nott'ham Forest,0.9,2.4,Tottenham,0.0,2.0,2022-08-28,Craig Pawson,The City Ground,Sun,16:30,"29,296",42,Tottenham,Nott'ham Forest,a0b52e8a-46e5-5722-9e00-139b4008f3fb,3edbf6ef-4dd2-563b-a452-b7f499077651,Nott'ham Forest,Tottenham,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_2022
2022,27,Tottenham,2.0,1.5,Nott'ham Forest,3.0,1.0,2023-03-11,Craig Pawson,Tottenham Hotspur Stadium,Sat,15:00,"61,460",285,Tottenham,Nott'ham Forest,e8075a8a-c9c6-5dc7-9dc9-337505961640,3edbf6ef-4dd2-563b-a452-b7f499077651,Tottenham,Nott'ham Forest,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_2022
1992,22,Tottenham,0.0,0.0,Nott'ham Forest,2.0,1.0,0,Mike Reed,0,0,0,0,235,Tottenham,Nott'ham Forest,3f91ee26-8435-53e7-966d-1d253a5255cf,f08c10d8-d72c-5c87-9b15-d2cd30ea3827,Tottenham,Nott'ham Forest,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_1992
1992,39,Nott'ham Forest,0.0,0.0,Tottenham,2.0,1.0,0,Alan Wilkie,0,0,0,0,411,Nott'ham Forest,Tottenham,d2cdfa38-8840-5930-a85b-8434e34ecd79,f08c10d8-d72c-5c87-9b15-d2cd30ea3827,Nott'ham Forest,Tottenham,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_1992
1994,7,Tottenham,0.0,0.0,Nott'ham Forest,1.0,4.0,0,Robbie Hart,0,0,0,0,997,Nott'ham Forest,Tottenham,b709cfe4-25be-5140-a65a-0aae444cd432,385b656a-2e5f-5cac-8c27-c1b146915f57,Tottenham,Nott'ham Forest,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_1994
1994,32,Nott'ham Forest,0.0,0.0,Tottenham,2.0,2.0,0,Gerald Ashby,0,0,0,0,1246,draw,draw,e3b1fc66-9c49-5eaf-88d4-e00463c926fa,385b656a-2e5f-5cac-8c27-c1b146915f57,Nott'ham Forest,Tottenham,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_1994
1995,9,Tottenham,0.0,0.0,Nott'ham Forest,0.0,1.0,0,Robbie Hart,0,0,0,0,1473,Nott'ham Forest,Tottenham,1a85a0ba-475c-5e74-9a50-325992f48e29,0db35974-2aa0-56cb-a079-9e0b5b78c15a,Tottenham,Nott'ham Forest,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_1995
1995,34,Nott'ham Forest,0.0,0.0,Tottenham,2.0,1.0,0,Paul Alcock,0,0,0,0,1712,Nott'ham Forest,Tottenham,c7b25131-e2c3-54dd-8732-c1042e49cf87,0db35974-2aa0-56cb-a079-9e0b5b78c15a,Nott'ham Forest,Tottenham,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_1995
1996,23,Nott'ham Forest,0.0,0.0,Tottenham,2.0,1.0,0,Jeff Winter,0,0,0,0,1989,Nott'ham Forest,Tottenham,f603fd35-b20a-5fbe-a538-6748a48f6209,df558f98-521d-58c2-a828-51aa8b666803,Nott'ham Forest,Tottenham,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_1996
1996,28,Tottenham,0.0,0.0,Nott'ham Forest,0.0,1.0,0,Jeff Winter,0,0,0,0,2034,Nott'ham Forest,Tottenham,00f38f96-683b-503b-91c2-440e1dfd81d4,df558f98-521d-58c2-a828-51aa8b666803,Tottenham,Nott'ham Forest,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_1996
1998,14,Tottenham,0.0,0.0,Nott'ham Forest,2.0,0.0,0,Stephen Lodge,0,0,0,0,2658,Tottenham,Nott'ham Forest,10f87c06-fc19-50a3-a905-e3463f2e13ff,d498cad7-dccb-50f5-b924-b844d56352af,Tottenham,Nott'ham Forest,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_1998
1998,34,Nott'ham Forest,0.0,0.0,Tottenham,0.0,1.0,0,Gary Willard,0,0,0,0,2849,Tottenham,Nott'ham Forest,936e4a02-1c58-5a34-982e-b18a8f74f34b,d498cad7-dccb-50f5-b924-b844d56352af,Nott'ham Forest,Tottenham,Nott'ham Forest_Tottenham,Nott'ham Forest_Tottenham_1998
