season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2019,7,Manchester Utd,0.9,1.9,Arsenal,1.0,1.0,2019-09-30,Kevin Friend,Old Trafford,Mon,20:00,"73,201",75,draw,draw,d06c639c-efed-5ec4-ac88-277b3b994aee,801a92b4-1abb-5d3f-ac7b-fe1acb2dbe40,Manchester Utd,Arsenal,Arsenal_Manchester Utd,Arsenal_Manchester Utd_2019
2019,21,Arsenal,1.5,0.7,Manchester Utd,2.0,0.0,2020-01-01,Chris Kavanagh,Emirates Stadium,Wed,20:00,"60,328",227,Arsenal,Manchester Utd,852d3db6-e989-5610-ba07-064902a1e91e,801a92b4-1abb-5d3f-ac7b-fe1acb2dbe40,Arsenal,Manchester Utd,Arsenal_Manchester Utd,Arsenal_Manchester Utd_2019
