season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2010,16,Arsenal,0.0,0.0,Fulham,2.0,1.0,0,Chris Foy,0,0,0,0,7236,Arsenal,Fulham,4b8f1024-e2a7-5d7d-a039-b84d41fbdd8c,fba089de-2f07-54fa-aa5c-91347298e58f,Arsenal,Fulham,Arsenal_Fulham,Arsenal_Fulham_2010
2010,38,Fulham,0.0,0.0,Arsenal,2.0,2.0,0,Martin Atkinson,0,0,0,0,7464,draw,draw,9d4f34e3-4159-5beb-ac5c-333406c6ffa5,fba089de-2f07-54fa-aa5c-91347298e58f,Fulham,Arsenal,Arsenal_Fulham,Arsenal_Fulham_2010
