season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
1996,9,Derby County,0.0,0.0,Newcastle Utd,0.0,1.0,0,Martin Bodenham,0,0,0,0,1847,Newcastle Utd,Derby County,c43469ba-4958-5f04-bf54-67b46ffbe693,234b6b85-fb60-5522-b2da-4bd1b1e5e171,Derby County,Newcastle Utd,Derby County_Newcastle Utd,Derby County_Newcastle Utd_1996
1996,35,Newcastle Utd,0.0,0.0,Derby County,3.0,1.0,0,Dermot Gallagher,0,0,0,0,2111,Newcastle Utd,Derby County,0e95e363-f6f3-5204-84ad-171a9f37b4bd,234b6b85-fb60-5522-b2da-4bd1b1e5e171,Newcastle Utd,Derby County,Derby County_Newcastle Utd,Derby County_Newcastle Utd_1996
1997,4,Newcastle Utd,0.0,0.0,Derby County,0.0,0.0,0,Keith Burge,0,0,0,0,2324,draw,draw,e660de24-84ff-5e39-b8ae-c251dc445d92,09b9d60f-964a-5050-91c6-8d86a8f937a6,Newcastle Utd,Derby County,Derby County_Newcastle Utd,Derby County_Newcastle Utd_1997
1997,20,Derby County,0.0,0.0,Newcastle Utd,1.0,0.0,0,Mike Reed,0,0,0,0,2335,Derby County,Newcastle Utd,d73cdfa9-62fd-5b13-8ff0-d00f9d3d2669,09b9d60f-964a-5050-91c6-8d86a8f937a6,Derby County,Newcastle Utd,Derby County_Newcastle Utd,Derby County_Newcastle Utd_1997
1998,9,Newcastle Utd,0.0,0.0,Derby County,2.0,1.0,0,Keith Burge,0,0,0,0,2605,Newcastle Utd,Derby County,ec2f265d-57dc-5d98-8640-cc0e61e941a4,c15c6f42-5980-5658-8a0e-aee51788ac2f,Newcastle Utd,Derby County,Derby County_Newcastle Utd,Derby County_Newcastle Utd_1998
1998,31,Derby County,0.0,0.0,Newcastle Utd,3.0,4.0,0,Dermot Gallagher,0,0,0,0,2831,Newcastle Utd,Derby County,07059e04-52cb-5e7f-9f20-cd18511978dd,c15c6f42-5980-5658-8a0e-aee51788ac2f,Derby County,Newcastle Utd,Derby County_Newcastle Utd,Derby County_Newcastle Utd_1998
1999,12,Newcastle Utd,0.0,0.0,Derby County,2.0,0.0,0,Steve Dunn,0,0,0,0,3021,Newcastle Utd,Derby County,d6efda21-6195-5964-898f-cbb07f2816da,b75154b1-43a5-5015-843f-949335b51ead,Newcastle Utd,Derby County,Derby County_Newcastle Utd,Derby County_Newcastle Utd_1999
1999,37,Derby County,0.0,0.0,Newcastle Utd,0.0,0.0,0,Alan Wiley,0,0,0,0,3266,draw,draw,53c51a5c-9694-5347-8055-811f11b3a00d,b75154b1-43a5-5015-843f-949335b51ead,Derby County,Newcastle Utd,Derby County_Newcastle Utd,Derby County_Newcastle Utd_1999
2000,2,Newcastle Utd,0.0,0.0,Derby County,3.0,2.0,0,Dermot Gallagher,0,0,0,0,3301,Newcastle Utd,Derby County,71608712-64ba-5128-ae3e-ac048113c628,4bb755e5-0f53-5f9e-a7f1-09202676189d,Newcastle Utd,Derby County,Derby County_Newcastle Utd,Derby County_Newcastle Utd_2000
2000,19,Derby County,0.0,0.0,Newcastle Utd,2.0,0.0,0,Rob Harris,0,0,0,0,3471,Derby County,Newcastle Utd,6af61c15-7fda-5496-96e8-4ddc18fd2d09,4bb755e5-0f53-5f9e-a7f1-09202676189d,Derby County,Newcastle Utd,Derby County_Newcastle Utd,Derby County_Newcastle Utd_2000
2001,14,Newcastle Utd,0.0,0.0,Derby County,1.0,0.0,0,Rob Styles,0,0,0,0,3794,Newcastle Utd,Derby County,48b7bb19-980e-51ec-8ca8-069581c17221,10ad31cc-5264-574b-ad3f-412197c5100f,Newcastle Utd,Derby County,Derby County_Newcastle Utd,Derby County_Newcastle Utd_2001
2001,35,Derby County,0.0,0.0,Newcastle Utd,2.0,3.0,0,Rob Styles,0,0,0,0,4004,Newcastle Utd,Derby County,ac729013-b97a-5560-ad9e-4a76296eccd2,10ad31cc-5264-574b-ad3f-412197c5100f,Derby County,Newcastle Utd,Derby County_Newcastle Utd,Derby County_Newcastle Utd_2001
2007,6,Derby County,0.0,0.0,Newcastle Utd,1.0,0.0,0,Peter Walton,0,0,0,0,6002,Derby County,Newcastle Utd,97ec59f1-684e-57b5-b35c-072158e84cc5,64c162d8-3948-5d90-95b1-3a860e50de69,Derby County,Newcastle Utd,Derby County_Newcastle Utd,Derby County_Newcastle Utd_2007
2007,18,Newcastle Utd,0.0,0.0,Derby County,2.0,2.0,0,Andre Marriner,0,0,0,0,6122,draw,draw,693965c1-a617-5ad8-bbb3-b7c43a73b1f8,64c162d8-3948-5d90-95b1-3a860e50de69,Newcastle Utd,Derby County,Derby County_Newcastle Utd,Derby County_Newcastle Utd_2007
