season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2018,10,Crystal Palace,2.3,0.9,Arsenal,2.0,2.0,2018-10-28,Martin Atkinson,Selhurst Park,Sun,13:30,"25,718",106,draw,draw,98cafa00-852c-592f-9e48-a476aa3c0779,84c32ff4-0917-5f14-b3cc-d13b5653aa54,Crystal Palace,Arsenal,Arsenal_Crystal Palace,Arsenal_Crystal Palace_2018
2018,35,Arsenal,1.2,1.6,Crystal Palace,2.0,3.0,2019-04-21,Jonathan Moss,Emirates Stadium,Sun,16:00,"59,929",382,Crystal Palace,Arsenal,178f19eb-7146-51d3-818c-a9752840efec,84c32ff4-0917-5f14-b3cc-d13b5653aa54,Arsenal,Crystal Palace,Arsenal_Crystal Palace,Arsenal_Crystal Palace_2018
