player,nationality,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocked_shots,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,home,team,opponent,gameweek,season_long,position,position_2,position_3,position_4,season,minutes_per90,match_teams,season_match_teams,home_team,away_team,matchup_merge_key,season_merge_key,age_per90,goals_per90,assists_per90,pens_made_per90,pens_att_per90,shots_per90,shots_on_target_per90,cards_yellow_per90,cards_red_per90,touches_per90,tackles_per90,interceptions_per90,blocks_per90,xg_per90,npxg_per90,xg_assist_per90,sca_per90,gca_per90,passes_completed_per90,passes_per90,passes_pct_per90,progressive_passes_per90,carries_per90,progressive_carries_per90,take_ons_per90,take_ons_won_per90,passes_total_distance_per90,passes_progressive_distance_per90,passes_completed_short_per90,passes_short_per90,passes_pct_short_per90,passes_completed_medium_per90,passes_medium_per90,passes_pct_medium_per90,passes_completed_long_per90,passes_long_per90,passes_pct_long_per90,pass_xa_per90,assisted_shots_per90,passes_into_final_third_per90,passes_into_penalty_area_per90,crosses_into_penalty_area_per90,passes_live_per90,passes_dead_per90,passes_free_kicks_per90,through_balls_per90,passes_switches_per90,crosses_per90,throw_ins_per90,corner_kicks_per90,corner_kicks_in_per90,corner_kicks_out_per90,corner_kicks_straight_per90,passes_offsides_per90,passes_blocked_per90,tackles_won_per90,tackles_def_3rd_per90,tackles_mid_3rd_per90,tackles_att_3rd_per90,challenge_tackles_per90,challenges_per90,challenge_tackles_pct_per90,challenges_lost_per90,blocked_shots_per90,blocked_passes_per90,tackles_interceptions_per90,clearances_per90,errors_per90,touches_def_pen_area_per90,touches_def_3rd_per90,touches_mid_3rd_per90,touches_att_3rd_per90,touches_att_pen_area_per90,touches_live_ball_per90,take_ons_won_pct_per90,take_ons_tackled_per90,take_ons_tackled_pct_per90,carries_distance_per90,carries_progressive_distance_per90,carries_into_final_third_per90,carries_into_penalty_area_per90,miscontrols_per90,dispossessed_per90,passes_received_per90,progressive_passes_received_per90,cards_yellow_red_per90,fouls_per90,fouled_per90,offsides_per90,pens_won_per90,pens_conceded_per90,own_goals_per90,ball_recoveries_per90,aerials_won_per90,aerials_lost_per90,aerials_won_pct_per90,gameweek_per90,minutes_per90_per90
Javier Hernandez,MEX,29,77.0,0,0,0,0,0,0,0,0,27.0,1.0,0,0.0,0.0,0.0,0.1,2.0,0.0,17.0,23.0,73.9,0.0,20.0,0.0,0.0,0.0,291.0,30.0,9.0,12.0,75.0,4.0,6.0,66.7,3.0,4.0,75.0,0.0,1.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,12.0,1.0,27.0,0.0,0.0,0.0,121.0,23.0,0.0,0.0,2.0,1.0,23.0,3.0,0,0,3,0,0.0,0.0,0,5.0,1.0,0.0,100.0,True,West Ham,Swansea City,7,2017-2018,FW,None,None,None,2017,0.8555555555555555,Swansea City_West Ham,Swansea City_West Ham_2017,West Ham,Swansea City,febe6ced-2d8f-531b-ba17-c57442426b02,1c34a657-1b32-52f1-980f-ccd8af198fc1,33.896103896103895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.55844155844156,1.168831168831169,0.0,0.0,0.0,0.0,0.1168831168831169,2.337662337662338,0.0,19.870129870129873,26.883116883116884,86.37662337662339,0.0,23.376623376623378,0.0,0.0,0.0,340.12987012987014,35.064935064935064,10.51948051948052,14.025974025974026,87.66233766233766,4.675324675324676,7.012987012987013,77.96103896103897,3.5064935064935066,4.675324675324676,87.66233766233766,0.0,1.168831168831169,1.168831168831169,0.0,0.0,26.883116883116884,0.0,0.0,0.0,1.168831168831169,1.168831168831169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168831168831169,0.0,0.0,2.337662337662338,0.0,2.337662337662338,0.0,0.0,1.168831168831169,0.0,0.0,0.0,0.0,17.532467532467532,14.025974025974026,1.168831168831169,31.55844155844156,0.0,0.0,0.0,141.42857142857144,26.883116883116884,0.0,0.0,2.337662337662338,1.168831168831169,26.883116883116884,3.5064935064935066,0.0,0.0,3.5064935064935066,0.0,0.0,0.0,0.0,5.8441558441558445,1.168831168831169,0.0,116.88311688311688,8.181818181818182,1.0
Diafra Sakho,SEN,27,13.0,1,0,0,0,1,1,1,0,8.0,0.0,0,0.0,0.3,0.3,0.1,1.0,0.0,1.0,3.0,33.3,0.0,4.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,8.0,0.0,0.0,0.0,28.0,2.0,1.0,0.0,4.0,0.0,4.0,1.0,0,0,0,1,0.0,0.0,0,1.0,0.0,2.0,0.0,True,West Ham,Swansea City,7,2017-2018,FW,None,None,None,2017,0.14444444444444443,Swansea City_West Ham,Swansea City_West Ham_2017,West Ham,Swansea City,febe6ced-2d8f-531b-ba17-c57442426b02,1c34a657-1b32-52f1-980f-ccd8af198fc1,186.92307692307693,6.923076923076923,0.0,0.0,0.0,6.923076923076923,6.923076923076923,6.923076923076923,0.0,55.38461538461539,0.0,0.0,0.0,2.076923076923077,2.076923076923077,0.6923076923076924,6.923076923076923,0.0,6.923076923076923,20.76923076923077,230.53846153846155,0.0,27.692307692307693,0.0,0.0,0.0,297.69230769230774,0.0,0.0,6.923076923076923,0.0,0.0,6.923076923076923,0.0,6.923076923076923,6.923076923076923,692.3076923076924,0.0,6.923076923076923,0.0,0.0,0.0,20.76923076923077,0.0,0.0,0.0,0.0,6.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923076923076923,48.46153846153847,6.923076923076923,55.38461538461539,0.0,0.0,0.0,193.84615384615387,13.846153846153847,6.923076923076923,0.0,27.692307692307693,0.0,27.692307692307693,6.923076923076923,0.0,0.0,0.0,6.923076923076923,0.0,0.0,0.0,6.923076923076923,0.0,13.846153846153847,0.0,48.46153846153847,1.0
Andy Carroll,ENG,28,90.0,0,0,0,0,6,1,1,0,43.0,0.0,0,0.0,0.3,0.3,0.0,2.0,0.0,21.0,34.0,61.8,1.0,19.0,2.0,1.0,1.0,422.0,82.0,9.0,14.0,64.3,10.0,15.0,66.7,2.0,4.0,50.0,0.0,1.0,0.0,1.0,1.0,33.0,1.0,0.0,0.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,7.0,43.0,100.0,0.0,0.0,76.0,35.0,0.0,1.0,3.0,0.0,34.0,5.0,0,5,1,0,0.0,0.0,0,3.0,4.0,5.0,44.4,True,West Ham,Swansea City,7,2017-2018,FW,None,None,None,2017,1.0,Swansea City_West Ham,Swansea City_West Ham_2017,West Ham,Swansea City,febe6ced-2d8f-531b-ba17-c57442426b02,1c34a657-1b32-52f1-980f-ccd8af198fc1,28.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,43.0,0.0,0.0,0.0,0.3,0.3,0.0,2.0,0.0,21.0,34.0,61.8,1.0,19.0,2.0,1.0,1.0,422.0,82.0,9.0,14.0,64.3,10.0,15.0,66.7,2.0,4.0,50.0,0.0,1.0,0.0,1.0,1.0,33.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,7.0,43.0,100.0,0.0,0.0,76.0,35.0,0.0,1.0,3.0,0.0,34.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,44.4,7.0,1.0
Andre Ayew,GHA,27,77.0,0,0,0,0,1,1,0,0,41.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,76.5,2.0,30.0,4.0,3.0,2.0,323.0,92.0,20.0,21.0,95.2,6.0,7.0,85.7,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,19.0,16.0,3.0,41.0,66.7,1.0,33.3,204.0,110.0,4.0,0.0,2.0,0.0,31.0,5.0,0,0,2,0,0.0,0.0,0,6.0,1.0,0.0,100.0,True,West Ham,Swansea City,7,2017-2018,LM,None,None,None,2017,0.8555555555555555,Swansea City_West Ham,Swansea City_West Ham_2017,West Ham,Swansea City,febe6ced-2d8f-531b-ba17-c57442426b02,1c34a657-1b32-52f1-980f-ccd8af198fc1,31.55844155844156,0.0,0.0,0.0,0.0,1.168831168831169,1.168831168831169,0.0,0.0,47.922077922077925,1.168831168831169,1.168831168831169,0.0,0.0,0.0,0.0,0.0,0.0,30.38961038961039,39.740259740259745,89.41558441558442,2.337662337662338,35.064935064935064,4.675324675324676,3.5064935064935066,2.337662337662338,377.53246753246754,107.53246753246754,23.376623376623378,24.545454545454547,111.27272727272728,7.012987012987013,8.181818181818182,100.16883116883118,0.0,3.5064935064935066,0.0,0.0,0.0,3.5064935064935066,0.0,0.0,39.740259740259745,0.0,0.0,0.0,0.0,2.337662337662338,0.0,0.0,0.0,0.0,0.0,0.0,3.5064935064935066,1.168831168831169,0.0,1.168831168831169,0.0,0.0,1.168831168831169,0.0,1.168831168831169,0.0,0.0,2.337662337662338,0.0,0.0,0.0,8.181818181818182,22.20779220779221,18.701298701298704,3.5064935064935066,47.922077922077925,77.96103896103897,1.168831168831169,38.92207792207792,238.44155844155844,128.57142857142858,4.675324675324676,0.0,2.337662337662338,0.0,36.23376623376623,5.8441558441558445,0.0,0.0,2.337662337662338,0.0,0.0,0.0,0.0,7.012987012987013,1.168831168831169,0.0,116.88311688311688,8.181818181818182,1.0
Arthur Masuaku,COD,23,13.0,0,1,0,0,0,0,0,0,9.0,0.0,1,0.0,0.0,0.0,0.4,2.0,1.0,7.0,7.0,100.0,1.0,6.0,1.0,1.0,0.0,140.0,51.0,2.0,2.0,100.0,3.0,3.0,100.0,2.0,2.0,100.0,0.1,2.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,9.0,0.0,1.0,100.0,98.0,36.0,1.0,0.0,0.0,1.0,7.0,1.0,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,0.0,True,West Ham,Swansea City,7,2017-2018,LM,None,None,None,2017,0.14444444444444443,Swansea City_West Ham,Swansea City_West Ham_2017,West Ham,Swansea City,febe6ced-2d8f-531b-ba17-c57442426b02,1c34a657-1b32-52f1-980f-ccd8af198fc1,159.23076923076925,0.0,6.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,62.307692307692314,0.0,6.923076923076923,0.0,0.0,0.0,2.7692307692307696,13.846153846153847,6.923076923076923,48.46153846153847,48.46153846153847,692.3076923076924,6.923076923076923,41.53846153846154,6.923076923076923,6.923076923076923,0.0,969.2307692307693,353.0769230769231,13.846153846153847,13.846153846153847,692.3076923076924,20.76923076923077,20.76923076923077,692.3076923076924,13.846153846153847,13.846153846153847,692.3076923076924,0.6923076923076924,13.846153846153847,0.0,13.846153846153847,13.846153846153847,48.46153846153847,0.0,0.0,0.0,0.0,13.846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923076923076923,0.0,0.0,0.0,6.923076923076923,27.692307692307693,27.692307692307693,0.0,62.307692307692314,0.0,6.923076923076923,692.3076923076924,678.4615384615386,249.23076923076925,6.923076923076923,0.0,0.0,6.923076923076923,48.46153846153847,6.923076923076923,0.0,0.0,6.923076923076923,0.0,0.0,0.0,0.0,6.923076923076923,0.0,0.0,0.0,48.46153846153847,1.0
Cheikhou Kouyate,SEN,27,90.0,0,0,0,0,0,0,1,0,39.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,72.4,2.0,17.0,1.0,0.0,0.0,285.0,45.0,11.0,12.0,91.7,8.0,12.0,66.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,1.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,5.0,0.0,0.0,2.0,8.0,29.0,3.0,0.0,39.0,0.0,0.0,0.0,111.0,47.0,0.0,0.0,2.0,0.0,12.0,0.0,0,4,0,0,0.0,0.0,0,8.0,6.0,2.0,75.0,True,West Ham,Swansea City,7,2017-2018,CM,None,None,None,2017,1.0,Swansea City_West Ham,Swansea City_West Ham_2017,West Ham,Swansea City,febe6ced-2d8f-531b-ba17-c57442426b02,1c34a657-1b32-52f1-980f-ccd8af198fc1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,72.4,2.0,17.0,1.0,0.0,0.0,285.0,45.0,11.0,12.0,91.7,8.0,12.0,66.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,5.0,0.0,0.0,2.0,8.0,29.0,3.0,0.0,39.0,0.0,0.0,0.0,111.0,47.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,75.0,7.0,1.0
Mark Noble,ENG,30,61.0,0,0,0,0,0,0,0,0,50.0,2.0,3,1.0,0.0,0.0,0.0,0.0,0.0,36.0,40.0,90.0,6.0,30.0,0.0,2.0,1.0,824.0,241.0,12.0,13.0,92.3,16.0,18.0,88.9,8.0,8.0,100.0,0.0,0.0,7.0,2.0,0.0,37.0,3.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,5.0,2.0,0.0,1.0,14.0,33.0,5.0,0.0,50.0,50.0,1.0,50.0,162.0,70.0,1.0,0.0,1.0,0.0,31.0,0.0,0,0,1,0,0.0,0.0,0,5.0,0.0,0.0,0.0,True,West Ham,Swansea City,7,2017-2018,CM,None,None,None,2017,0.6777777777777778,Swansea City_West Ham,Swansea City_West Ham_2017,West Ham,Swansea City,febe6ced-2d8f-531b-ba17-c57442426b02,1c34a657-1b32-52f1-980f-ccd8af198fc1,44.26229508196721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.77049180327869,2.9508196721311473,4.426229508196721,1.4754098360655736,0.0,0.0,0.0,0.0,0.0,53.114754098360656,59.01639344262295,132.78688524590163,8.852459016393443,44.26229508196721,0.0,2.9508196721311473,1.4754098360655736,1215.7377049180327,355.57377049180326,17.704918032786885,19.18032786885246,136.18032786885246,23.606557377049178,26.557377049180328,131.1639344262295,11.803278688524589,11.803278688524589,147.54098360655738,0.0,0.0,10.327868852459016,2.9508196721311473,0.0,54.59016393442623,4.426229508196721,2.9508196721311473,0.0,2.9508196721311473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4754098360655736,1.4754098360655736,2.9508196721311473,0.0,0.0,1.4754098360655736,2.9508196721311473,73.77049180327869,1.4754098360655736,0.0,1.4754098360655736,7.377049180327869,2.9508196721311473,0.0,1.4754098360655736,20.65573770491803,48.68852459016393,7.377049180327869,0.0,73.77049180327869,73.77049180327869,1.4754098360655736,73.77049180327869,239.01639344262293,103.27868852459015,1.4754098360655736,0.0,1.4754098360655736,0.0,45.73770491803278,0.0,0.0,0.0,1.4754098360655736,0.0,0.0,0.0,0.0,7.377049180327869,0.0,0.0,0.0,10.327868852459016,1.0
Manuel Lanzini,ARG,24,29.0,0,0,0,0,0,0,0,0,26.0,2.0,0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,23.0,91.3,3.0,15.0,1.0,2.0,2.0,303.0,91.0,13.0,14.0,92.9,7.0,8.0,87.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,19.0,4.0,0.0,26.0,100.0,0.0,0.0,126.0,96.0,1.0,0.0,1.0,1.0,17.0,0.0,0,1,0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,True,West Ham,Swansea City,7,2017-2018,CM,None,None,None,2017,0.32222222222222224,Swansea City_West Ham,Swansea City_West Ham_2017,West Ham,Swansea City,febe6ced-2d8f-531b-ba17-c57442426b02,1c34a657-1b32-52f1-980f-ccd8af198fc1,74.48275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.6896551724138,6.206896551724138,0.0,0.0,0.0,0.0,0.0,3.103448275862069,3.103448275862069,65.17241379310344,71.37931034482759,283.34482758620686,9.310344827586206,46.55172413793103,3.103448275862069,6.206896551724138,6.206896551724138,940.3448275862069,282.41379310344826,40.3448275862069,43.44827586206896,288.3103448275862,21.72413793103448,24.82758620689655,271.551724137931,0.0,0.0,0.0,0.0,0.0,9.310344827586206,0.0,0.0,65.17241379310344,6.206896551724138,6.206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.103448275862069,3.103448275862069,0.0,3.103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,6.206896551724138,0.0,0.0,0.0,15.517241379310343,58.96551724137931,12.413793103448276,0.0,80.6896551724138,310.34482758620686,0.0,0.0,391.03448275862064,297.9310344827586,3.103448275862069,0.0,3.103448275862069,3.103448275862069,52.75862068965517,0.0,0.0,3.103448275862069,0.0,0.0,0.0,0.0,0.0,15.517241379310343,0.0,0.0,0.0,21.72413793103448,1.0
Michail Antonio,JAM,27,90.0,0,0,0,0,1,1,0,0,47.0,2.0,0,1.0,0.0,0.0,0.1,2.0,0.0,21.0,31.0,67.7,3.0,34.0,2.0,3.0,0.0,416.0,171.0,11.0,13.0,84.6,7.0,9.0,77.8,3.0,8.0,37.5,0.1,1.0,4.0,1.0,1.0,29.0,1.0,0.0,0.0,1.0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,27.0,16.0,2.0,47.0,0.0,3.0,100.0,308.0,105.0,2.0,0.0,6.0,1.0,31.0,3.0,0,1,1,0,0.0,0.0,0,8.0,0.0,3.0,0.0,True,West Ham,Swansea City,7,2017-2018,RM,None,None,None,2017,1.0,Swansea City_West Ham,Swansea City_West Ham_2017,West Ham,Swansea City,febe6ced-2d8f-531b-ba17-c57442426b02,1c34a657-1b32-52f1-980f-ccd8af198fc1,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0,2.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,21.0,31.0,67.7,3.0,34.0,2.0,3.0,0.0,416.0,171.0,11.0,13.0,84.6,7.0,9.0,77.8,3.0,8.0,37.5,0.1,1.0,4.0,1.0,1.0,29.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,27.0,16.0,2.0,47.0,0.0,3.0,100.0,308.0,105.0,2.0,0.0,6.0,1.0,31.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,7.0,1.0
Aaron Cresswell,ENG,27,90.0,0,0,0,0,0,0,0,0,75.0,3.0,2,1.0,0.0,0.0,0.1,5.0,0.0,45.0,64.0,70.3,2.0,41.0,1.0,0.0,0.0,913.0,444.0,19.0,20.0,95.0,16.0,23.0,69.6,10.0,20.0,50.0,0.0,2.0,2.0,2.0,2.0,49.0,15.0,1.0,0.0,0.0,11,12.0,2.0,0.0,1.0,1.0,0.0,3.0,2,1.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,1.0,5.0,2.0,0.0,4.0,22.0,31.0,22.0,0.0,75.0,0.0,0.0,0.0,231.0,113.0,3.0,0.0,2.0,3.0,46.0,5.0,0,1,2,0,0.0,0.0,0,6.0,2.0,2.0,50.0,True,West Ham,Swansea City,7,2017-2018,LB,None,None,None,2017,1.0,Swansea City_West Ham,Swansea City_West Ham_2017,West Ham,Swansea City,febe6ced-2d8f-531b-ba17-c57442426b02,1c34a657-1b32-52f1-980f-ccd8af198fc1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,3.0,2.0,1.0,0.0,0.0,0.1,5.0,0.0,45.0,64.0,70.3,2.0,41.0,1.0,0.0,0.0,913.0,444.0,19.0,20.0,95.0,16.0,23.0,69.6,10.0,20.0,50.0,0.0,2.0,2.0,2.0,2.0,49.0,15.0,1.0,0.0,0.0,11.0,12.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,1.0,5.0,2.0,0.0,4.0,22.0,31.0,22.0,0.0,75.0,0.0,0.0,0.0,231.0,113.0,3.0,0.0,2.0,3.0,46.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,50.0,7.0,1.0
