season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
1992,21,Blackburn,0.0,0.0,Leeds United,3.0,1.0,0,Stephen Lodge,Blackburn,Leeds United,340f3df9-c5af-5521-9885-0a91617f256a,753b6dd4-6b5d-5866-b364-3c3ff787f917,757e267f-93a6-5f7d-bd0f-78683b7607bb,Blackburn,Leeds United,Blackburn_Leeds United,Blackburn_Leeds United_1992
1992,38,Leeds United,0.0,0.0,Blackburn,5.0,2.0,0,David Elleray,Leeds United,Blackburn,b887db46-c034-5765-bfec-704664ae5cf7,753b6dd4-6b5d-5866-b364-3c3ff787f917,757e267f-93a6-5f7d-bd0f-78683b7607bb,Leeds United,Blackburn,Blackburn_Leeds United,Blackburn_Leeds United_1992
1993,12,Leeds United,0.0,0.0,Blackburn,3.0,3.0,0,Kelvin Morton,draw,draw,76bcfd33-1440-5d83-93be-3ec9a4e22f4a,753b6dd4-6b5d-5866-b364-3c3ff787f917,5c560133-a3f8-5a81-bce3-f58ea14e9275,Leeds United,Blackburn,Blackburn_Leeds United,Blackburn_Leeds United_1993
1993,27,Blackburn,0.0,0.0,Leeds United,2.0,1.0,0,Vic Callow,Blackburn,Leeds United,866e26ef-d4d4-5a7d-9ac0-5475c9aa8454,753b6dd4-6b5d-5866-b364-3c3ff787f917,5c560133-a3f8-5a81-bce3-f58ea14e9275,Blackburn,Leeds United,Blackburn_Leeds United,Blackburn_Leeds United_1993
1994,21,Blackburn,0.0,0.0,Leeds United,1.0,1.0,0,Rodger Gifford,draw,draw,eedb512a-6f5c-5de7-9437-78fdbf87fa31,753b6dd4-6b5d-5866-b364-3c3ff787f917,303670a4-c650-5bbe-86d6-454ae8cdd18c,Blackburn,Leeds United,Blackburn_Leeds United,Blackburn_Leeds United_1994
1994,38,Leeds United,0.0,0.0,Blackburn,1.0,1.0,0,Graham Poll,draw,draw,b9969b2d-919e-5a60-8ba2-35e3e5c07da3,753b6dd4-6b5d-5866-b364-3c3ff787f917,303670a4-c650-5bbe-86d6-454ae8cdd18c,Leeds United,Blackburn,Blackburn_Leeds United,Blackburn_Leeds United_1994
1995,22,Leeds United,0.0,0.0,Blackburn,0.0,0.0,0,Roger Dilkes,draw,draw,d4844cee-5f60-5d94-a1c1-3f682c73d9eb,753b6dd4-6b5d-5866-b364-3c3ff787f917,746c1775-ab40-5637-821f-8bf3a54479de,Leeds United,Blackburn,Blackburn_Leeds United,Blackburn_Leeds United_1995
1995,32,Blackburn,0.0,0.0,Leeds United,1.0,0.0,0,Steve Dunn,Blackburn,Leeds United,e292f681-9a1b-56f4-b42e-fad3848c55f5,753b6dd4-6b5d-5866-b364-3c3ff787f917,746c1775-ab40-5637-821f-8bf3a54479de,Blackburn,Leeds United,Blackburn_Leeds United,Blackburn_Leeds United_1995
1996,4,Blackburn,0.0,0.0,Leeds United,0.0,1.0,0,Roger Dilkes,Leeds United,Blackburn,5480ba18-f889-54f2-9f9c-a9587d8558c8,753b6dd4-6b5d-5866-b364-3c3ff787f917,e3cad709-2814-5379-9893-0e6a0a2c8604,Blackburn,Leeds United,Blackburn_Leeds United,Blackburn_Leeds United_1996
1996,33,Leeds United,0.0,0.0,Blackburn,0.0,0.0,0,Mike Reed,draw,draw,417e134e-1455-51f8-8756-d6a095a4d362,753b6dd4-6b5d-5866-b364-3c3ff787f917,e3cad709-2814-5379-9893-0e6a0a2c8604,Leeds United,Blackburn,Blackburn_Leeds United,Blackburn_Leeds United_1996
