season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2018,8,Crystal Palace,1.4,0.7,Wolves,0.0,1.0,2018-10-06,0,Wolves,Crystal Palace,65d31d12-5e7c-5dba-b651-25d978dfe35d,c3a8be77-9560-5dcb-8aa5-f94e4907002b,00709ec4-4f44-5fd7-9b24-2992be426b9c,Crystal Palace,Wolves,Crystal Palace_Wolves,Crystal Palace_Wolves_2018
2018,21,Wolves,0.5,1.9,Crystal Palace,0.0,2.0,2019-01-02,0,Crystal Palace,Wolves,87bd6fc5-7222-5419-acdc-71a631db5f52,c3a8be77-9560-5dcb-8aa5-f94e4907002b,00709ec4-4f44-5fd7-9b24-2992be426b9c,Wolves,Crystal Palace,Crystal Palace_Wolves,Crystal Palace_Wolves_2018
2019,6,Crystal Palace,0.9,1.5,Wolves,1.0,1.0,2019-09-22,0,draw,draw,2c545300-ed37-512d-8aec-1c1ab793c7e6,c3a8be77-9560-5dcb-8aa5-f94e4907002b,4d09e00c-f31c-5c61-9b0e-50263d0e7af9,Crystal Palace,Wolves,Crystal Palace_Wolves,Crystal Palace_Wolves_2019
2019,37,Wolves,1.5,0.4,Crystal Palace,2.0,0.0,2020-07-20,0,Wolves,Crystal Palace,b0cfd8c9-98a3-541f-a9b8-d460b3904a54,c3a8be77-9560-5dcb-8aa5-f94e4907002b,4d09e00c-f31c-5c61-9b0e-50263d0e7af9,Wolves,Crystal Palace,Crystal Palace_Wolves,Crystal Palace_Wolves_2019
2020,7,Wolves,1.3,0.7,Crystal Palace,2.0,0.0,2020-10-30,0,Wolves,Crystal Palace,37682dea-ccea-57dc-9e2a-4d4177e55556,c3a8be77-9560-5dcb-8aa5-f94e4907002b,ff885ffd-c05d-54e2-8ea9-467e634ed1f8,Wolves,Crystal Palace,Crystal Palace_Wolves,Crystal Palace_Wolves_2020
2020,21,Crystal Palace,1.4,0.4,Wolves,1.0,0.0,2021-01-30,0,Crystal Palace,Wolves,e35c9edb-d218-5a2b-b527-db18aae484a0,c3a8be77-9560-5dcb-8aa5-f94e4907002b,ff885ffd-c05d-54e2-8ea9-467e634ed1f8,Crystal Palace,Wolves,Crystal Palace_Wolves,Crystal Palace_Wolves_2020
2021,11,Crystal Palace,1.9,0.3,Wolves,2.0,0.0,2021-11-06,0,Crystal Palace,Wolves,169edfda-f240-51b0-84ea-9961045fa727,c3a8be77-9560-5dcb-8aa5-f94e4907002b,141d7c38-61c7-522c-a931-36c529082fc0,Crystal Palace,Wolves,Crystal Palace_Wolves,Crystal Palace_Wolves_2021
2021,28,Wolves,0.7,2.7,Crystal Palace,0.0,2.0,2022-03-05,0,Crystal Palace,Wolves,7adf893f-8d86-5cc8-8214-1604c0b376b4,c3a8be77-9560-5dcb-8aa5-f94e4907002b,141d7c38-61c7-522c-a931-36c529082fc0,Wolves,Crystal Palace,Crystal Palace_Wolves,Crystal Palace_Wolves_2021
2022,12,Crystal Palace,1.2,0.8,Wolves,2.0,1.0,2022-10-18,0,Crystal Palace,Wolves,44e04737-2e79-5d02-b11c-4a362bf07286,c3a8be77-9560-5dcb-8aa5-f94e4907002b,93f44cf3-257b-50ec-bf08-c6c502bc9db8,Crystal Palace,Wolves,Crystal Palace_Wolves,Crystal Palace_Wolves_2022
2022,33,Wolves,1.4,0.8,Crystal Palace,2.0,0.0,2023-04-25,0,Wolves,Crystal Palace,19661ef3-79b6-5bee-9335-c1daf50a23a4,c3a8be77-9560-5dcb-8aa5-f94e4907002b,93f44cf3-257b-50ec-bf08-c6c502bc9db8,Wolves,Crystal Palace,Crystal Palace_Wolves,Crystal Palace_Wolves_2022
