season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2014,12,Chelsea,0.0,0.0,West Brom,2.0,0.0,0,Lee Mason,Chelsea,West Brom,602b0400-ffa6-5f8e-a95c-d114003ffb30,53c8bde1-521d-5e47-9a2b-a82172be079b,fccd009c-47b1-5404-8f23-ffb1a1d7142a,Chelsea,West Brom,Chelsea_West Brom,Chelsea_West Brom_2014
2014,37,West Brom,0.0,0.0,Chelsea,3.0,0.0,0,Mike Jones,West Brom,Chelsea,29b5a5de-e4c2-5d53-bdc0-71809d8cd965,53c8bde1-521d-5e47-9a2b-a82172be079b,fccd009c-47b1-5404-8f23-ffb1a1d7142a,West Brom,Chelsea,Chelsea_West Brom,Chelsea_West Brom_2014
