season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2004,1,Norwich City,0.0,0.0,Crystal Palace,1.0,1.0,0,Peter Walton,draw,draw,bc328cdd-582e-53aa-ba87-29a73142ac5f,1a857028-dd07-589e-8fc2-d7a23a9fa587,fa04b4f4-4422-5da6-a217-2c16c196cf35,Norwich City,Crystal Palace,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2004
2004,33,Crystal Palace,0.0,0.0,Norwich City,3.0,3.0,0,Rob Styles,draw,draw,35a8bc5f-de91-5107-829e-2f252e0f780a,1a857028-dd07-589e-8fc2-d7a23a9fa587,fa04b4f4-4422-5da6-a217-2c16c196cf35,Crystal Palace,Norwich City,Crystal Palace_Norwich City,Crystal Palace_Norwich City_2004
