season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2017,8,Southampton,1.5,1.2,Newcastle Utd,2.0,2.0,2017-10-15,0,draw,draw,8d34ac06-ccdb-5575-9ca5-9a3cbf82bbd9,105841b6-c3d6-5567-b3a1-9f52377fc305,fc3acf34-c5a8-57af-9d08-ff0e62d65f83,Southampton,Newcastle Utd,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2017
2017,30,Newcastle Utd,1.3,0.3,Southampton,3.0,0.0,2018-03-10,0,Newcastle Utd,Southampton,25ba1bea-f83e-52e7-80e6-10c7c88ab474,105841b6-c3d6-5567-b3a1-9f52377fc305,fc3acf34-c5a8-57af-9d08-ff0e62d65f83,Newcastle Utd,Southampton,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2017
2018,10,Southampton,1.1,0.4,Newcastle Utd,0.0,0.0,2018-10-27,0,draw,draw,36d51134-0463-544d-9420-d3cc3cd9c842,105841b6-c3d6-5567-b3a1-9f52377fc305,0a0a8930-6219-5c9e-bb77-f95962659306,Southampton,Newcastle Utd,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2018
2018,35,Newcastle Utd,1.4,1.2,Southampton,3.0,1.0,2019-04-20,0,Newcastle Utd,Southampton,f626d1c5-1016-53bb-857e-9d6bc6795419,105841b6-c3d6-5567-b3a1-9f52377fc305,0a0a8930-6219-5c9e-bb77-f95962659306,Newcastle Utd,Southampton,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2018
2019,16,Newcastle Utd,0.9,1.7,Southampton,2.0,1.0,2019-12-08,0,Newcastle Utd,Southampton,de1d3306-8924-5bdf-ab04-a126948b5bf9,105841b6-c3d6-5567-b3a1-9f52377fc305,898d4a21-9d2f-5496-ada4-3f1fce3ba114,Newcastle Utd,Southampton,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2019
2019,29,Southampton,0.6,2.8,Newcastle Utd,0.0,1.0,2020-03-07,0,Newcastle Utd,Southampton,b119050c-344d-50ed-9a0f-cca8efb45d29,105841b6-c3d6-5567-b3a1-9f52377fc305,898d4a21-9d2f-5496-ada4-3f1fce3ba114,Southampton,Newcastle Utd,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2019
2020,8,Southampton,0.7,0.3,Newcastle Utd,2.0,0.0,2020-11-06,0,Southampton,Newcastle Utd,8b320add-691f-5cc0-84ff-9e511dcf3560,105841b6-c3d6-5567-b3a1-9f52377fc305,d4b237ab-0f9a-5eee-8f31-dbd0f2a692d9,Southampton,Newcastle Utd,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2020
2020,23,Newcastle Utd,0.7,1.3,Southampton,3.0,2.0,2021-02-06,0,Newcastle Utd,Southampton,7b9add4d-9e43-5671-a51f-414905b0b68a,105841b6-c3d6-5567-b3a1-9f52377fc305,d4b237ab-0f9a-5eee-8f31-dbd0f2a692d9,Newcastle Utd,Southampton,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2020
2021,3,Newcastle Utd,1.0,3.6,Southampton,2.0,2.0,2021-08-28,0,draw,draw,97a020f7-8ae1-52d3-a191-0e944eda8b74,105841b6-c3d6-5567-b3a1-9f52377fc305,ce4836d6-8d89-58cd-9fdc-b1dffe117af6,Newcastle Utd,Southampton,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2021
2021,21,Southampton,1.1,0.6,Newcastle Utd,1.0,2.0,2022-03-10,0,Newcastle Utd,Southampton,36ee0579-67dc-596d-b8d0-67402b195a9a,105841b6-c3d6-5567-b3a1-9f52377fc305,ce4836d6-8d89-58cd-9fdc-b1dffe117af6,Southampton,Newcastle Utd,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2021
2022,15,Southampton,1.7,0.9,Newcastle Utd,1.0,4.0,2022-11-06,0,Newcastle Utd,Southampton,82932810-30ca-53fd-8885-fc5aaec30e26,105841b6-c3d6-5567-b3a1-9f52377fc305,6a014df0-8a9d-5af5-a2d7-08110be9e953,Southampton,Newcastle Utd,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2022
2022,34,Newcastle Utd,4.3,0.8,Southampton,3.0,1.0,2023-04-30,0,Newcastle Utd,Southampton,0db559a6-f5e1-51f5-9ffd-03c20ea20bc7,105841b6-c3d6-5567-b3a1-9f52377fc305,6a014df0-8a9d-5af5-a2d7-08110be9e953,Newcastle Utd,Southampton,Newcastle Utd_Southampton,Newcastle Utd_Southampton_2022
