season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
1992,1,Coventry City,0.0,0.0,Middlesbrough,2.0,1.0,0,Howard King,Coventry City,Middlesbrough,005f32d9-5800-5dbb-ab24-f05a2550611c,0d221664-b975-52bb-aa95-d96607701dd3,a1efe173-d6e7-5dc0-a85e-f0d70e079d1a,Coventry City,Middlesbrough,Coventry City_Middlesbrough,Coventry City_Middlesbrough_1992
1992,27,Middlesbrough,0.0,0.0,Coventry City,0.0,2.0,0,Jim Borrett,Coventry City,Middlesbrough,77f6fba8-ecd0-543b-b1ce-bf814fde1c85,0d221664-b975-52bb-aa95-d96607701dd3,a1efe173-d6e7-5dc0-a85e-f0d70e079d1a,Middlesbrough,Coventry City,Coventry City_Middlesbrough,Coventry City_Middlesbrough_1992
1995,6,Middlesbrough,0.0,0.0,Coventry City,2.0,1.0,0,Graham Poll,Middlesbrough,Coventry City,b79135cb-e9a3-5335-824e-789b329ba23b,0d221664-b975-52bb-aa95-d96607701dd3,3dc2dfdc-8a74-50b0-88bf-736ccb5859a7,Middlesbrough,Coventry City,Coventry City_Middlesbrough,Coventry City_Middlesbrough_1995
1995,28,Coventry City,0.0,0.0,Middlesbrough,0.0,0.0,0,Paul Durkin,draw,draw,396f170a-8138-564a-9c44-8f47a05aac40,0d221664-b975-52bb-aa95-d96607701dd3,3dc2dfdc-8a74-50b0-88bf-736ccb5859a7,Coventry City,Middlesbrough,Coventry City_Middlesbrough,Coventry City_Middlesbrough_1995
1996,5,Middlesbrough,0.0,0.0,Coventry City,4.0,0.0,0,Graham Barber,Middlesbrough,Coventry City,65e88066-c4d1-5d51-a614-8d3b4110c48c,0d221664-b975-52bb-aa95-d96607701dd3,5aef1004-f71b-5f53-b2be-382aacc38166,Middlesbrough,Coventry City,Coventry City_Middlesbrough,Coventry City_Middlesbrough_1996
1996,20,Coventry City,0.0,0.0,Middlesbrough,3.0,0.0,0,Stephen Lodge,Coventry City,Middlesbrough,d0669eb9-3898-5657-a16f-a3fc0b60775d,0d221664-b975-52bb-aa95-d96607701dd3,5aef1004-f71b-5f53-b2be-382aacc38166,Coventry City,Middlesbrough,Coventry City_Middlesbrough,Coventry City_Middlesbrough_1996
1998,14,Middlesbrough,0.0,0.0,Coventry City,2.0,0.0,0,Gary Willard,Middlesbrough,Coventry City,1792a02c-549f-523e-bbeb-9496141692a5,0d221664-b975-52bb-aa95-d96607701dd3,828f673d-5223-514a-bb2a-c0a5f93ee5d5,Middlesbrough,Coventry City,Coventry City_Middlesbrough,Coventry City_Middlesbrough_1998
1998,34,Coventry City,0.0,0.0,Middlesbrough,1.0,2.0,0,Peter Jones,Middlesbrough,Coventry City,e1ee41ac-aa8c-5137-8f30-923d8d746bbc,0d221664-b975-52bb-aa95-d96607701dd3,828f673d-5223-514a-bb2a-c0a5f93ee5d5,Coventry City,Middlesbrough,Coventry City_Middlesbrough,Coventry City_Middlesbrough_1998
1999,20,Middlesbrough,0.0,0.0,Coventry City,2.0,0.0,0,Graham Barber,Middlesbrough,Coventry City,90690cf0-0b1a-5c8c-a8db-0ec2876c5dfc,0d221664-b975-52bb-aa95-d96607701dd3,109903dc-d4fd-5376-9915-101037e8e1bf,Middlesbrough,Coventry City,Coventry City_Middlesbrough,Coventry City_Middlesbrough_1999
1999,33,Coventry City,0.0,0.0,Middlesbrough,2.0,1.0,0,Neale Barry,Coventry City,Middlesbrough,b3e5b6d2-a0b7-52e4-9696-e3fdc2848040,0d221664-b975-52bb-aa95-d96607701dd3,109903dc-d4fd-5376-9915-101037e8e1bf,Coventry City,Middlesbrough,Coventry City_Middlesbrough,Coventry City_Middlesbrough_1999
2000,1,Coventry City,0.0,0.0,Middlesbrough,1.0,3.0,0,Barry Knight,Middlesbrough,Coventry City,cd5f2b28-7c17-51b2-a067-2af213f78c72,0d221664-b975-52bb-aa95-d96607701dd3,9b0ca50f-2578-597f-b24a-1d8247447bea,Coventry City,Middlesbrough,Coventry City_Middlesbrough,Coventry City_Middlesbrough_2000
2000,21,Middlesbrough,0.0,0.0,Coventry City,1.0,1.0,0,Dermot Gallagher,draw,draw,7d7d0cbf-bb38-52f7-ae3f-728212f03c77,0d221664-b975-52bb-aa95-d96607701dd3,9b0ca50f-2578-597f-b24a-1d8247447bea,Middlesbrough,Coventry City,Coventry City_Middlesbrough,Coventry City_Middlesbrough_2000
