season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
1992,7,Blackburn,0.0,0.0,Nott'ham Forest,4.0,1.0,0,Bob Nixon,Blackburn,Nott'ham Forest,a8882bb7-466a-508d-aeb4-9edd3f25c5b2,7c2f0f75-6675-5329-9e01-f0d5597a3bfa,a5505dd1-bced-57e0-a263-ee8ea456e489,Blackburn,Nott'ham Forest,Blackburn_Nott'ham Forest,Blackburn_Nott'ham Forest_1992
1992,28,Nott'ham Forest,0.0,0.0,Blackburn,1.0,3.0,0,Tony Ward,Blackburn,Nott'ham Forest,0fea5b46-8a07-5a64-b8cf-7d011b437318,7c2f0f75-6675-5329-9e01-f0d5597a3bfa,a5505dd1-bced-57e0-a263-ee8ea456e489,Nott'ham Forest,Blackburn,Blackburn_Nott'ham Forest,Blackburn_Nott'ham Forest_1992
1994,12,Nott'ham Forest,0.0,0.0,Blackburn,0.0,2.0,0,Paul Danson,Blackburn,Nott'ham Forest,7e3b7ef8-504e-5dac-a67a-fec2957a219e,7c2f0f75-6675-5329-9e01-f0d5597a3bfa,528eabee-59fd-5869-b151-b2da26829166,Nott'ham Forest,Blackburn,Blackburn_Nott'ham Forest,Blackburn_Nott'ham Forest_1994
1994,24,Blackburn,0.0,0.0,Nott'ham Forest,3.0,0.0,0,Joe Worrall,Blackburn,Nott'ham Forest,8237f0c4-bcb2-58aa-968c-5b46171c8a69,7c2f0f75-6675-5329-9e01-f0d5597a3bfa,528eabee-59fd-5869-b151-b2da26829166,Blackburn,Nott'ham Forest,Blackburn_Nott'ham Forest,Blackburn_Nott'ham Forest_1994
1995,13,Blackburn,0.0,0.0,Nott'ham Forest,7.0,0.0,0,Jeff Winter,Blackburn,Nott'ham Forest,10cc4b2d-4ea8-5122-a6ef-ad6a1b2c17cd,7c2f0f75-6675-5329-9e01-f0d5597a3bfa,db8dd722-ca2a-57c6-8c43-247c5636ccb5,Blackburn,Nott'ham Forest,Blackburn_Nott'ham Forest,Blackburn_Nott'ham Forest_1995
1995,36,Nott'ham Forest,0.0,0.0,Blackburn,1.0,5.0,0,Peter Jones,Blackburn,Nott'ham Forest,33e6f3b1-1c0d-51de-a762-1e718b348c85,7c2f0f75-6675-5329-9e01-f0d5597a3bfa,db8dd722-ca2a-57c6-8c43-247c5636ccb5,Nott'ham Forest,Blackburn,Blackburn_Nott'ham Forest,Blackburn_Nott'ham Forest_1995
1996,14,Nott'ham Forest,0.0,0.0,Blackburn,2.0,2.0,0,Paul Alcock,draw,draw,b0bc551d-3316-5a7e-8989-bcc585750a23,7c2f0f75-6675-5329-9e01-f0d5597a3bfa,ecef2b85-7802-533d-8e45-0bab28159192,Nott'ham Forest,Blackburn,Blackburn_Nott'ham Forest,Blackburn_Nott'ham Forest_1996
1996,26,Blackburn,0.0,0.0,Nott'ham Forest,1.0,1.0,0,Mike Riley,draw,draw,47005e58-22a6-5312-8eca-2572a8ff5380,7c2f0f75-6675-5329-9e01-f0d5597a3bfa,ecef2b85-7802-533d-8e45-0bab28159192,Blackburn,Nott'ham Forest,Blackburn_Nott'ham Forest,Blackburn_Nott'ham Forest_1996
1998,18,Nott'ham Forest,0.0,0.0,Blackburn,2.0,2.0,0,Stephen Lodge,draw,draw,6e8498ba-28a8-53db-baf8-d7fb4518f363,7c2f0f75-6675-5329-9e01-f0d5597a3bfa,12dd461e-f880-5d6a-9250-1c5919f79b45,Nott'ham Forest,Blackburn,Blackburn_Nott'ham Forest,Blackburn_Nott'ham Forest_1998
1998,37,Blackburn,0.0,0.0,Nott'ham Forest,1.0,2.0,0,Graham Poll,Nott'ham Forest,Blackburn,1e9ba21d-4f2b-5359-965a-98be09ac1fb6,7c2f0f75-6675-5329-9e01-f0d5597a3bfa,12dd461e-f880-5d6a-9250-1c5919f79b45,Blackburn,Nott'ham Forest,Blackburn_Nott'ham Forest,Blackburn_Nott'ham Forest_1998
