season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2005,4,Wigan Athletic,0.0,0.0,Sunderland,1.0,0.0,0,Stephen Bennett,Wigan Athletic,Sunderland,9c0fe3d2-6c30-5276-b6df-c8d11a5584fe,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,1c5bb9d5-9b76-58f6-a417-0b911d925d20,Wigan Athletic,Sunderland,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2005
2005,29,Sunderland,0.0,0.0,Wigan Athletic,0.0,1.0,0,Mike Riley,Wigan Athletic,Sunderland,6667d9c5-d20f-525c-b602-637c34b3ce52,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,1c5bb9d5-9b76-58f6-a417-0b911d925d20,Sunderland,Wigan Athletic,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2005
2007,3,Wigan Athletic,0.0,0.0,Sunderland,3.0,0.0,0,Mike Riley,Wigan Athletic,Sunderland,329a7c86-e532-5d51-a8da-7cded932cb5b,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,f1448a2a-10c5-5d62-bf30-a2949f020a81,Wigan Athletic,Sunderland,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2007
2007,26,Sunderland,0.0,0.0,Wigan Athletic,2.0,0.0,0,Mike Dean,Sunderland,Wigan Athletic,0a9c82db-4240-5a4d-87b9-a497209c8ac6,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,f1448a2a-10c5-5d62-bf30-a2949f020a81,Sunderland,Wigan Athletic,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2007
2008,4,Wigan Athletic,0.0,0.0,Sunderland,1.0,1.0,0,Rob Styles,draw,draw,da3c51de-c706-5a46-b3fb-4309cc994b93,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,137e68d1-9387-5f69-9a2e-64760ddbfbaf,Wigan Athletic,Sunderland,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2008
2008,29,Sunderland,0.0,0.0,Wigan Athletic,1.0,2.0,0,Mike Dean,Wigan Athletic,Sunderland,7e49669b-5a16-59fa-a900-6689ad4246fa,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,137e68d1-9387-5f69-9a2e-64760ddbfbaf,Sunderland,Wigan Athletic,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2008
2009,14,Wigan Athletic,0.0,0.0,Sunderland,1.0,0.0,0,Martin Atkinson,Wigan Athletic,Sunderland,1d00753c-a488-50e2-b8ad-9d07bf111a07,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,4adef60f-0eb5-5fa3-9714-a8dc745230a9,Wigan Athletic,Sunderland,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2009
2009,25,Sunderland,0.0,0.0,Wigan Athletic,1.0,1.0,0,Stuart Attwell,draw,draw,0b71bf21-c8a3-592c-a7df-b69201d67e4a,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,4adef60f-0eb5-5fa3-9714-a8dc745230a9,Sunderland,Wigan Athletic,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2009
2010,4,Wigan Athletic,0.0,0.0,Sunderland,1.0,1.0,0,Andre Marriner,draw,draw,340ab36c-43e7-57e1-9af9-07dff13572d1,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,875b8981-a513-57df-b983-5ba462fb5107,Wigan Athletic,Sunderland,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2010
2010,34,Sunderland,0.0,0.0,Wigan Athletic,4.0,2.0,0,Lee Probert,Sunderland,Wigan Athletic,943c28bd-4a69-5bbf-9b00-a4a2146b3275,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,875b8981-a513-57df-b983-5ba462fb5107,Sunderland,Wigan Athletic,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2010
2011,13,Sunderland,0.0,0.0,Wigan Athletic,1.0,2.0,0,Kevin Friend,Wigan Athletic,Sunderland,7555fc0c-69f3-5924-97fc-4aedac315b80,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,7b16a98c-9847-55ca-8052-7fe30fd4410d,Sunderland,Wigan Athletic,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2011
2011,20,Wigan Athletic,0.0,0.0,Sunderland,1.0,4.0,0,Mike Dean,Sunderland,Wigan Athletic,6d621dc1-0d68-5a4a-893c-845f3ebfb84a,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,7b16a98c-9847-55ca-8052-7fe30fd4410d,Wigan Athletic,Sunderland,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2011
2012,6,Sunderland,0.0,0.0,Wigan Athletic,1.0,0.0,0,Howard Webb,Sunderland,Wigan Athletic,c7649265-54ac-52e5-8f09-22036673445d,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,288fba73-24ce-5089-9bdc-b26aa4c637a9,Sunderland,Wigan Athletic,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2012
2012,23,Wigan Athletic,0.0,0.0,Sunderland,2.0,3.0,0,Anthony Taylor,Sunderland,Wigan Athletic,abb84ae7-3611-5aa7-9b9f-4782b3c1ed8a,51a54cb9-5fb8-5667-a62b-47d10bd4a3c6,288fba73-24ce-5089-9bdc-b26aa4c637a9,Wigan Athletic,Sunderland,Sunderland_Wigan Athletic,Sunderland_Wigan Athletic_2012
