season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2017,18,Watford,0.6,3.4,Huddersfield,1.0,4.0,2017-12-16,0,Huddersfield,Watford,3eb80119-4134-5bb3-9d15-214f199673ac,97cb808f-1e23-580f-89ee-8c3695843c20,d170a7f3-b69d-5871-9240-8419b8b18218,Watford,Huddersfield,Huddersfield_Watford,Huddersfield_Watford_2017
2017,34,Huddersfield,0.8,0.2,Watford,1.0,0.0,2018-04-14,0,Huddersfield,Watford,bd10c018-feae-5538-8bc7-2fc241b17760,97cb808f-1e23-580f-89ee-8c3695843c20,d170a7f3-b69d-5871-9240-8419b8b18218,Huddersfield,Watford,Huddersfield_Watford,Huddersfield_Watford_2017
2018,10,Watford,2.0,0.5,Huddersfield,3.0,0.0,2018-10-27,0,Watford,Huddersfield,22d68539-3812-519e-a0a8-36bceec5e2e0,97cb808f-1e23-580f-89ee-8c3695843c20,e23bb343-bacd-5abd-8c22-e8db33907522,Watford,Huddersfield,Huddersfield_Watford,Huddersfield_Watford_2018
2018,35,Huddersfield,1.0,0.9,Watford,1.0,2.0,2019-04-20,0,Watford,Huddersfield,e789fc68-1121-5058-91d0-01dfff7da0b9,97cb808f-1e23-580f-89ee-8c3695843c20,e23bb343-bacd-5abd-8c22-e8db33907522,Huddersfield,Watford,Huddersfield_Watford,Huddersfield_Watford_2018
