season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2014,1,Newcastle Utd,0.0,0.0,Manchester City,0.0,2.0,0,Martin Atkinson,Manchester City,Newcastle Utd,b4e548f3-6d94-522f-a6df-afe5ac255f4d,f708bd31-9251-5a3e-82d5-9a6acf4bbd70,2ae05e6c-d785-5043-a1eb-3ab8a2c76b20,Newcastle Utd,Manchester City,Manchester City_Newcastle Utd,Manchester City_Newcastle Utd_2014
2014,26,Manchester City,0.0,0.0,Newcastle Utd,5.0,0.0,0,Chris Foy,Manchester City,Newcastle Utd,13474b32-1f3b-5a35-a0aa-e1132227d76c,f708bd31-9251-5a3e-82d5-9a6acf4bbd70,2ae05e6c-d785-5043-a1eb-3ab8a2c76b20,Manchester City,Newcastle Utd,Manchester City_Newcastle Utd,Manchester City_Newcastle Utd_2014
