season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2020,6,Aston Villa,1.4,2.7,Leeds United,0.0,3.0,2020-10-23,0,Leeds United,Aston Villa,bee4e9e9-c24f-5994-823b-33a1aaca9a69,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,c3e306ac-1116-56ee-9496-53bd36e9e960,Aston Villa,Leeds United,Aston Villa_Leeds United,Aston Villa_Leeds United_2020
2020,26,Leeds United,0.9,0.7,Aston Villa,0.0,1.0,2021-02-27,0,Aston Villa,Leeds United,085a9cf4-97cc-51ab-8e78-02e2944c4653,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,c3e306ac-1116-56ee-9496-53bd36e9e960,Leeds United,Aston Villa,Aston Villa_Leeds United,Aston Villa_Leeds United_2020
2021,24,Aston Villa,1.6,1.8,Leeds United,3.0,3.0,2022-02-09,0,draw,draw,463353ce-3ed6-5d2b-a642-c52f33407dc1,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,4ebbb3aa-d5a2-5b9e-b899-2bea63a14aac,Aston Villa,Leeds United,Aston Villa_Leeds United,Aston Villa_Leeds United_2021
2021,20,Leeds United,0.2,1.5,Aston Villa,0.0,3.0,2022-03-10,0,Aston Villa,Leeds United,cdda4a06-41c6-52d8-80c7-177e44317363,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,4ebbb3aa-d5a2-5b9e-b899-2bea63a14aac,Leeds United,Aston Villa,Aston Villa_Leeds United,Aston Villa_Leeds United_2021
2022,9,Leeds United,0.4,2.2,Aston Villa,0.0,0.0,2022-10-02,0,draw,draw,bf0d91a5-7e52-5a18-922a-9eb4b054b840,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,767f78ff-e688-5fea-8c75-842b0bc464e2,Leeds United,Aston Villa,Aston Villa_Leeds United,Aston Villa_Leeds United_2022
2022,20,Aston Villa,1.2,2.4,Leeds United,2.0,1.0,2023-01-13,0,Aston Villa,Leeds United,555eb4d6-b616-506d-a166-21d32a5c6ec7,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,767f78ff-e688-5fea-8c75-842b0bc464e2,Aston Villa,Leeds United,Aston Villa_Leeds United,Aston Villa_Leeds United_2022
1992,2,Aston Villa,0.0,0.0,Leeds United,1.0,1.0,0,Keith Hackett,draw,draw,024f023a-7d15-5b7a-a3bb-d0f2e6da84ba,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,ad0f72b3-862e-5f32-befb-8540b1ebf78f,Aston Villa,Leeds United,Aston Villa_Leeds United,Aston Villa_Leeds United_1992
1992,8,Leeds United,0.0,0.0,Aston Villa,1.0,1.0,0,Joe Worrall,draw,draw,969da1cc-fa86-5099-9205-70daa02501e4,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,ad0f72b3-862e-5f32-befb-8540b1ebf78f,Leeds United,Aston Villa,Aston Villa_Leeds United,Aston Villa_Leeds United_1992
1993,28,Aston Villa,0.0,0.0,Leeds United,1.0,0.0,0,Jim Borrett,Aston Villa,Leeds United,d57201b6-1f63-53bd-bb79-3c2e3eb6963b,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,6fdf0009-738f-5826-b4c3-8dd3a2c4bdd9,Aston Villa,Leeds United,Aston Villa_Leeds United,Aston Villa_Leeds United_1993
1993,25,Leeds United,0.0,0.0,Aston Villa,2.0,0.0,0,David Allison,Leeds United,Aston Villa,89e2a47d-f7e4-595d-b0c8-22d67ba2f3c2,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,6fdf0009-738f-5826-b4c3-8dd3a2c4bdd9,Leeds United,Aston Villa,Aston Villa_Leeds United,Aston Villa_Leeds United_1993
1994,23,Aston Villa,0.0,0.0,Leeds United,0.0,0.0,0,Paul Danson,draw,draw,8c906a20-af19-53ef-8f3e-3eb3c139c8ef,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,bf00015e-8e9e-5b61-8707-c65735a4e706,Aston Villa,Leeds United,Aston Villa_Leeds United,Aston Villa_Leeds United_1994
1994,40,Leeds United,0.0,0.0,Aston Villa,1.0,0.0,0,David Elleray,Leeds United,Aston Villa,77f10c58-6d5b-5d27-a228-9a9e8b0ecf4d,4f34aac1-3eee-5d7c-b26e-4cc3139e1a5a,bf00015e-8e9e-5b61-8707-c65735a4e706,Leeds United,Aston Villa,Aston Villa_Leeds United,Aston Villa_Leeds United_1994
