season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2017,13,West Ham,0.9,0.4,Leicester City,1.0,1.0,2017-11-24,0,draw,draw,292a6a5d-1edb-5c64-bb71-3e30ed109632,6bdcca00-dffe-5578-974f-0758df77aef1,8236805e-648b-54e7-bfcc-111c2530b2b9,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_2017
2017,37,Leicester City,0.5,1.6,West Ham,0.0,2.0,2018-05-05,0,West Ham,Leicester City,e7f06a6d-cdd3-53f5-806e-53b4e7372f36,6bdcca00-dffe-5578-974f-0758df77aef1,8236805e-648b-54e7-bfcc-111c2530b2b9,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_2017
2018,10,Leicester City,1.7,1.4,West Ham,1.0,1.0,2018-10-27,0,draw,draw,200c2c88-6fb1-5a8a-97c3-ea49cedae8e5,6bdcca00-dffe-5578-974f-0758df77aef1,0de420d8-8e84-5854-8e3d-0ad98c914e8d,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_2018
2018,35,West Ham,1.2,0.9,Leicester City,2.0,2.0,2019-04-20,0,draw,draw,9234a5d1-da81-59f1-84a0-44bf99d0a56c,6bdcca00-dffe-5578-974f-0758df77aef1,0de420d8-8e84-5854-8e3d-0ad98c914e8d,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_2018
2019,20,West Ham,1.0,2.5,Leicester City,1.0,2.0,2019-12-28,0,Leicester City,West Ham,94e299e2-da01-5042-ad03-ccd14c840561,6bdcca00-dffe-5578-974f-0758df77aef1,d46e60db-20d4-5a98-a9a3-67d8a72c29c3,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_2019
2019,24,Leicester City,2.8,1.6,West Ham,4.0,1.0,2020-01-22,0,Leicester City,West Ham,54c7c660-930e-5b8f-90a1-73136f732896,6bdcca00-dffe-5578-974f-0758df77aef1,d46e60db-20d4-5a98-a9a3-67d8a72c29c3,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_2019
2020,4,Leicester City,0.6,2.0,West Ham,0.0,3.0,2020-10-04,0,West Ham,Leicester City,2850e21d-148d-5ae0-8463-150a219d6238,6bdcca00-dffe-5578-974f-0758df77aef1,148a5ebc-f7d9-5886-b257-4060d7ba7c86,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_2020
2020,31,West Ham,0.8,0.9,Leicester City,3.0,2.0,2021-04-11,0,West Ham,Leicester City,1a067561-f302-5f57-8d51-25c18ad12a52,6bdcca00-dffe-5578-974f-0758df77aef1,148a5ebc-f7d9-5886-b257-4060d7ba7c86,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_2020
2021,2,West Ham,2.3,0.6,Leicester City,4.0,1.0,2021-08-23,0,West Ham,Leicester City,d1824c40-26a1-5b3d-b3f2-884e2fc523a5,6bdcca00-dffe-5578-974f-0758df77aef1,7cb264de-5c8f-52ba-bb53-ac1567a10714,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_2021
2021,25,Leicester City,1.4,1.1,West Ham,2.0,2.0,2022-02-13,0,draw,draw,04ebad12-f013-5075-a362-4f736c294576,6bdcca00-dffe-5578-974f-0758df77aef1,7cb264de-5c8f-52ba-bb53-ac1567a10714,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_2021
2022,16,West Ham,1.4,1.8,Leicester City,0.0,2.0,2022-11-12,0,Leicester City,West Ham,06e95986-5d2d-5ef8-a884-9033a9b90bed,6bdcca00-dffe-5578-974f-0758df77aef1,a0659d4c-b763-53dd-bd4c-9d2208e24562,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_2022
2022,38,Leicester City,1.4,1.4,West Ham,2.0,1.0,2023-05-28,0,Leicester City,West Ham,5ad4d666-a595-5a0d-bd5b-c4f5afc0b44f,6bdcca00-dffe-5578-974f-0758df77aef1,a0659d4c-b763-53dd-bd4c-9d2208e24562,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_2022
1994,14,West Ham,0.0,0.0,Leicester City,1.0,0.0,0,Roger Dilkes,West Ham,Leicester City,1ca74092-720b-59fc-a1ca-2d4fa37a42f1,6bdcca00-dffe-5578-974f-0758df77aef1,6e350dff-5d05-58b9-bcc9-f01ad32adc62,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_1994
1994,27,Leicester City,0.0,0.0,West Ham,1.0,2.0,0,Joe Worrall,West Ham,Leicester City,5e5dfbde-7527-541b-8855-3d4a79aedd55,6bdcca00-dffe-5578-974f-0758df77aef1,6e350dff-5d05-58b9-bcc9-f01ad32adc62,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_1994
1996,10,West Ham,0.0,0.0,Leicester City,1.0,0.0,0,Mike Riley,West Ham,Leicester City,24439608-457e-521d-bace-b5ad65b66586,6bdcca00-dffe-5578-974f-0758df77aef1,a0b390ec-c93a-5afc-b033-a8a1804a1b1d,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_1996
1996,36,Leicester City,0.0,0.0,West Ham,0.0,1.0,0,Roger Dilkes,West Ham,Leicester City,e7915a5c-e206-5712-9699-348c91284dcc,6bdcca00-dffe-5578-974f-0758df77aef1,a0b390ec-c93a-5afc-b033-a8a1804a1b1d,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_1996
1997,12,Leicester City,0.0,0.0,West Ham,2.0,1.0,0,Mike Reed,Leicester City,West Ham,cb9a1253-6181-5bef-b802-38d157ff378c,6bdcca00-dffe-5578-974f-0758df77aef1,94968001-a339-5173-827d-a5728196f454,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_1997
1997,38,West Ham,0.0,0.0,Leicester City,4.0,3.0,0,Uriah Rennie,West Ham,Leicester City,604a2764-a44a-566a-ab2b-67153ff3fb4c,6bdcca00-dffe-5578-974f-0758df77aef1,94968001-a339-5173-827d-a5728196f454,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_1997
1998,13,West Ham,0.0,0.0,Leicester City,3.0,2.0,0,Stephen Lodge,West Ham,Leicester City,6e53ed4c-67f3-56a9-949e-bb44b9299302,6bdcca00-dffe-5578-974f-0758df77aef1,f5d2b274-cbed-5c08-9824-ae97126f4f37,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_1998
1998,33,Leicester City,0.0,0.0,West Ham,0.0,0.0,0,Jeff Winter,draw,draw,7f29ef2f-0f45-5d74-bcc0-4d457abc6cd9,6bdcca00-dffe-5578-974f-0758df77aef1,f5d2b274-cbed-5c08-9824-ae97126f4f37,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_1998
1999,4,West Ham,0.0,0.0,Leicester City,2.0,1.0,0,Alan Wiley,West Ham,Leicester City,cd6d2c6c-fbbb-5131-9187-148c4b0da8ac,6bdcca00-dffe-5578-974f-0758df77aef1,bcc32669-c61f-54e6-9682-27817c9765be,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_1999
1999,23,Leicester City,0.0,0.0,West Ham,1.0,3.0,0,David Elleray,West Ham,Leicester City,13a9ad8f-b3ab-5133-b43f-cd540b7ef3f5,6bdcca00-dffe-5578-974f-0758df77aef1,bcc32669-c61f-54e6-9682-27817c9765be,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_1999
2000,2,West Ham,0.0,0.0,Leicester City,0.0,1.0,0,Rob Styles,Leicester City,West Ham,4653472e-18dc-5d94-abbc-b8bbd7debe57,6bdcca00-dffe-5578-974f-0758df77aef1,8c60a9f0-c078-54e9-bec3-b0fd39f40a68,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_2000
2000,19,Leicester City,0.0,0.0,West Ham,2.0,1.0,0,Graham Poll,Leicester City,West Ham,86d1d6aa-207c-51a7-bc00-20624e23fa62,6bdcca00-dffe-5578-974f-0758df77aef1,8c60a9f0-c078-54e9-bec3-b0fd39f40a68,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_2000
2001,18,Leicester City,0.0,0.0,West Ham,1.0,1.0,0,Eddie Wolstenholme,draw,draw,69002d77-c3c8-5dad-b9cd-f5a3bcfcf853,6bdcca00-dffe-5578-974f-0758df77aef1,758ef083-55d8-5763-a2ca-8c459656c42a,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_2001
2001,22,West Ham,0.0,0.0,Leicester City,1.0,0.0,0,Dermot Gallagher,West Ham,Leicester City,0e03d7d0-b17a-571d-9965-3021d2a57e7d,6bdcca00-dffe-5578-974f-0758df77aef1,758ef083-55d8-5763-a2ca-8c459656c42a,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_2001
2014,17,West Ham,0.0,0.0,Leicester City,2.0,0.0,0,Mike Jones,West Ham,Leicester City,8836f137-6760-51f6-ad53-434414f8e2c3,6bdcca00-dffe-5578-974f-0758df77aef1,d9df7763-0d65-5b73-890f-107470b1eb90,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_2014
2014,31,Leicester City,0.0,0.0,West Ham,2.0,1.0,0,Mark Clattenburg,Leicester City,West Ham,51e25f73-6de3-5d22-be76-c8d756d88465,6bdcca00-dffe-5578-974f-0758df77aef1,d9df7763-0d65-5b73-890f-107470b1eb90,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_2014
2015,2,West Ham,0.0,0.0,Leicester City,1.0,2.0,0,Anthony Taylor,Leicester City,West Ham,32136da8-d9e4-58ba-9c45-673a2d829b4d,6bdcca00-dffe-5578-974f-0758df77aef1,06627eb2-305b-5c17-a8cb-78d682ece24e,West Ham,Leicester City,Leicester City_West Ham,Leicester City_West Ham_2015
2015,34,Leicester City,0.0,0.0,West Ham,2.0,2.0,0,Jonathan Moss,draw,draw,984b96be-377b-5c6b-b8df-7a9c1ec6073f,6bdcca00-dffe-5578-974f-0758df77aef1,06627eb2-305b-5c17-a8cb-78d682ece24e,Leicester City,West Ham,Leicester City_West Ham,Leicester City_West Ham_2015
