season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2004,9,West Brom,0.0,0.0,Norwich City,0.0,0.0,0,Phil Crossley,draw,draw,456a4021-8d65-55ff-ab42-5ba96aa2a79e,f9b042db-872e-5a5c-b112-5e1497e78de9,e8212146-b7c9-56da-9be7-1d784653bfa8,West Brom,Norwich City,Norwich City_West Brom,Norwich City_West Brom_2004
2004,26,Norwich City,0.0,0.0,West Brom,3.0,2.0,0,Chris Foy,Norwich City,West Brom,1416514c-a1ad-5c6c-affc-20939c0bb85a,f9b042db-872e-5a5c-b112-5e1497e78de9,e8212146-b7c9-56da-9be7-1d784653bfa8,Norwich City,West Brom,Norwich City_West Brom,Norwich City_West Brom_2004
